N	2gram	Potebnia_M_4	slovoVRo
1	и в	23	39
2	может быть	26	37
3	и т	7	35
4	и его	2	33
5	т п	4	33
6	то есть	34	26
7	не только	10	24
8	и не	18	22
9	но и	11	21
10	не может	11	20
11	в нем	7	19
12	все это	5	16
13	в этом	23	16
14	так и	6	15
15	а не	12	14
16	слова в	3	13
17	как в	7	13
18	в процессе	3	13
19	в истории	4	11
20	слово в	4	11
21	вовсе не	7	10
22	не в	11	9
23	со своим	4	9
24	языка и	3	9
25	и с	4	9
26	оно не	2	8
27	слова и	5	8
28	таким образом	24	8
29	точки зрения	4	8
30	при этом	15	7
31	для него	5	7
32	еще не	3	7
33	языком и	3	7
34	в его	5	7
35	как бы	5	7
36	никогда не	3	7
37	в этих	3	7
38	и потому	10	7
39	и даже	2	7
40	как мы	2	7
41	могут быть	7	7
42	с ним	5	7
43	в них	3	6
44	и к	6	6
45	этом случае	5	6
46	как и	14	6
47	в своем	8	6
48	языка в	2	6
49	в большинстве	2	6
50	она не	2	6
51	слова от	2	6
52	в сущности	2	6
53	значительной степени	2	6
54	там где	3	6
55	все эти	3	6
56	в слове	22	6
57	так сказать	5	6
58	но в	8	6
59	не могут	2	5
60	с другой	2	5
61	это не	7	5
62	и для	2	5
63	и все	4	5
64	и слова	2	5
65	со словом	3	5
66	по себе	11	5
67	для нас	14	5
68	том что	12	5
69	только в	15	5
70	в том	23	5
71	например в	3	5
72	и их	3	5
73	один из	2	5
74	слово и	3	5
75	человека в	2	5
76	уже не	3	5
77	с ними	3	5
78	от него	2	5
79	конечно не	2	5
80	большинстве случаев	2	5
81	не менее	5	4
82	и др	2	4
83	язык не	5	4
84	отношению к	8	4
85	же время	3	4
86	в смысле	3	4
87	слова не	3	4
88	по отношению	10	4
89	языку и	2	4
90	то же	14	4
91	и других	3	4
92	в той	4	4
93	в таком	4	4
94	а в	5	4
95	с другими	4	4
96	слова с	3	4
97	и на	3	4
98	даже и	3	4
99	в то	4	4
100	отношение к	2	4
101	его в	4	4
102	так как	14	4
103	что в	17	3
104	хотя бы	4	3
105	человека и	3	3
106	не с	2	3
107	в свою	2	3
108	что и	7	3
109	из себя	2	3
110	но это	3	3
111	связи с	3	3
112	и как	2	3
113	языка то	2	3
114	в ней	2	3
115	слово для	3	3
116	к нему	5	3
117	быть и	2	3
118	бы и	5	3
119	стремится к	2	3
120	лишь в	3	3
121	с точки	3	3
122	той же	3	3
123	сказать что	8	3
124	между тем	9	3
125	может иметь	2	3
126	говорить о	5	3
127	ту же	3	3
128	во всяком	5	3
129	чем в	2	2
130	в данном	4	2
131	уже в	5	2
132	с языком	2	2
133	не было	12	2
134	и более	4	2
135	независимо от	6	2
136	ни к	2	2
137	хотя и	5	2
138	слова например	2	2
139	в нашем	2	2
140	на котором	4	2
141	языка с	3	2
142	того как	6	2
143	тогда когда	8	2
144	не всегда	3	2
145	только о	2	2
146	с которым	2	2
147	влияние на	2	2
148	в себе	14	2
149	и здесь	2	2
150	что он	4	2
151	что язык	7	2
152	если оно	2	2
153	в нее	3	2
154	несколько слов	2	2
155	все что	2	2
156	этих случаях	2	2
157	есть от	2	2
158	мы уже	3	2
159	в поэзии	3	2
160	к ней	2	2
161	известной степени	3	2
162	и проч	18	2
163	всяком случае	3	2
164	лишь тогда	3	2
165	даже в	2	2
166	но мы	2	2
167	сих пор	4	2
168	на его	3	2
169	и другим	3	2
170	то что	29	2
171	не знаем	2	2
172	вместе с	6	2
173	те же	3	2
174	в различных	2	2
175	пор не	3	2
176	внутреннюю форму	3	2
177	а именно	4	2
178	кроме того	3	2
179	так в	3	2
180	в языке	16	2
181	с этим	7	2
182	т д	3	2
183	в виде	2	2
184	именно в	3	2
185	еще более	2	2
186	но эта	2	2
187	мы не	8	2
188	именно на	2	2
189	того чтобы	4	2
190	для того	6	2
191	слов в	4	2
192	говорящего и	2	2
193	и при	2	2
194	в более	2	2
195	он не	2	2
196	к его	2	2
197	новое слово	4	2
198	о том	8	2
199	бы только	2	2
200	в области	2	2
201	в одном	4	2
202	из него	2	2
203	до сих	4	2
