N	2gram	Tiupa_Lite_2	Analitik
1	в качестве	5	31
2	может быть	17	29
3	в том	10	27
4	не может	9	22
5	и не	11	21
6	в частности	4	19
7	и в	19	18
8	а не	20	17
9	но и	10	17
10	представляет собой	2	16
11	отнюдь не	4	15
12	не только	8	15
13	тогда как	9	14
14	коммуникативного события	2	14
15	не в	4	14
16	как и	10	13
17	в его	4	13
18	в этом	9	13
19	том что	7	12
20	при этом	6	12
21	состоит в	9	11
22	в себе	6	11
23	то есть	5	11
24	но не	5	10
25	то же	12	9
26	а в	3	9
27	в то	9	9
28	в мире	9	8
29	в принципе	5	8
30	но в	2	8
31	том чтобы	3	7
32	тем самым	3	7
33	прежде всего	4	6
34	наш взгляд	3	6
35	же время	9	6
36	в сущности	3	6
37	себя в	6	6
38	то что	7	6
39	коммуникативное событие	3	6
40	в себя	3	6
41	по отношению	4	6
42	на наш	3	6
43	в основе	2	6
44	точки зрения	4	6
45	я и	4	6
46	и как	3	5
47	в этой	3	5
48	что в	4	5
49	такого рода	9	5
50	как бы	2	5
51	отношению к	3	5
52	в целом	2	5
53	в их	3	5
54	и т.п	10	5
55	и его	3	5
56	и на	6	5
57	о том	2	5
58	того что	5	4
59	могут быть	2	4
60	себя и	2	4
61	конечном счете	5	4
62	столь же	5	4
63	с другой	8	4
64	того же	4	4
65	эстетической деятельности	3	4
66	для того	2	4
67	в области	4	4
68	в конечном	5	4
69	не с	3	4
70	все же	2	4
71	вместе с	5	4
72	так и	7	4
73	сознания в	3	4
74	из того	2	4
75	уже не	2	4
76	ни было	2	4
77	не более	2	4
78	из которых	2	4
79	с точки	3	4
80	в другом	3	4
81	с другим	2	4
82	как правило	3	4
83	всего лишь	3	4
84	с ним	2	4
85	том числе	2	3
86	в рамках	4	3
87	однако в	6	3
88	в нашем	2	3
89	и одновременно	2	3
90	хотя бы	2	3
91	личности в	3	3
92	в нем	3	3
93	и к	2	3
94	что он	3	3
95	эстетического субъекта	3	3
96	и т	2	3
97	еще не	2	3
98	одной стороны	6	3
99	что не	2	3
100	к объекту	2	3
101	принципе не	2	3
102	одним из	3	3
103	он не	5	3
104	если в	2	3
105	даже в	4	3
106	что и	2	3
107	в культуре	3	3
108	а именно	3	3
109	с одной	7	3
110	художественного видения	2	3
111	тому как	2	3
112	не случайно	4	3
113	подобно тому	2	3
114	т п	2	3
115	я в	7	3
116	в равной	3	3
117	произведения искусства	2	3
118	как он	2	3
119	в художественном	2	3
120	быть не	2	3
121	а также	2	3
122	своего рода	13	3
123	другого в	3	3
124	в противоположность	2	2
125	быть может	3	2
126	и то	3	2
127	на фоне	5	2
128	никогда не	3	2
129	для этого	2	2
130	в какой	2	2
131	не столько	3	2
132	не является	2	2
133	вовсе не	2	2
134	как уже	2	2
135	в облике	2	2
136	художественного письма	2	2
137	не исключают	2	2
138	равной степени	2	2
139	в искусстве	4	2
140	и.п смирнов	4	2
141	творческий акт	2	2
142	в начале	3	2
143	то в	2	2
144	х годов	3	2
145	такой же	3	2
146	соответствии с	2	2
147	в противовес	3	2
148	это как	2	2
149	и сам	2	2
150	для него	4	2
151	было бы	2	2
152	без другого	2	2
153	не могу	2	2
154	при всей	2	2
155	свое время	2	2
156	в роли	2	2
157	в свое	2	2
158	еще в	4	2
159	один из	4	2
160	не к	2	2
161	из них	2	2
162	не говоря	2	2
163	и до	2	2
164	данном случае	3	2
165	со стороны	3	2
166	присутствия в	2	2
167	другой стороны	4	2
168	как к	3	2
169	на этом	2	2
170	той же	2	2
171	и читателя	2	2
172	этом отношении	3	2
173	свидетельствует о	2	2
174	художественного творчества	2	2
175	едва ли	4	2
176	художественного мира	2	2
177	на себя	2	2
178	каждый из	4	2
179	героя в	2	2
180	для себя	2	2
181	в данном	3	2
182	лирического героя	4	2
183	так как	3	2
184	эстетический субъект	3	2
185	потому что	2	2
186	случае это	2	2
187	и с	3	2
188	мира в	2	2
