N	2gram	Propp_Russ_2	FransuaR
1	и в	29	65
2	как бы	18	22
3	в том	22	16
4	в этом	11	15
5	но в	5	14
6	прежде всего	2	11
7	и на	6	11
8	не только	10	10
9	но и	8	10
10	все эти	3	10
11	во всех	3	9
12	все это	10	9
13	здесь в	2	8
14	и другие	14	8
15	его в	8	7
16	влияние на	2	7
17	главным образом	3	6
18	никогда не	2	6
19	том что	22	6
20	все же	2	6
21	как мы	3	6
22	еще не	6	6
23	при этом	6	6
24	может быть	13	6
25	на самом	2	6
26	в году	3	6
27	одно из	2	6
28	так как	13	6
29	жизни в	2	5
30	в них	4	5
31	потому что	5	5
32	отличие от	3	5
33	есть в	2	5
34	и пр	2	5
35	земли и	5	5
36	в своей	2	5
37	связь с	3	5
38	как в	7	5
39	как и	11	5
40	в своих	2	5
41	между тем	3	5
42	и все	4	5
43	связи с	2	4
44	это в	2	4
45	не в	4	4
46	в этой	3	4
47	совершенно не	2	4
48	из них	4	4
49	в их	2	4
50	для нас	6	4
51	в отличие	3	4
52	во время	12	4
53	и еще	2	4
54	что в	22	3
55	это не	5	3
56	в ее	3	3
57	самом же	2	3
58	связаны с	3	3
59	к нему	4	3
60	то что	5	3
61	вся эта	2	3
62	на землю	3	3
63	где они	2	3
64	не может	5	3
65	и других	3	3
66	в форме	2	3
67	уже не	4	3
68	с другой	2	3
69	друг друга	3	3
70	в других	15	3
71	же деле	2	3
72	далеко не	4	3
73	и с	10	3
74	в виду	2	3
75	но не	5	2
76	и многие	2	2
77	начиная с	2	2
78	из основных	2	2
79	или даже	3	2
80	представления о	2	2
81	и от	3	2
82	игра в	2	2
83	из этих	2	2
84	во многих	9	2
85	же в	6	2
86	а затем	4	2
87	это время	2	2
88	кроме того	2	2
89	до конца	3	2
90	одной стороны	2	2
91	своей книге	2	2
92	в народном	3	2
93	в таких	3	2
94	и для	2	2
95	не к	2	2
96	в некоторых	9	2
97	к жизни	5	2
98	смерти и	2	2
99	в свете	3	2
100	с одной	2	2
101	на них	4	2
102	мы здесь	2	2
103	того что	3	2
104	и по	3	2
105	одним из	2	2
106	в таком	4	2
107	или в	7	2
108	образом в	2	2
109	этот вопрос	2	2
110	а иногда	2	2
111	их в	4	2
112	которое в	2	2
113	в этих	3	2
114	быть только	2	2
115	могут быть	2	2
116	во всем	2	2
117	о том	9	2
