N	2gram	Nazirov_Tv_1	Dialekti
1	и не	7	30
2	а не	5	18
3	может быть	5	17
4	и т	3	17
5	то что	8	16
6	и в	21	15
7	как бы	17	14
8	так как	3	14
9	того что	3	13
10	это не	4	12
11	прежде всего	4	11
12	в том	7	11
13	не может	4	11
14	и все	6	11
15	в этом	6	11
16	с ее	3	10
17	в основе	2	10
18	личности и	2	10
19	потому что	5	10
20	том что	11	10
21	в виду	2	9
22	все это	10	9
23	это и	3	9
24	то же	13	9
25	уже не	3	9
26	значит что	2	9
27	не в	2	8
28	в себе	2	8
29	не только	7	8
30	в чем	2	8
31	что в	12	7
32	крайней мере	2	7
33	по крайней	2	7
34	что он	6	7
35	как и	12	7
36	и его	6	7
37	или в	2	7
38	только в	5	7
39	перед нами	2	6
40	так что	2	6
41	же время	12	6
42	хотя и	3	6
43	и тем	2	6
44	и даже	3	6
45	сказать что	2	6
46	вовсе не	5	6
47	ни на	3	6
48	в то	15	6
49	что и	2	6
50	я не	3	5
51	так и	2	5
52	в вечности	2	5
53	в своем	4	5
54	можно сказать	2	5
55	в ней	2	5
56	но если	3	5
57	в нем	3	5
58	что она	2	5
59	но только	2	5
60	таким образом	5	5
61	именно в	2	5
62	и на	7	5
63	о том	6	5
64	с его	11	5
65	личности в	2	5
66	в жизни	2	5
67	есть не	2	5
68	то в	2	5
69	что я	3	5
70	в себя	2	5
71	той же	3	5
72	что все	3	4
73	и как	4	4
74	но это	5	4
75	в этой	5	4
76	один из	4	4
77	жизни и	3	4
78	но и	3	4
79	на свете	2	4
80	так же	3	4
81	и с	3	4
82	отнюдь не	5	4
83	хотя бы	5	4
84	в его	13	4
85	та же	4	3
86	тем самым	7	3
87	в свою	7	3
88	к жизни	2	3
89	более не	2	3
90	в их	3	3
91	свободы и	2	3
92	и наконец	2	3
93	известно что	2	3
94	с ним	3	3
95	себя как	2	3
96	нет ни	2	3
97	но в	7	3
98	в один	2	3
99	и та	2	3
100	к этому	2	3
101	об этом	2	3
102	надо было	2	3
103	в своей	4	3
104	говорит о	3	3
105	при помощи	2	3
106	когда он	2	3
107	как в	8	3
108	о времени	4	3
109	что не	2	3
110	и притом	2	3
111	вот почему	3	3
112	и необходимости	2	3
113	в данном	2	3
114	в виде	3	3
115	могут быть	2	3
116	не менее	6	2
117	в человеке	4	2
118	в частности	2	2
119	точно так	2	2
120	человека и	4	2
121	представление о	3	2
122	что человек	3	2
123	его как	2	2
124	это как	3	2
125	в нашей	2	2
126	при этом	7	2
127	в самом	3	2
128	никогда не	3	2
129	в котором	6	2
130	был бы	2	2
131	у достоевского	28	2
132	из них	2	2
133	не по	3	2
134	мы находим	2	2
135	и будет	2	2
136	не мог	2	2
137	и по	3	2
138	воли и	3	2
139	а что	2	2
140	же и	2	2
141	и когда	2	2
142	а как	2	2
143	однако в	2	2
144	все же	5	2
145	не будет	2	2
146	в качестве	2	2
147	не нужно	2	2
148	одной из	4	2
149	себе не	2	2
150	тем не	2	2
151	вместе с	2	2
152	ее в	3	2
153	во всей	2	2
154	только что	2	2
155	как будто	5	2
156	в которой	3	2
157	отличие от	2	2
