N	2gram	Bakhtin_Pr_1	Psycholo
1	и в	38	38
2	то что	8	35
3	в том	8	25
4	в самом	7	25
5	самом деле	6	21
6	что в	7	20
7	может быть	26	19
8	и что	2	18
9	на то	2	16
10	точки зрения	8	16
11	в ней	4	15
12	то есть	46	15
13	если бы	3	14
14	том что	3	14
15	как бы	22	14
16	и т	14	14
17	в этом	15	13
18	было бы	8	12
19	не только	9	12
20	мы увидим	3	12
21	таким образом	10	12
22	не в	7	12
23	что он	2	11
24	что это	2	10
25	то же	5	10
26	же самое	2	10
27	и не	42	10
28	и все	3	10
29	о которых	2	9
30	с точки	6	9
31	в двух	2	9
32	того чтобы	2	9
33	все же	6	8
34	вовсе не	2	8
35	как и	7	8
36	и как	8	8
37	для того	2	8
38	и это	3	8
39	с другой	7	7
40	в ее	4	7
41	а не	5	7
42	мы можем	6	7
43	не может	27	7
44	показать что	2	7
45	как мы	7	7
46	а в	6	7
47	между тем	7	7
48	все то	3	7
49	и здесь	2	6
50	она не	2	6
51	в котором	2	6
52	не имеет	9	6
53	он не	3	6
54	которых мы	4	6
55	с одной	3	6
56	к чему	2	6
57	как это	2	6
58	и его	16	6
59	и на	3	6
60	о том	4	6
61	ясно что	3	6
62	там где	6	6
63	я не	2	5
64	должна быть	4	5
65	в своем	5	5
66	в какой	2	5
67	на этом	2	5
68	одной стороны	3	5
69	несмотря на	3	5
70	совершенно не	7	5
71	в своей	7	5
72	но и	9	5
73	другой стороны	4	5
74	т п	13	5
75	или в	2	5
76	в другом	2	5
77	о котором	2	5
78	в его	43	5
79	которую мы	3	4
80	никогда не	5	4
81	что эта	2	4
82	в тех	3	4
83	в свою	2	4
84	при этом	5	4
85	не можем	2	4
86	и для	11	4
87	конечно не	5	4
88	во всех	11	4
89	в самой	2	4
90	не могли	2	4
91	в нем	15	4
92	что и	2	4
93	в целом	3	4
94	как в	4	4
95	все эти	5	4
96	здесь мы	2	4
97	того что	2	4
98	из которых	2	4
99	и даже	3	4
100	в своих	2	4
101	сказать что	4	4
102	только в	13	4
103	здесь совершенно	3	4
104	одна из	2	4
105	в себе	4	4
106	в виду	4	4
107	как только	3	3
108	место в	8	3
109	дано в	3	3
110	в них	5	3
111	что все	2	3
112	к этому	2	3
113	и к	3	3
114	ни в	11	3
115	она может	3	3
116	но это	3	3
117	и о	5	3
118	в основе	5	3
119	и значение	2	3
120	должен быть	2	3
121	не к	6	3
122	все это	3	3
123	и только	4	3
124	бы не	2	3
125	что не	4	3
126	в таком	3	3
127	и тем	3	3
128	тем что	2	3
129	далеко не	5	3
130	в то	4	3
131	его в	9	3
132	здесь не	4	3
133	едва ли	3	3
134	в плане	7	3
135	но в	4	3
136	и которые	2	3
137	в данном	4	2
138	но они	4	2
139	не могут	2	2
140	и более	2	2
141	к своему	2	2
142	и другие	2	2
143	была бы	2	2
144	в этих	2	2
145	отнюдь не	19	2
146	все они	5	2
147	следует что	2	2
148	хотя бы	4	2
149	столь же	2	2
150	и во	2	2
151	тенденцию к	2	2
152	на самом	4	2
153	что оно	2	2
154	и ее	2	2
155	у нас	2	2
156	по существу	2	2
157	без всякой	2	2
158	не должна	4	2
159	здесь в	2	2
160	лучшем случае	2	2
161	со всеми	3	2
162	том как	2	2
163	они не	3	2
164	мы в	3	2
165	например в	3	2
166	совпадает с	2	2
167	можем сказать	2	2
168	не совпадает	2	2
169	он может	2	2
170	данном случае	4	2
171	имеет место	5	2
172	и другими	3	2
173	нами в	2	2
174	отношения к	6	2
175	в виде	2	2
176	не более	2	2
177	и наконец	6	2
178	какой мере	2	2
179	есть только	2	2
180	в лучшем	2	2
181	не имеют	2	2
182	к себе	2	2
183	к его	2	2
184	как к	2	2
185	но как	2	2
186	в истории	2	2
187	с ним	5	2
188	ничего не	6	2
189	себя как	5	2
