N	2gram	Bakhtin_sl_2	FransuaR
1	и в	39	41
2	то есть	26	24
3	и т.п	2	19
4	мы уже	2	18
5	во всех	12	17
6	таким образом	8	17
7	в нем	19	16
8	и с	9	16
9	и его	33	13
10	но и	21	13
11	как мы	7	12
12	в этом	16	12
13	все это	16	11
14	все эти	6	11
15	прежде всего	8	10
16	не только	24	10
17	и др	4	10
18	так как	4	10
19	то что	2	10
20	здесь в	3	9
21	кроме того	2	9
22	и на	4	9
23	и все	5	9
24	о том	2	9
25	никогда не	7	8
26	в сущности	6	8
27	но в	6	8
28	у него	3	7
29	в них	6	7
30	вовсе не	10	7
31	том что	5	7
32	как бы	7	7
33	в особенности	3	7
34	как и	6	7
35	что в	3	7
36	в его	7	7
37	что он	2	6
38	например в	5	6
39	один из	5	6
40	вместе с	2	6
41	с помощью	4	6
42	или в	2	6
43	также и	2	6
44	сказать что	3	6
45	в то	4	6
46	то же	4	5
47	с его	7	5
48	во франции	2	5
49	в одном	2	5
50	же время	4	5
51	а также	3	5
52	так и	15	5
53	в своем	6	5
54	рядом с	3	5
55	большинстве случаев	5	5
56	в той	4	5
57	той же	3	5
58	но он	2	5
59	в себе	2	5
60	во всем	4	5
61	там где	6	5
62	подчеркнуть что	2	5
63	уже в	2	4
64	борьба с	4	4
65	с другой	5	4
66	и от	3	4
67	и образ	2	4
68	роль в	2	4
69	именно в	2	4
70	и как	3	4
71	не в	9	4
72	все что	2	4
73	в большинстве	6	4
74	всех его	3	4
75	одной стороны	5	4
76	в ней	3	4
77	даже в	2	4
78	все же	6	4
79	не может	20	4
80	с одной	5	4
81	как в	13	4
82	именно на	2	4
83	того чтобы	2	4
84	и наконец	5	4
85	и даже	7	4
86	одним из	2	4
87	а в	4	4
88	конечно и	2	4
89	более того	2	4
90	в результате	2	4
91	в основе	4	4
92	в другом	2	4
93	с ним	7	4
94	мы увидим	2	3
95	перед нами	3	3
96	поэтому и	4	3
97	с этим	2	3
98	романа в	5	3
99	но это	3	3
100	до сих	2	3
101	конечно не	5	3
102	и их	5	3
103	но оно	2	3
104	в него	7	3
105	и особенно	2	3
106	жизни и	6	3
107	связано с	3	3
108	сих пор	2	3
109	и для	5	3
110	этом отношении	3	3
111	при этом	7	3
112	и не	22	3
113	те же	2	3
114	они не	2	3
115	к нему	3	3
116	с другими	4	3
117	в данном	2	3
118	людей и	2	3
119	в плане	5	3
120	только в	5	3
121	только с	2	3
122	в чем	3	3
123	не могут	5	2
124	не был	2	2
125	всех этих	4	2
126	борьбу с	2	2
127	в этих	7	2
128	все они	2	2
129	в xvii	2	2
130	для этого	4	2
131	значение в	2	2
132	человека и	3	2
133	стороны и	3	2
134	конечно в	2	2
135	для нас	5	2
136	в том	5	2
137	и различные	2	2
138	это и	2	2
139	в дальнейшем	2	2
140	несколько слов	2	2
141	ведь и	2	2
142	связи с	3	2
143	можно прямо	3	2
144	от него	5	2
145	на этом	3	2
146	но не	6	2
147	в значительной	6	2
148	должна быть	3	2
149	до конца	17	2
150	и часто	3	2
151	со всеми	2	2
152	может быть	37	2
153	за пределы	2	2
154	xvii века	2	2
155	его так	2	2
156	хотя и	2	2
157	он не	2	2
158	и потому	7	2
159	должен быть	2	2
160	мы видели	2	2
161	себя в	8	2
162	в эпосе	4	2
163	в форме	2	2
164	а именно	2	2
165	где они	2	2
166	и другие	2	2
167	которых мы	2	2
168	еще более	2	2
169	как это	3	2
170	но эта	2	2
171	в истории	11	2
172	лишь в	3	2
173	а не	14	2
174	с точки	3	2
175	мы не	2	2
176	между тем	3	2
177	точки зрения	8	2
178	и само	2	2
179	на его	2	2
180	прямо сказать	3	2
181	говорить о	3	2
182	как он	2	2
183	так сказать	6	2
184	но здесь	4	2
185	мира и	5	2
186	отметить что	3	2
187	в области	2	2
188	тогда когда	2	2
189	в романе	46	2
190	как о	2	2
191	в новом	2	2
