N	2gram	Bakhtin_Pr_1	Mirosoze
1	у достоевского	24	42
2	может быть	21	30
3	не только	13	29
4	и в	23	28
5	не может	11	28
6	человеческого духа	2	26
7	но и	11	25
8	а не	20	25
9	он не	4	24
10	в этом	25	20
11	не было	3	18
12	у него	6	17
13	не в	6	16
14	потому что	12	16
15	в своей	11	15
16	и есть	5	14
17	никогда не	5	14
18	до конца	5	14
19	в нем	20	13
20	творчество достоевского	3	13
21	человека в	5	13
22	и достоевский	3	12
23	и это	5	12
24	для него	15	11
25	в самом	8	11
26	и не	34	11
27	что в	8	10
28	в своем	8	10
29	в мире	7	10
30	был бы	5	10
31	из подполья	11	10
32	достоевского и	12	10
33	прежде всего	7	10
34	и все	3	10
35	что он	10	10
36	было бы	6	10
37	и потому	3	10
38	в творчестве	5	10
39	достоевского в	19	9
40	к человеку	2	9
41	достоевский был	4	9
42	но он	2	9
43	в его	24	9
44	и его	13	9
45	но не	8	8
46	в человеке	6	8
47	в котором	2	8
48	его духа	2	8
49	в самой	7	7
50	достоевского он	2	7
51	того что	2	7
52	в конце	5	7
53	но в	4	7
54	о достоевском	12	7
55	ивана карамазова	5	7
56	менее всего	4	7
57	к нему	3	7
58	в себе	5	7
59	он сам	3	6
60	должна быть	2	6
61	в том	11	6
62	в этой	4	6
63	все это	7	6
64	лишь в	3	6
65	и на	10	6
66	человек и	2	6
67	достоевский не	5	6
68	все в	6	6
69	вместе с	2	6
70	только в	8	6
71	в которой	4	6
72	не могут	6	5
73	это не	10	5
74	достоевский в	7	5
75	записок из	3	5
76	достоевского к	5	5
77	великого инквизитора	2	5
78	для достоевского	6	5
79	мира и	7	5
80	как и	8	5
81	то что	18	5
82	достоевского нет	3	5
83	уже в	5	4
84	в этих	2	4
85	достоевского не	11	4
86	хотел бы	2	4
87	человека но	2	4
88	в их	3	4
89	отношения к	2	4
90	и по	2	4
91	а в	7	4
92	в которых	2	4
93	герои достоевского	3	4
94	точки зрения	21	4
95	творчестве достоевского	5	4
96	в них	3	4
97	не как	12	4
98	один из	2	4
99	это и	9	4
100	она не	5	4
101	за пределы	6	4
102	что и	5	4
103	есть не	2	4
104	или к	2	4
105	уже не	8	4
106	что достоевский	3	4
107	на пути	2	4
108	тем что	3	4
109	романов достоевского	12	3
110	себя и	2	3
111	мира не	2	3
112	о себе	9	3
113	и вот	2	3
114	для нас	3	3
115	достоевского но	8	3
116	этого мира	4	3
117	и их	2	3
118	в свете	3	3
119	мир в	2	3
120	его в	4	3
121	так как	7	3
122	это очень	3	3
123	в мир	3	3
124	то есть	24	3
125	и с	4	3
126	с его	6	3
127	в жизни	6	3
128	достоевский и	2	3
129	том что	9	3
130	ничего не	6	3
131	себя в	3	3
132	бы и	4	3
133	сам достоевский	2	3
134	достоевского было	3	3
135	его личности	2	3
136	хотя бы	2	3
137	он знает	3	2
138	ни того	2	2
139	своих героев	3	2
140	вопрос о	4	2
141	его как	5	2
142	его творчество	4	2
143	с их	5	2
144	него не	2	2
145	для того	2	2
146	одним из	8	2
147	на этот	2	2
148	у самого	2	2
149	человека из	4	2
150	себе и	3	2
151	жизни и	6	2
152	отличается от	2	2
153	по отношению	11	2
154	все эти	8	2
155	его творчества	7	2
156	сказать что	5	2
157	он и	5	2
158	в истории	2	2
159	как бы	28	2
160	о том	2	2
161	как он	2	2
162	не значит	2	2
163	бы в	3	2
164	с ним	6	2
165	достоевского мы	4	2
166	по достоевскому	2	2
167	в основе	5	2
168	с которой	4	2
169	а как	6	2
170	если бы	10	2
171	и во	2	2
172	достоевский прежде	2	2
173	личности в	4	2
174	к этому	2	2
175	этот мир	3	2
176	романы достоевского	3	2
177	отношению к	11	2
178	мы видим	3	2
179	достоевского с	7	2
180	в то	10	2
181	чем в	2	2
182	все что	3	2
183	то время	2	2
184	ведь это	2	2
185	как будто	3	2
186	до сих	2	2
187	и к	4	2
188	о нем	11	2
189	в этот	2	2
190	все же	5	2
191	героев достоевского	3	2
192	самого достоевского	6	2
193	сих пор	2	2
194	карамазова и	4	2
195	как в	6	2
196	мысли и	2	2
197	приводит к	3	2
198	человеческой жизни	2	2
199	входит в	2	2
200	в той	6	2
201	того чтобы	4	2
202	и у	4	2
203	и как	8	2
204	и для	3	2
205	человека достоевский	2	2
206	конце концов	4	2
207	достоевского как	12	2
208	он в	2	2
209	отношении к	2	2
