N	2gram	Potebnia_M_2	Problemy
1	и не	19	31
2	и в	24	29
3	в его	2	24
4	может быть	23	24
5	а не	18	22
6	в этом	8	22
7	как бы	9	19
8	в нем	9	19
9	для него	10	18
10	не только	15	15
11	то что	20	15
12	не как	3	14
13	но и	9	14
14	и его	2	14
15	то же	12	14
16	рядом с	3	14
17	уже не	4	13
18	как и	7	12
19	не может	12	12
20	таким образом	11	12
21	в одном	6	10
22	этом смысле	2	10
23	в самом	4	10
24	в то	6	10
25	только в	11	10
26	там где	4	10
27	с его	2	9
28	это не	3	9
29	все же	5	9
30	но не	12	9
31	же время	2	9
32	все эти	2	9
33	если бы	11	9
34	в каждом	2	8
35	по себе	15	8
36	что он	4	8
37	что в	16	8
38	как не	3	8
39	по отношению	2	8
40	потому что	49	8
41	в том	18	8
42	прежде всего	7	7
43	вовсе не	9	7
44	том что	8	7
45	не в	13	7
46	за пределы	2	7
47	так и	5	7
48	и как	6	7
49	а в	8	7
50	с другими	5	7
51	и на	8	7
52	в себе	10	7
53	но в	4	7
54	все это	2	6
55	не могут	7	6
56	в целом	3	6
57	что она	3	6
58	как в	10	6
59	в самой	3	6
60	самом деле	2	6
61	так же	2	6
62	могут быть	8	6
63	его в	3	6
64	и потому	2	6
65	так как	10	6
66	же что	3	5
67	было бы	13	5
68	но все	2	5
69	еще не	4	5
70	у него	2	5
71	той же	3	5
72	на самом	2	5
73	во всяком	7	5
74	между тем	6	5
75	сознание и	4	5
76	и это	2	5
77	с ним	5	5
78	перестает быть	2	4
79	превращается в	2	4
80	тем как	2	4
81	что и	11	4
82	но это	3	4
83	и следовательно	2	4
84	от того	5	4
85	не на	2	4
86	и т	6	4
87	и для	3	4
88	не было	6	4
89	тем что	7	4
90	они не	4	4
91	должно быть	2	4
92	их в	2	4
93	человека в	3	4
94	так сказать	4	4
95	уже в	5	3
96	в человеке	4	3
97	никогда не	4	3
98	в них	5	3
99	сами по	7	3
100	с другой	6	3
101	в пространстве	2	3
102	одна из	4	3
103	все что	3	3
104	не дает	2	3
105	внешнего мира	4	3
106	всяком случае	7	3
107	оно не	3	3
108	на него	3	3
109	во времени	2	3
110	другой стороны	2	3
111	тому что	2	3
112	как на	3	3
113	не во	2	3
114	т п	3	3
115	точке зрения	2	3
116	например в	3	3
117	в себя	2	3
118	и у	3	3
119	друг друга	2	3
120	тому как	4	3
121	и здесь	2	3
122	сказать что	2	3
123	само по	2	3
124	подобно тому	4	3
125	мы должны	2	3
126	отношении к	2	3
127	далеко не	3	3
128	бы в	2	3
129	отношения к	2	3
130	на вопрос	3	2
131	и уже	5	2
132	самого начала	2	2
133	всех этих	2	2
134	связи с	6	2
135	представляется нам	5	2
136	ни был	2	2
137	себя и	2	2
138	хотя бы	2	2
139	и во	3	2
140	и от	3	2
141	те же	3	2
142	в жизни	2	2
143	вопрос о	2	2
144	что может	2	2
145	не есть	6	2
146	же в	5	2
147	так что	10	2
148	мы видим	2	2
149	слова а	3	2
150	от них	3	2
151	при этом	13	2
152	и человек	3	2
153	тот же	5	2
154	только как	6	2
155	кажется что	3	2
156	если б	5	2
157	до сих	4	2
158	в котором	4	2
159	один из	2	2
160	нам кажется	4	2
161	находиться в	2	2
162	входят в	3	2
163	сих пор	4	2
164	но эти	2	2
165	ни было	3	2
166	находится в	3	2
167	то и	9	2
168	искать в	3	2
169	или же	7	2
170	что оно	4	2
171	за собою	2	2
172	а потому	5	2
173	зрения и	7	2
174	и что	4	2
175	сознании и	2	2
176	между ними	2	2
177	слова но	2	2
178	к другому	4	2
179	для самого	4	2
180	в ней	3	2
181	одно из	3	2
182	но он	2	2
183	как например	3	2
184	и есть	2	2
185	во все	2	2
186	могли бы	2	2
187	его на	2	2
188	заметить что	6	2
189	в которой	5	2
190	мысли в	3	2
191	оно может	2	2
192	в сознании	23	2
193	с этим	7	2
