N	2gram	Vygotskiy__5	Problemy
1	и в	30	43
2	и не	6	29
3	может быть	11	23
4	как бы	19	22
5	не может	9	18
6	но и	6	14
7	как и	6	14
8	и т	7	13
9	точки зрения	7	13
10	в этом	14	13
11	что он	17	13
12	в нем	7	12
13	в одном	2	12
14	в каждом	2	11
15	не в	8	11
16	по себе	7	11
17	не только	16	11
18	прежде всего	4	10
19	и на	3	10
20	но в	5	10
21	в его	4	10
22	как мы	5	10
23	никогда не	9	9
24	еще не	5	9
25	в сущности	12	9
26	он не	3	9
27	т п	3	9
28	для него	3	8
29	то же	7	8
30	с точки	2	8
31	и его	6	8
32	или в	6	8
33	перед нами	2	7
34	до сих	5	7
35	в него	4	7
36	в самом	14	7
37	в то	2	7
38	то что	37	7
39	сих пор	5	7
40	а не	8	7
41	в другом	3	7
42	в этих	3	6
43	в том	27	6
44	при этом	8	6
45	в котором	2	6
46	и наконец	3	6
47	и все	4	6
48	у него	3	6
49	не как	3	6
50	приводит к	2	6
51	на то	17	5
52	так что	3	5
53	нам кажется	2	5
54	все это	2	5
55	по отношению	2	5
56	таким образом	20	5
57	все эти	2	5
58	а в	4	5
59	рядом с	5	5
60	и с	2	5
61	бы в	5	5
62	к другому	2	5
63	вовсе не	3	5
64	о том	10	5
65	но не	7	5
66	слов и	2	5
67	было бы	5	5
68	мы увидим	9	5
69	никак не	6	5
70	и что	23	5
71	в той	3	5
72	самом деле	8	5
73	и он	2	5
74	сам по	3	5
75	в себе	5	5
76	героя и	7	5
77	не могут	3	4
78	что в	24	4
79	в своем	6	4
80	с другой	9	4
81	к тому	8	4
82	до конца	2	4
83	друг с	3	4
84	себе и	2	4
85	ни одного	2	4
86	в словах	2	4
87	т д	3	4
88	должно быть	2	4
89	в результате	4	4
90	но он	3	4
91	человека в	3	4
92	так как	9	4
93	то есть	13	4
94	а как	2	4
95	с его	2	4
96	в них	4	4
97	совершенно не	6	4
98	в своей	4	4
99	если же	2	4
100	и до	2	4
101	во всех	2	4
102	в отличие	2	4
103	там где	4	4
104	на этот	3	4
105	между ними	2	4
106	мы не	3	4
107	как раз	13	4
108	этот вопрос	4	4
109	с другом	3	4
110	только в	5	4
111	и это	8	4
112	отличие от	2	4
113	же не	2	4
114	что если	6	3
115	должна быть	2	3
116	себя и	2	3
117	в отношении	2	3
118	это не	3	3
119	в одной	2	3
120	или иной	2	3
121	он был	2	3
122	и следовательно	2	3
123	той или	2	3
124	в виду	4	3
125	образом и	2	3
126	в их	3	3
127	и только	3	3
128	и даже	2	3
129	героя в	3	3
130	и здесь	6	3
131	во всем	2	3
132	еще один	2	3
133	чем у	3	3
134	если бы	11	3
135	не знает	2	3
136	стороны и	4	3
137	и к	4	3
138	герой и	2	3
139	в романе	2	3
140	по существу	2	3
141	того же	2	3
142	тот же	3	3
143	мы уже	6	3
144	когда он	5	3
145	что и	3	3
146	все же	7	3
147	так и	3	3
148	к самому	2	3
149	только на	4	3
150	в себя	2	3
151	другой стороны	5	3
152	и для	6	3
153	той же	3	3
154	можно было	3	3
155	ничего не	2	3
156	в рассказе	2	3
157	тем что	6	3
158	могут быть	8	3
159	он является	2	2
160	уже в	6	2
161	что у	3	2
162	из этих	3	2
163	в конце	4	2
164	дело и	3	2
165	была бы	3	2
166	вопрос о	3	2
167	что на	3	2
168	для нас	3	2
169	ни в	3	2
170	и как	7	2
171	но все	2	2
172	времени и	3	2
173	что это	8	2
174	ту же	2	2
175	время как	2	2
176	то это	4	2
177	в целом	5	2
178	друг от	2	2
179	для чего	2	2
180	на том	2	2
181	в форме	2	2
182	целый ряд	3	2
183	отличается от	2	2
184	для этого	9	2
185	отношения к	2	2
186	того что	8	2
187	очень хорошо	2	2
188	и герой	2	2
189	так же	13	2
190	в своих	5	2
191	от одного	2	2
192	в которых	2	2
193	сказать что	9	2
194	и так	2	2
195	из них	2	2
196	как он	2	2
197	почти не	2	2
198	в письме	2	2
199	и та	2	2
200	друг к	4	2
201	между собой	2	2
202	с этим	2	2
203	этом смысле	2	2
204	мы с	3	2
205	об этом	3	2
206	а затем	2	2
207	у нас	4	2
208	и при	2	2
209	одна из	3	2
210	указывает на	4	2
211	одно и	3	2
212	с теми	3	2
213	от друга	2	2
214	он говорит	3	2
215	и о	3	2
216	конце концов	2	2
217	он только	3	2
218	не есть	4	2
219	дело в	2	2
220	к другу	4	2
221	быть и	2	2
222	как в	3	2
223	а с	5	2
224	если мы	16	2
225	том что	21	2
226	и эта	2	2
227	тем же	3	2
228	со словами	2	2
229	хотя бы	3	2
230	речь в	2	2
231	в таком	3	2
232	и то	9	2
233	мы можем	7	2
234	в каждой	3	2
235	того как	2	2
