N	2gram	Vygotskiy__1	Analitik
1	в качестве	2	31
2	может быть	22	29
3	в том	30	27
4	не может	17	22
5	и не	16	21
6	в частности	3	19
7	и в	31	18
8	а не	13	17
9	но и	2	17
10	представляет собой	2	16
11	отнюдь не	6	15
12	не только	13	15
13	не в	11	14
14	как и	16	13
15	в его	6	13
16	в этом	12	13
17	том что	16	12
18	при этом	19	12
19	состоит в	3	11
20	в себе	4	11
21	то есть	26	11
22	но не	3	10
23	произведение искусства	8	9
24	то же	5	9
25	а в	6	9
26	иначе говоря	5	9
27	в то	5	9
28	есть не	2	8
29	не есть	3	8
30	нуждается в	3	8
31	но в	3	8
32	к тому	4	7
33	том чтобы	7	7
34	этого слова	4	7
35	тем самым	2	7
36	прежде всего	4	6
37	в самом	11	6
38	в сущности	10	6
39	далеко не	2	6
40	то что	32	6
41	в своей	3	6
42	в себя	2	6
43	в отличие	3	6
44	отличие от	4	6
45	в основе	2	6
46	точки зрения	15	6
47	только в	14	6
48	мы имеем	4	6
49	художественного произведения	17	5
50	и как	2	5
51	в этой	3	5
52	что в	23	5
53	имеет место	2	5
54	как бы	5	5
55	в целом	5	5
56	художественное произведение	10	5
57	и состоит	2	5
58	и его	7	5
59	между тем	4	5
60	о том	7	5
61	в произведении	3	5
62	на вопрос	2	4
63	того что	10	4
64	искусства в	9	4
65	могут быть	11	4
66	себя и	2	4
67	конечном счете	3	4
68	столь же	4	4
69	с другой	5	4
70	и другого	2	4
71	не всегда	2	4
72	по себе	9	4
73	ни в	9	4
74	тому же	3	4
75	того же	2	4
76	для того	6	4
77	в области	11	4
78	в конечном	3	4
79	все же	5	4
80	вместе с	8	4
81	так и	3	4
82	дело с	3	4
83	уже не	2	4
84	из которых	3	4
85	с точки	2	4
86	эстетическое переживание	3	4
87	исходя из	3	4
88	с ним	2	4
89	не могут	3	3
90	и есть	5	3
91	и все	5	3
92	в собственном	3	3
93	в нем	2	3
94	и к	3	3
95	обратиться к	2	3
96	что он	7	3
97	всякий раз	8	3
98	и т	26	3
99	в силу	3	3
100	произведении искусства	3	3
101	одной стороны	6	3
102	означает что	2	3
103	он не	3	3
104	в котором	4	3
105	даже в	2	3
106	что и	13	3
107	не будет	3	3
108	таким образом	20	3
109	с одной	5	3
110	от себя	4	3
111	того чтобы	7	3
112	к нему	2	3
113	в таком	3	3
114	тому как	7	3
115	подобно тому	5	3
116	т п	16	3
117	как будто	5	3
118	что мы	8	3
119	будто бы	2	3
120	как он	2	3
121	в художественном	3	3
122	если бы	6	3
123	таком случае	2	3
124	и то	2	2
125	только не	3	2
126	никогда не	8	2
127	его и	3	2
128	в какой	5	2
129	не является	5	2
130	из этих	6	2
131	тогда когда	5	2
132	вовсе не	6	2
133	том и	2	2
134	вопрос о	3	2
135	или иных	2	2
136	на место	2	2
137	бы ни	2	2
138	об искусстве	2	2
139	тех или	2	2
140	в искусстве	4	2
141	и потому	2	2
142	х годов	5	2
143	такой же	2	2
144	автора или	2	2
145	отношение к	2	2
146	или не	2	2
147	случае не	2	2
148	было бы	6	2
149	несмотря на	5	2
150	и о	4	2
151	совпадает с	4	2
152	искусства является	2	2
153	произведения с	2	2
154	один из	4	2
155	как говорит	2	2
156	из них	2	2
157	в процессе	5	2
158	но к	3	2
159	со стороны	4	2
160	что же	2	2
161	и тогда	2	2
162	который в	3	2
163	другой стороны	5	2
164	отличается от	2	2
165	на примере	3	2
166	как к	2	2
167	той же	3	2
168	этом отношении	2	2
169	на самом	2	2
170	самом деле	9	2
171	художественного творчества	6	2
172	и по	3	2
173	роль в	3	2
174	как мы	2	2
175	на основе	2	2
176	из виду	2	2
177	одного и	2	2
178	же самое	2	2
179	и составляет	2	2
180	искусство в	2	2
181	при помощи	20	2
182	так как	18	2
183	потому что	10	2
184	в которой	4	2
185	в сознании	2	2
186	и с	2	2
