N	2gram	Propp_Morf_1	Problema
1	то что	8	38
2	и не	12	37
3	вовсе не	4	37
4	и в	13	35
5	сказать что	2	24
6	не только	4	24
7	том что	4	19
8	о том	2	18
9	может быть	52	18
10	у нас	2	18
11	что такое	3	18
12	в этом	14	17
13	в настоящее	3	16
14	но и	4	16
15	настоящее время	3	16
16	что мы	2	14
17	только в	2	14
18	не менее	5	13
19	и что	2	13
20	потому что	3	13
21	во всяком	2	13
22	не может	14	13
23	тем не	5	12
24	в том	6	12
25	того что	3	12
26	также и	4	12
27	хотя бы	4	12
28	что в	8	11
29	прежде всего	9	11
30	всяком случае	2	10
31	говорить о	3	10
32	еще не	3	10
33	а не	11	10
34	ничего не	4	10
35	если мы	5	9
36	для нас	2	9
37	в этой	2	9
38	что же	2	9
39	уже не	2	8
40	было бы	3	8
41	ясно что	5	8
42	все же	7	8
43	при помощи	9	8
44	этом случае	8	7
45	совсем не	3	7
46	смысле слова	4	7
47	не является	3	7
48	есть нечто	3	7
49	все эти	2	7
50	не имеет	2	7
51	так и	6	7
52	так как	16	7
53	мы не	8	7
54	с другой	8	6
55	можно сказать	2	6
56	но это	6	6
57	и т	41	6
58	а а	2	6
59	т д	39	6
60	но как	2	6
61	в то	3	6
62	не существует	3	6
63	на то	2	6
64	и для	2	6
65	мы можем	2	6
66	в виде	2	6
67	но в	2	6
68	как будто	2	6
69	в частности	2	5
70	в связи	9	5
71	с этим	11	5
72	так же	3	5
73	между собой	4	5
74	как и	3	5
75	связи с	10	5
76	по своему	2	5
77	то же	7	5
78	как мы	6	5
79	другой стороны	4	5
80	можно было	2	5
81	без всякой	2	5
82	не могут	4	4
83	и есть	2	4
84	в этих	13	4
85	как таковой	2	4
86	как же	2	4
87	без всякого	2	4
88	и как	5	4
89	более или	2	4
90	случае не	3	4
91	между собою	2	4
92	как бы	3	4
93	и тем	2	4
94	что она	2	4
95	таким образом	21	4
96	а в	7	4
97	в результате	7	4
98	но если	7	4
99	и здесь	5	4
100	тем что	4	4
101	если бы	2	4
102	все еще	3	4
103	что он	4	4
104	на первый	3	4
105	но не	4	4
106	что при	2	4
107	не будем	4	4
108	или менее	2	4
109	на самом	4	4
110	самом деле	4	4
111	в каком	2	4
112	или по	2	4
113	далеко не	5	4
114	не все	6	4
115	значит что	3	4
116	в нашем	3	3
117	тому что	4	3
118	вопрос о	7	3
119	к тому	4	3
120	что они	2	3
121	несмотря на	4	3
122	хотя и	3	3
123	никто не	3	3
124	один из	5	3
125	но мы	3	3
126	то это	3	3
127	в целом	3	3
128	и их	2	3
129	то ни	3	3
130	относятся к	2	3
131	здесь мы	3	3
132	и по	2	3
133	мы должны	3	3
134	его в	2	3
135	с тем	2	3
136	и к	4	3
137	это и	2	3
138	одна из	4	3
139	нельзя было	2	3
140	она не	2	3
141	если же	5	3
142	оно не	2	3
143	даже не	3	3
144	имеется в	3	3
145	для того	2	3
146	тому как	5	3
147	большей частью	4	3
148	в таких	2	3
149	до наших	2	2
150	перед нами	10	2
151	не в	3	2
152	но все	3	2
153	независимо от	3	2
154	из которых	3	2
155	входить в	2	2
156	и др	10	2
157	друг к	2	2
158	к нему	3	2
159	бы то	3	2
160	или в	4	2
161	или не	3	2
162	точки зрения	2	2
163	имеем в	6	2
164	самого себя	2	2
165	от другого	2	2
166	утверждать что	3	2
167	об этом	4	2
168	учение о	3	2
169	представляет собой	17	2
170	в тех	6	2
171	в качестве	5	2
172	он не	3	2
173	не значит	2	2
174	но вот	2	2
175	а также	4	2
176	что и	7	2
177	во всех	4	2
178	к другу	2	2
179	быть и	2	2
180	на него	3	2
181	входит в	2	2
182	нами в	2	2
183	в в	2	2
184	того чтобы	3	2
185	подобно тому	6	2
186	и ее	3	2
187	здесь не	2	2
188	если это	3	2
189	это было	3	2
