N	2gram	Berdyaev_V_1	Psycholo
1	то что	9	37
2	и в	16	30
3	в том	3	27
4	что в	3	24
5	и что	3	23
6	потому что	4	23
7	том что	2	21
8	того чтобы	2	20
9	как бы	5	19
10	что он	4	17
11	и мы	3	16
12	не только	2	16
13	в этом	4	14
14	что мы	4	11
15	никогда не	3	9
16	и то	2	9
17	так как	9	9
18	с тем	2	8
19	тому что	3	8
20	к тому	3	8
21	не в	3	8
22	а не	7	8
23	того что	5	8
24	могут быть	2	8
25	и это	2	8
26	в нем	4	7
27	но не	2	7
28	и т	2	7
29	как и	4	6
30	и для	3	6
31	но и	5	6
32	что все	4	6
33	и не	20	6
34	жизни и	3	6
35	тем что	2	6
36	и есть	4	5
37	по этому	3	5
38	и потому	7	5
39	что они	7	5
40	еще не	8	5
41	один из	2	5
42	а с	2	5
43	но в	3	5
44	только в	2	5
45	от него	2	4
46	и все	4	4
47	прежде всего	2	4
48	то это	3	4
49	в своей	3	4
50	в ней	4	4
51	в его	4	4
52	в них	3	4
53	не есть	6	4
54	а в	2	4
55	в конце	3	4
56	не могли	2	4
57	не могут	2	3
58	хотя бы	3	3
59	это не	2	3
60	для нас	2	3
61	одна из	2	3
62	для него	2	3
63	тот же	3	3
64	что и	3	3
65	ни в	3	3
66	так и	4	3
67	т д	2	3
68	мы не	2	3
69	можно было	2	3
70	в этих	3	3
71	что от	2	2
72	с его	3	2
73	давно уже	2	2
74	когда в	2	2
75	должна быть	3	2
76	что их	2	2
77	на том	2	2
78	в котором	4	2
79	но мы	2	2
80	не с	2	2
81	во всех	3	2
82	в форме	2	2
83	мы хотим	4	2
84	все это	5	2
85	что есть	5	2
86	все равно	2	2
87	в себя	2	2
88	должно быть	3	2
89	никогда еще	2	2
90	нас и	3	2
91	является в	2	2
92	все эти	3	2
