N	2gram	Bakhtin_Fr_8	Marksizm
1	точки зрения	6	34
2	может быть	3	26
3	и не	9	26
4	не может	2	24
5	с точки	2	20
6	и в	56	19
7	и его	12	19
8	таким образом	17	17
9	в этом	14	16
10	как бы	11	15
11	языка в	2	14
12	в процессе	5	14
13	прежде всего	6	13
14	языка и	6	13
15	как мы	7	13
16	как и	5	12
17	так и	13	11
18	и для	2	11
19	связи с	6	11
20	в самом	9	10
21	в нем	8	10
22	в слове	2	10
23	ни было	2	10
24	и т.п	11	10
25	самом деле	2	10
26	для него	2	9
27	в результате	5	9
28	только в	9	9
29	при этом	4	8
30	бы то	2	8
31	но и	9	8
32	то ни	2	8
33	до сих	8	8
34	не только	8	8
35	все же	2	8
36	то что	3	8
37	сих пор	8	8
38	точка зрения	2	7
39	в связи	3	7
40	все эти	15	7
41	так же	2	7
42	и те	2	7
43	но в	6	7
44	в ее	6	7
45	во всех	8	7
46	систему языка	2	7
47	то же	11	7
48	а не	2	7
49	с помощью	3	6
50	в том	13	6
51	кроме того	3	6
52	в настоящее	3	6
53	в пределах	5	6
54	другой стороны	2	6
55	и здесь	3	6
56	настоящее время	3	6
57	в его	18	6
58	мы не	2	6
59	так сказать	5	6
60	с другой	2	5
61	не в	3	5
62	до конца	11	5
63	конечно не	4	5
64	рядом с	3	5
65	и потому	4	5
66	и все	6	5
67	к этому	2	5
68	вовсе не	6	5
69	за пределы	4	5
70	по преимуществу	2	5
71	настоящего времени	3	5
72	того чтобы	4	5
73	до настоящего	3	5
74	что в	5	4
75	в отношении	5	4
76	в ней	4	4
77	форм и	4	4
78	здесь мы	3	4
79	а в	2	4
80	и на	7	4
81	сказать что	3	4
82	в условиях	5	4
83	еще не	10	4
84	было бы	2	4
85	только на	2	4
86	язык в	4	4
87	для того	2	4
88	и эта	2	4
89	между ними	2	4
90	в данном	2	4
91	далеко не	2	4
92	переходим к	4	3
93	здесь в	3	3
94	можно сказать	2	3
95	и как	2	3
96	в большинстве	7	3
97	же время	10	3
98	момент в	2	3
99	в котором	2	3
100	из них	2	3
101	все это	8	3
102	в систему	3	3
103	не было	5	3
104	между тем	3	3
105	в то	12	3
106	его в	2	3
107	большинстве случаев	6	3
108	языка а	2	3
109	они еще	3	3
110	этих форм	2	3
111	в каком	2	3
112	и к	4	3
113	том что	8	3
114	более того	3	3
115	и при	2	3
116	т.п в	2	3
117	действительности и	2	3
118	одной из	3	3
119	в сущности	8	3
120	он не	5	3
121	в своей	2	3
122	целый ряд	2	3
123	на самом	2	3
124	нашей работы	2	3
125	речи и	3	3
126	и ее	4	3
127	слова и	3	3
128	в которой	4	3
129	в области	5	3
130	в узком	2	2
131	том числе	3	2
132	в частности	7	2
133	никогда не	5	2
134	в своем	3	2
135	что все	4	2
136	первый план	2	2
137	его к	3	2
138	ни в	2	2
139	узком смысле	2	2
140	связаны с	6	2
141	числе и	2	2
142	в действительности	2	2
143	первой части	3	2
144	одним из	5	2
145	со всею	3	2
146	себе и	2	2
147	и др	8	2
148	в нашем	2	2
149	с ее	5	2
150	в первой	3	2
151	и их	8	2
152	как к	2	2
153	язык и	2	2
154	и других	4	2
155	не просто	3	2
156	и даже	8	2
157	все остальные	2	2
158	в своих	4	2
159	с этой	2	2
160	ведь в	3	2
161	к его	3	2
162	всех областях	2	2
163	о том	4	2
164	так как	4	2
165	бы в	3	2
166	нет ни	2	2
167	и с	8	2
168	в основе	4	2
169	и более	4	2
170	если бы	2	2
171	нового времени	2	2
172	не как	2	2
173	и во	2	2
174	к языку	4	2
175	в литературе	3	2
176	что он	2	2
177	конечно в	2	2
178	далеко за	2	2
179	в себе	4	2
180	в романе	21	2
181	этот момент	2	2
182	одна из	4	2
183	во все	3	2
184	в качестве	4	2
185	мы уже	10	2
186	ни о	2	2
187	что и	3	2
188	благодаря этому	2	2
189	языке и	2	2
190	бы и	2	2
191	как раз	2	2
192	культуры и	2	2
193	из которых	2	2
194	мира и	2	2
195	той же	6	2
196	в другом	3	2
197	ту же	4	2
198	и т.д	3	2
199	там где	3	2
