N	2gram	Vygotskiy__7	Mirosoze
1	может быть	7	30
2	не только	24	29
3	и в	26	28
4	не может	11	28
5	но и	11	25
6	а не	6	25
7	он не	3	24
8	о человеке	2	23
9	в этом	29	20
10	не в	4	16
11	потому что	16	16
12	в ней	3	15
13	в своей	3	15
14	и есть	2	14
15	никогда не	4	14
16	до конца	5	14
17	в нем	2	13
18	и он	2	12
19	для него	3	11
20	в самом	9	11
21	и не	18	11
22	что в	12	10
23	прежде всего	7	10
24	что он	8	10
25	было бы	6	10
26	и потому	3	10
27	но он	2	9
28	с тем	5	9
29	в его	4	9
30	не есть	4	9
31	и его	12	9
32	но не	3	8
33	в котором	4	8
34	в самой	3	7
35	того что	14	7
36	в конце	4	7
37	но в	4	7
38	менее всего	3	7
39	к нему	3	7
40	в себе	9	7
41	в том	18	6
42	в этой	3	6
43	все это	3	6
44	лишь в	2	6
45	вместе с	12	6
46	только в	8	6
47	в которой	11	6
48	не могут	4	5
49	это не	3	5
50	от нее	2	5
51	у нас	2	5
52	как и	15	5
53	то что	24	5
54	нет и	3	5
55	уже в	2	4
56	в этих	2	4
57	с этой	5	4
58	и вместе	2	4
59	мог бы	3	4
60	отношение к	2	4
61	в их	2	4
62	в середине	2	4
63	отношения к	2	4
64	и по	3	4
65	а в	2	4
66	в которых	2	4
67	в любви	2	4
68	точки зрения	28	4
69	чем у	3	4
70	один из	2	4
71	привести к	3	4
72	это и	4	4
73	она не	5	4
74	к ней	2	4
75	что и	3	4
76	есть не	3	4
77	тем что	9	4
78	себя и	2	3
79	к тому	7	3
80	для нас	2	3
81	это есть	4	3
82	не мог	2	3
83	но если	2	3
84	только одно	2	3
85	и их	5	3
86	в свете	4	3
87	только и	3	3
88	не имеет	2	3
89	должно быть	2	3
90	в момент	4	3
91	с этим	2	3
92	его в	2	3
93	так как	14	3
94	и с	5	3
95	одно из	5	3
96	с собой	3	3
97	в ее	6	3
98	том что	17	3
99	учение о	3	3
100	ничего не	2	3
101	ко всем	2	3
102	связана с	3	2
103	по своему	9	2
104	прежде чем	2	2
105	и от	4	2
106	вопрос о	6	2
107	момент в	3	2
108	его мысль	2	2
109	в свою	2	2
110	движения в	3	2
111	о чем	4	2
112	для того	18	2
113	одним из	2	2
114	в виду	5	2
115	его с	3	2
116	могут быть	2	2
117	всего в	2	2
118	отличается от	3	2
119	по отношению	6	2
120	все эти	6	2
121	и что	6	2
122	есть только	2	2
123	время как	2	2
124	также и	2	2
125	сказать что	8	2
126	в начале	5	2
127	по своей	10	2
128	как бы	6	2
129	о том	4	2
130	бы в	5	2
131	с ним	3	2
132	в основе	3	2
133	к этой	2	2
134	человеческого сознания	2	2
135	если бы	5	2
136	своему значению	2	2
137	и во	4	2
138	к этому	2	2
139	отношению к	5	2
140	мы видим	3	2
141	в то	3	2
142	чем в	4	2
143	все что	6	2
144	то время	2	2
145	ведь это	2	2
146	до сих	3	2
147	пути и	3	2
148	никто не	2	2
149	и к	7	2
150	как для	2	2
151	относится к	2	2
152	в этот	3	2
153	все же	6	2
154	по сравнению	9	2
155	с ней	2	2
156	сих пор	3	2
157	как в	4	2
158	мысли и	11	2
159	приводит к	4	2
160	оказывается что	2	2
161	она может	2	2
162	входит в	2	2
163	в той	4	2
164	и она	2	2
165	того чтобы	19	2
166	и для	5	2
167	с внутренней	5	2
