N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	15	26
2	а не	22	17
3	но и	14	15
4	в том	8	14
5	при этом	2	14
6	и не	31	14
7	том что	7	13
8	и в	29	13
9	в этом	22	13
10	только в	10	11
11	может быть	24	10
12	в данном	2	10
13	так и	7	9
14	а в	7	9
15	то что	15	8
16	в себе	7	8
17	не может	12	8
18	не в	7	8
19	к себе	2	7
20	никогда не	3	6
21	в своем	8	6
22	в жизни	2	6
23	прежде всего	7	6
24	и к	2	6
25	в его	24	6
26	данном случае	2	6
27	героя в	4	6
28	все же	9	6
29	у него	5	6
30	как бы	19	6
31	ничего не	5	6
32	но в	7	6
33	точки зрения	19	5
34	себе самому	3	5
35	что он	8	5
36	он не	5	5
37	в котором	2	5
38	я не	3	5
39	в нем	19	5
40	отношению к	8	5
41	на него	3	5
42	как в	6	5
43	в форме	7	5
44	по отношению	8	5
45	таким образом	12	5
46	в той	2	5
47	с другой	3	5
48	в то	10	5
49	далеко не	3	5
50	перед нами	5	4
51	если бы	9	4
52	в конце	6	4
53	в литературе	4	4
54	же в	2	4
55	как и	12	4
56	все что	3	4
57	что в	8	4
58	для него	18	4
59	и уже	2	4
60	жизни и	2	4
61	в своей	8	4
62	то же	14	4
63	уже не	13	4
64	в мире	6	4
65	и у	3	4
66	все его	3	4
67	в этой	4	4
68	с ним	5	4
69	в себя	3	4
70	мира в	5	4
71	а как	7	3
72	с его	9	3
73	тому что	3	3
74	точку зрения	6	3
75	или даже	2	3
76	это не	9	3
77	о герое	4	3
78	одна из	3	3
79	но не	9	3
80	же время	9	3
81	и сам	2	3
82	в произведениях	3	3
83	как раз	6	3
84	о нем	9	3
85	для себя	2	3
86	один из	2	3
87	в целом	6	3
88	то и	2	3
89	как к	3	3
90	все эти	9	3
91	самом деле	6	3
92	и даже	2	3
93	и для	4	3
94	и его	14	3
95	для других	2	3
96	с этой	2	3
97	этом отношении	3	3
98	никак не	2	3
99	сказать что	3	3
100	между тем	5	3
101	так сказать	4	3
102	мира и	7	3
103	он сам	3	2
104	одно из	2	2
105	личности в	4	2
106	однако в	2	2
107	превращается в	4	2
108	хотя бы	2	2
109	к другому	2	2
110	мира не	2	2
111	своих героев	2	2
112	вовсе не	7	2
113	вследствие этого	2	2
114	себе самом	9	2
115	со своими	2	2
116	и здесь	3	2
117	автора в	3	2
118	для автора	2	2
119	другого человека	4	2
120	и т	4	2
121	должна быть	5	2
122	еще не	5	2
123	было бы	5	2
124	со своим	2	2
125	себе и	3	2
126	о своем	3	2
127	в самом	10	2
128	несмотря на	6	2
129	что она	6	2
130	все то	4	2
131	все те	2	2
132	однако не	2	2
133	оно не	3	2
134	что и	4	2
135	он может	3	2
136	начала и	2	2
137	в процессе	4	2
138	бытия в	3	2
139	нового времени	3	2
140	в настоящем	2	2
141	именно в	5	2
142	те же	2	2
143	достоевского и	7	2
144	на самом	5	2
145	они не	4	2
146	и что	2	2
147	с точки	13	2
148	так же	6	2
149	как на	3	2
150	той же	5	2
151	можно было	2	2
152	также является	2	2
153	тому как	3	2
154	но это	4	2
155	в результате	4	2
156	в ней	2	2
157	как образ	2	2
158	но он	2	2
159	подобно тому	3	2
160	в своих	3	2
161	т п	3	2
162	мы его	2	2
163	могли бы	2	2
164	зрения на	7	2
165	героя и	10	2
166	чтобы в	2	2
167	бы в	3	2
168	потому что	8	2
169	в сознании	2	2
