N	3gram	Vygotskiy__2	Myshleni
1	в том что	17	17
2	заключается в том	10	7
3	для того чтобы	13	7
4	так же как	4	6
5	можно было бы	4	5
6	тем не менее	4	5
7	что и в	3	5
8	в то время	3	4
9	во всяком случае	2	4
10	то время как	2	4
11	это значит что	2	4
12	по сравнению с	2	3
13	о том что	4	3
14	состоит в том	2	3
15	так же точно	7	3
16	с тем что	3	3
17	сами по себе	3	3
18	на то что	6	3
19	с другой стороны	2	3
20	в этом отношении	5	3
21	и той же	4	2
22	в том виде	3	2
23	том виде как	2	2
24	тому или иному	2	2
25	и то что	2	2
26	только потому что	2	2
27	имеет дело с	2	2
28	в свою очередь	2	2
29	как и в	2	2
30	того или иного	2	2
31	само по себе	3	2
32	только в том	4	2
33	заключает в себе	2	2
34	этой точки зрения	2	2
35	того и другого	2	2
36	не может быть	8	2
37	одной и той	4	2
