N	2gram	Losev_Dial_1	Problema
1	и в	18	30
2	в своей	2	22
3	то что	13	18
4	не только	13	18
5	том что	9	17
6	в этом	12	17
7	и даже	13	14
8	но и	7	13
9	потому что	14	13
10	в том	9	12
11	в его	3	12
12	и не	30	12
13	также и	7	12
14	о том	4	12
15	в своем	5	11
16	так что	15	11
17	в виде	2	10
18	точки зрения	17	10
19	на земле	2	9
20	все же	5	9
21	сказать что	10	9
22	но в	6	9
23	и вообще	4	9
24	только в	3	9
25	и все	3	9
26	в конце	4	8
27	вовсе не	7	8
28	никак не	6	8
29	хотя и	4	8
30	с точки	12	8
31	никогда не	9	7
32	что он	11	7
33	как и	2	7
34	в дальнейшем	5	7
35	но не	4	7
36	может быть	17	7
37	так и	9	7
38	говорит о	5	7
39	мы находим	7	7
40	не в	6	7
41	с другой	6	6
42	прежде всего	10	6
43	можно сказать	6	6
44	уже не	2	6
45	и как	7	6
46	несмотря на	10	6
47	и для	2	6
48	как бы	11	6
49	конце концов	3	6
50	в нем	16	6
51	что и	3	6
52	другой стороны	4	6
53	и что	12	6
54	а в	5	6
55	можно найти	2	6
56	так как	11	6
57	не менее	2	5
58	нисколько не	4	5
59	что в	13	5
60	так же	4	5
61	в самом	3	5
62	и их	2	5
63	и о	3	5
64	не может	12	5
65	не просто	7	5
66	а не	14	5
67	и у	2	5
68	и притом	4	5
69	и то	9	5
70	он и	2	5
71	как раз	4	5
72	и с	5	5
73	мы можем	4	5
74	еще и	3	4
75	в частности	2	4
76	отнюдь не	9	4
77	как о	2	4
78	по крайней	4	4
79	ни в	15	4
80	ясно что	8	4
81	об этом	4	4
82	но все	3	4
83	было бы	12	4
84	в качестве	2	4
85	крайней мере	4	4
86	гораздо более	3	4
87	а с	2	4
88	и он	5	4
89	даже и	3	4
90	в себе	11	4
91	в то	6	4
92	учение о	11	3
93	в противоположность	5	3
94	он сам	5	3
95	именно в	2	3
96	еще более	3	3
97	в отношении	5	3
98	точно так	2	3
99	но только	3	3
100	нас не	2	3
101	что они	3	3
102	указывает на	3	3
103	только тогда	2	3
104	еще не	2	3
105	одной стороны	2	3
106	для того	2	3
107	он не	3	3
108	а потом	5	3
109	с одной	2	3
110	только и	4	3
111	того что	2	3
112	в эпоху	2	3
113	к нему	8	3
114	есть только	5	3
115	время как	2	3
116	жизнь и	3	3
117	от этого	3	3
118	в ней	3	3
119	что касается	2	3
120	в другом	2	3
121	и другое	2	3
122	этом смысле	3	3
123	с ним	6	3
124	в виду	5	3
125	поэтому и	2	2
126	я не	5	2
127	находим в	2	2
128	и более	4	2
129	уже и	3	2
130	в них	3	2
131	хотя бы	6	2
132	как в	2	2
133	это не	9	2
134	с этой	2	2
135	раз и	2	2
136	один из	3	2
137	была бы	3	2
138	к этому	2	2
139	по себе	25	2
140	со всей	2	2
141	что именно	2	2
142	здесь в	2	2
143	на то	5	2
144	к тому	4	2
145	то же	10	2
146	как мы	4	2
147	да и	6	2
148	себе а	2	2
149	мы и	2	2
150	что здесь	2	2
151	до сих	2	2
152	жизни и	3	2
153	в данном	3	2
154	что не	7	2
155	мы имеем	2	2
156	о своем	2	2
157	вслед за	2	2
158	конечно не	3	2
159	и является	2	2
160	в символе	4	2
161	иной раз	2	2
162	всяком случае	2	2
163	в котором	4	2
164	но уже	2	2
165	из них	2	2
166	и тогда	2	2
167	отношение к	5	2
168	то и	2	2
169	не больше	2	2
170	все эти	2	2
171	тех или	3	2
172	самом деле	3	2
173	в науке	3	2
174	и тут	3	2
175	форму и	2	2
176	его не	6	2
177	можно было	5	2
178	во всяком	4	2
179	и сейчас	2	2
180	как с	2	2
181	об его	2	2
182	в чем	6	2
183	ничего не	17	2
184	это конечно	2	2
185	не то	6	2
186	тоже не	2	2
187	сих пор	2	2
