N	2gram	Vygotskiy__6	StatiiOP
1	и в	28	29
2	том что	19	27
3	в том	28	27
4	в этом	27	21
5	но и	10	19
6	что в	17	19
7	не только	16	19
8	что он	18	13
9	в его	3	13
10	то что	28	11
11	все это	2	11
12	в которой	7	11
13	к тому	10	10
14	таким образом	18	10
15	в своем	7	9
16	так и	6	9
17	этом отношении	3	9
18	и не	11	9
19	как на	3	9
20	потому что	22	9
21	он не	7	9
22	как раз	6	8
23	но в	5	8
24	с тем	5	7
25	в самом	8	7
26	в котором	2	7
27	я не	4	7
28	в своей	2	7
29	вместе с	7	7
30	тому что	11	7
31	того как	5	7
32	для того	8	7
33	в одном	2	6
34	вопрос о	5	6
35	до сих	3	6
36	одним из	2	6
37	все же	2	6
38	и что	6	6
39	того чтобы	10	6
40	и его	3	6
41	и на	5	6
42	прежде всего	2	5
43	была бы	2	5
44	в той	4	5
45	в качестве	4	5
46	было бы	9	5
47	как бы	11	5
48	сих пор	3	5
49	а не	3	5
50	того что	24	5
51	точки зрения	13	5
52	до того	3	4
53	именно в	4	4
54	должен был	3	4
55	в частности	4	4
56	что у	2	4
57	с другой	2	4
58	но с	2	4
59	раньше чем	2	4
60	не в	4	4
61	для него	6	4
62	и к	6	4
63	хотя и	3	4
64	в нем	7	4
65	внимание на	2	4
66	в другом	2	4
67	связи с	3	4
68	не менее	2	3
69	на вопрос	2	3
70	самого начала	7	3
71	же как	6	3
72	в этих	2	3
73	но он	2	3
74	вообще не	6	3
75	оно не	4	3
76	с этим	4	3
77	по себе	3	3
78	что на	4	3
79	у нас	2	3
80	так что	6	3
81	но это	2	3
82	но не	10	3
83	в пользу	2	3
84	до конца	3	3
85	например в	4	3
86	никогда не	8	3
87	оба эти	3	3
88	не могло	2	3
89	из них	2	3
90	другой стороны	2	3
91	самом деле	2	3
92	как в	3	3
93	отношений между	10	3
94	в их	3	3
95	тем что	8	3
96	с самого	7	3
97	и по	3	3
98	так же	15	3
99	и здесь	3	3
100	отношении к	3	3
101	что эта	2	3
102	в отношении	10	2
103	с его	3	2
104	и более	2	2
105	только не	3	2
106	и другие	2	2
107	если бы	7	2
108	и др	2	2
109	в них	3	2
110	что с	3	2
111	с этой	2	2
112	в одной	4	2
113	в конце	2	2
114	что именно	2	2
115	только по	4	2
116	что и	4	2
117	по существу	2	2
118	как и	6	2
119	и как	6	2
120	в этой	5	2
121	что я	2	2
122	что они	2	2
123	в то	6	2
124	по своему	2	2
125	очевидно что	3	2
126	чем он	2	2
127	как известно	7	2
128	раз в	3	2
129	несмотря на	2	2
130	на его	3	2
131	может быть	13	2
132	в силе	2	2
133	только к	3	2
134	во внимание	2	2
135	не по	3	2
136	том же	5	2
137	еще в	2	2
138	на то	4	2
139	только в	18	2
140	не могли	5	2
141	ее в	2	2
142	в процессе	9	2
143	только что	2	2
144	не на	2	2
145	не может	19	2
146	то же	7	2
147	все эти	2	2
148	при этом	3	2
149	там где	7	2
150	они не	4	2
151	в значительной	2	2
152	что такое	3	2
153	на этот	4	2
154	принять во	2	2
155	не имеет	6	2
156	если принять	3	2
157	с точки	10	2
158	в данном	2	2
159	сказать что	13	2
160	языка в	2	2
161	в себе	4	2
162	этот вопрос	3	2
163	и вообще	2	2
164	его в	6	2
165	том смысле	2	2
166	так как	10	2
167	как это	3	2
168	того же	7	2
169	в области	6	2
