N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	29
2	и не	18	16
3	и все	7	13
4	в этой	5	13
5	как и	11	12
6	но в	2	12
7	так и	8	11
8	и на	3	11
9	в этом	13	11
10	то же	6	10
11	как мы	2	10
12	мы уже	3	10
13	в то	6	10
14	не только	11	10
15	вовсе не	2	9
16	но и	9	9
17	и с	6	9
18	его в	2	9
19	же время	4	8
20	прежде всего	3	8
21	в его	11	8
22	и его	5	8
23	как бы	5	8
24	в них	3	7
25	еще и	2	7
26	так же	3	7
27	в том	15	7
28	из них	2	6
29	своего рода	16	6
30	что это	5	5
31	у него	5	5
32	все они	3	5
33	это не	6	5
34	и о	4	5
35	в нем	3	5
36	в своей	6	5
37	рядом с	5	5
38	сказать что	2	5
39	перед нами	11	4
40	только для	2	4
41	с его	5	4
42	в нашем	2	4
43	что он	8	4
44	есть и	3	4
45	еще не	3	4
46	один из	2	4
47	то что	6	4
48	жизни и	6	4
49	все это	3	4
50	с другой	3	4
51	тем что	6	4
52	точки зрения	2	4
53	тому как	4	3
54	все время	3	3
55	они были	2	3
56	в частности	7	3
57	в качестве	4	3
58	в своем	5	3
59	превращается в	4	3
60	с ее	5	3
61	что у	3	3
62	в ее	18	3
63	все же	2	3
64	том что	19	3
65	то в	4	3
66	и сам	5	3
67	той же	2	3
68	по преимуществу	3	3
69	он не	4	3
70	к нему	3	3
71	здесь не	2	3
72	при этом	11	3
73	того чтобы	4	3
74	для того	4	3
75	роль в	2	3
76	с ними	3	3
77	не случайно	10	3
78	в ней	3	3
79	же и	2	3
80	подобно тому	4	3
81	в себе	9	3
82	это был	2	2
83	место в	2	2
84	бы не	3	2
85	сам он	2	2
86	и другие	5	2
87	в этих	3	2
88	жизни в	7	2
89	в жизни	8	2
90	а как	2	2
91	у вас	4	2
92	к тому	7	2
93	и к	2	2
94	одной из	3	2
95	о его	2	2
96	да и	5	2
97	когда же	2	2
98	соответствии с	3	2
99	что я	2	2
100	что они	4	2
101	именно в	2	2
102	на этом	2	2
103	но не	4	2
104	одной стороны	3	2
105	не может	4	2
106	о чем	8	2
107	о своем	4	2
108	может быть	8	2
109	никогда не	5	2
110	уже не	10	2
111	а также	2	2
112	все те	2	2
113	в котором	6	2
114	если в	2	2
115	со стороны	3	2
116	раз в	3	2
117	и для	2	2
118	себя в	8	2
119	пародия на	4	2
120	ни с	2	2
121	его и	2	2
122	как в	5	2
123	как раз	4	2
124	в других	4	2
125	с одной	3	2
126	во второй	2	2
127	и у	2	2
128	и эта	2	2
129	с точки	2	2
130	между ними	2	2
131	не столько	2	2
132	как на	2	2
133	или в	3	2
134	и то	2	2
135	в основе	2	2
136	как будто	4	2
137	только в	4	2
138	о том	12	2
139	как он	3	2
140	и это	3	2
141	нет ничего	2	2
142	с ним	7	2
143	же не	2	2
