N	2gram	Losev_Dial_4	FransuaR
1	и в	15	65
2	как бы	14	22
3	и не	30	22
4	вовсе не	6	18
5	в сущности	5	16
6	в том	11	16
7	в этом	11	15
8	но в	3	14
9	в нем	5	13
10	мы уже	3	12
11	прежде всего	11	11
12	и на	5	11
13	и его	7	10
14	и потому	3	10
15	не только	8	10
16	но и	4	10
17	так и	5	10
18	все эти	3	10
19	в его	4	9
20	во всех	2	9
21	все это	9	9
22	в своем	5	8
23	в основе	10	8
24	и даже	6	8
25	за пределы	3	8
26	в области	3	7
27	жизни и	4	7
28	точки зрения	14	7
29	только в	7	7
30	главным образом	2	6
31	никогда не	2	6
32	том что	10	6
33	все же	2	6
34	еще не	4	6
35	при этом	2	6
36	может быть	17	6
37	в ней	5	6
38	в отношении	2	6
39	сказать что	6	6
40	так как	14	6
41	с его	5	5
42	в одном	4	5
43	в частности	2	5
44	в них	2	5
45	потому что	10	5
46	отличие от	2	5
47	есть в	4	5
48	и пр	9	5
49	в своей	3	5
50	той или	4	5
51	как в	3	5
52	как и	7	5
53	с их	4	5
54	и все	11	5
55	не в	8	4
56	в этой	4	4
57	можно только	3	4
58	это как	2	4
59	совершенно не	3	4
60	в самом	2	4
61	из них	2	4
62	в их	3	4
63	не понимает	2	4
64	в жизни	5	4
65	не могут	2	3
66	и ни	2	3
67	мы будем	2	3
68	мир и	4	3
69	что в	7	3
70	это не	12	3
71	и во	2	3
72	не просто	7	3
73	что он	7	3
74	в ее	2	3
75	но все	2	3
76	но это	4	3
77	самом же	2	3
78	но для	2	3
79	о нем	2	3
80	с точки	9	3
81	то что	16	3
82	и их	2	3
83	как раз	4	3
84	не может	11	3
85	в себя	5	3
86	дает в	2	3
87	уже не	9	3
88	можно говорить	2	3
89	во всей	2	3
90	даже и	3	3
91	итак в	2	3
92	в себе	8	3
93	и вообще	7	3
94	нет ничего	6	3
95	но как	2	3
96	весь мир	2	3
97	с ним	3	3
98	ничего не	17	3
99	и с	4	3
100	в виду	9	3
101	как чисто	2	2
102	нашего анализа	2	2
103	и без	2	2
104	в противоположность	2	2
105	из этих	2	2
106	на все	2	2
107	ни с	4	2
108	бы ни	2	2
109	можно сказать	5	2
110	и так	2	2
111	да и	2	2
112	мы видим	4	2
113	от него	3	2
114	и само	2	2
115	и чисто	5	2
116	кроме того	2	2
117	и часто	2	2
118	от того	2	2
119	хотя и	6	2
120	на что	2	2
121	в свое	2	2
122	нет и	2	2
123	и для	5	2
124	и именно	2	2
125	от всего	3	2
126	к жизни	3	2
127	в свете	5	2
128	отношения к	3	2
129	истории и	2	2
130	и вот	11	2
131	того что	13	2
132	что не	3	2
133	при таком	2	2
134	что мы	7	2
135	и наконец	3	2
136	и по	2	2
137	есть только	3	2
138	всегда и	3	2
139	мы всегда	2	2
140	или в	7	2
141	могут быть	3	2
142	во всем	2	2
143	ни на	6	2
144	о том	5	2
145	и это	8	2
146	в особенности	4	2
147	в чем	8	2
148	это было	2	2
