N	2gram	Tiupa_Hudo_2	Formalny
1	т е	2	34
2	и в	28	24
3	в его	11	23
4	прежде всего	3	22
5	и не	18	20
6	так и	8	18
7	не может	4	16
8	точки зрения	2	16
9	в этом	13	15
10	в нем	3	14
11	может быть	8	14
12	с точки	2	13
13	и т	4	12
14	в своем	5	11
15	не менее	5	11
16	как и	11	11
17	в своей	6	11
18	вовсе не	2	10
19	и ее	3	10
20	то же	6	10
21	в ней	3	10
22	а не	14	10
23	и его	5	10
24	все это	3	9
25	в то	6	9
26	в ее	18	8
27	же время	4	8
28	именно в	2	8
29	то что	6	8
30	как в	5	8
31	т д	2	8
32	лишь в	2	8
33	и на	3	8
34	не в	13	8
35	и с	6	8
36	место в	2	7
37	и от	2	7
38	не только	11	7
39	с ее	5	7
40	жизни и	6	7
41	но и	9	7
42	отнюдь не	2	6
43	и все	7	6
44	было бы	3	6
45	в том	15	6
46	в этой	5	6
47	самом деле	3	6
48	до сих	2	6
49	она не	5	6
50	еще не	3	6
51	как бы	5	6
52	сих пор	2	6
53	а в	6	6
54	как это	7	6
55	хотя бы	2	5
56	при этом	11	5
57	только на	5	5
58	в самом	5	5
59	со стороны	3	5
60	как мы	2	5
61	с другой	3	5
62	но в	2	5
63	с его	5	4
64	в частности	7	4
65	никогда не	5	4
66	не как	2	4
67	с другими	3	4
68	и к	2	4
69	в мире	7	4
70	одной стороны	3	4
71	если бы	6	4
72	оно не	2	4
73	отношению к	7	4
74	так же	3	4
75	по отношению	7	4
76	т п	2	4
77	что в	5	4
78	с одной	3	4
79	как на	2	4
80	как о	3	4
81	но не	4	3
82	и читатель	3	3
83	в них	3	3
84	в жизни	8	3
85	или иного	2	3
86	что он	8	3
87	к тому	7	3
88	для него	5	3
89	не по	2	3
90	он не	4	3
91	один из	2	3
92	все же	2	3
93	отношение к	2	3
94	на фоне	3	3
95	не было	6	3
96	сводится к	6	3
97	тем самым	2	3
98	между ними	2	3
99	его в	2	3
100	в основе	2	3
101	в себе	9	3
102	со всей	2	3
103	в художественном	4	3
104	роли в	2	3
105	здесь не	2	3
106	жизни не	2	2
107	того или	2	2
108	еще одна	2	2
109	а как	2	2
110	прежде чем	2	2
111	в душе	8	2
112	же как	2	2
113	в нашем	2	2
114	его и	2	2
115	жизни в	7	2
116	это не	6	2
117	в одном	3	2
118	что было	3	2
119	все время	3	2
120	в строгом	2	2
121	уже не	10	2
122	одна из	2	2
123	в ряду	2	2
124	только в	4	2
125	одной из	3	2
126	к ней	2	2
127	как раз	4	2
128	только не	2	2
129	на кого	2	2
130	была бы	3	2
131	не с	2	2
132	что и	4	2
133	на него	3	2
134	вместе с	2	2
135	художественного целого	5	2
136	не могла	5	2
137	чтобы не	3	2
138	приводит к	2	2
139	ни одного	2	2
140	для других	3	2
141	между тем	8	2
142	могла бы	2	2
143	они были	2	2
144	ничего не	5	2
145	и это	3	2
146	с ним	7	2
