N	2gram	Bakhtin_Fr_2	Dialekti
1	и не	15	27
2	точки зрения	6	25
3	и в	49	24
4	не только	17	23
5	не может	7	19
6	ничего не	2	17
7	то что	6	14
8	с точки	5	14
9	может быть	5	13
10	таким образом	7	13
11	и даже	2	13
12	что он	3	13
13	вовсе не	10	13
14	в сущности	8	10
15	ни в	3	9
16	но и	13	9
17	учение о	2	8
18	прежде всего	19	8
19	том что	4	8
20	в этом	15	8
21	что в	2	7
22	никогда не	5	7
23	в самом	3	7
24	другими словами	3	7
25	в особенности	5	7
26	даже и	2	7
27	в виду	3	7
28	это и	2	7
29	как и	11	7
30	все это	9	6
31	и с	6	6
32	о том	3	6
33	так как	6	6
34	превращается в	3	6
35	и все	3	6
36	то же	7	6
37	в том	3	5
38	но это	2	5
39	хотя и	2	5
40	точка зрения	3	5
41	жизни и	7	5
42	и его	17	5
43	как на	4	5
44	что для	3	5
45	в то	6	5
46	в них	13	5
47	и к	4	5
48	было бы	3	5
49	так и	6	5
50	только в	13	5
51	с другой	4	4
52	так же	2	4
53	сказать что	6	4
54	сознания и	2	4
55	в истории	6	4
56	жизнь и	2	4
57	тому как	2	4
58	подобно тому	2	4
59	и это	3	4
60	для него	9	4
61	не было	4	3
62	все же	7	3
63	за пределы	2	3
64	но даже	2	3
65	и без	2	3
66	в своем	5	3
67	есть в	2	3
68	же время	6	3
69	одной стороны	3	3
70	в нем	9	3
71	из них	3	3
72	с одной	3	3
73	все эти	7	3
74	и на	17	3
75	мы уже	6	3
76	во всем	3	3
77	тем что	4	3
78	на то	2	3
79	всего от	2	3
80	одна из	4	3
81	все что	2	3
82	с полной	3	3
83	и о	4	3
84	как бы	11	3
85	и прежде	2	3
86	к нему	3	3
87	из этих	5	2
88	в смысле	2	2
89	лишь как	2	2
90	еще не	2	2
91	при этом	5	2
92	вероучения и	2	2
93	несмотря на	3	2
94	и следовательно	2	2
95	всяком случае	2	2
96	совершенно не	2	2
97	другой стороны	3	2
98	она была	4	2
99	целый ряд	2	2
100	именно в	6	2
101	и вот	3	2
102	а в	4	2
103	в своих	4	2
104	меньше чем	2	2
105	также и	3	2
106	их в	3	2
107	в ней	2	2
108	как именно	2	2
109	он дает	2	2
110	и потому	5	2
111	но в	4	2
112	но они	3	2
113	с его	5	2
114	у него	2	2
115	перестает быть	2	2
116	нового времени	4	2
117	и во	4	2
118	в их	2	2
119	думать что	2	2
120	в условиях	2	2
121	и эти	2	2
122	же в	3	2
123	по существу	2	2
124	но не	5	2
125	и чисто	4	2
126	со всеми	2	2
127	никто не	2	2
128	ее в	2	2
129	так в	3	2
130	как мы	7	2
131	во всяком	2	2
132	могут быть	2	2
133	в себе	4	2
134	и вообще	3	2
135	в его	18	2
