N	2gram	Losev_Prob_2	Istorich
1	и в	35	22
2	в этом	17	17
3	и т	6	16
4	т д	6	15
5	что в	11	15
6	не только	24	14
7	но и	16	12
8	и не	37	12
9	может быть	18	11
10	в этих	4	11
11	или в	2	11
12	еще не	10	10
13	таким образом	4	10
14	но в	6	10
15	что он	4	9
16	что и	2	9
17	вместе с	2	9
18	в том	12	9
19	что они	3	8
20	с этим	5	8
21	том что	19	8
22	как мы	5	8
23	другой стороны	5	7
24	с другой	6	7
25	но не	4	7
26	то что	38	7
27	уже не	8	7
28	и здесь	4	7
29	мы должны	3	7
30	так как	7	7
31	связи с	5	6
32	в них	2	6
33	все еще	4	6
34	мы уже	3	6
35	не вполне	4	6
36	не все	4	6
37	то и	4	6
38	а в	4	6
39	то же	5	6
40	а не	10	6
41	мы можем	6	6
42	ничего не	10	6
43	если бы	4	6
44	не менее	13	5
45	в частности	5	5
46	тем не	12	5
47	так что	11	5
48	до сих	4	5
49	или по	4	5
50	один из	3	5
51	все же	8	5
52	этом случае	7	5
53	что она	4	5
54	в свете	3	5
55	он не	2	5
56	здесь мы	3	5
57	того что	12	5
58	сих пор	4	5
59	к нему	2	5
60	в этой	9	5
61	у нас	18	4
62	не в	2	4
63	только в	14	4
64	она не	3	4
65	что на	4	4
66	для нас	9	4
67	а именно	6	4
68	мы здесь	3	4
69	и на	5	4
70	в данном	10	4
71	не может	13	4
72	тем что	4	4
73	имеем в	2	4
74	все эти	7	4
75	и с	10	4
76	должны были	3	3
77	для них	3	3
78	мы еще	3	3
79	и от	3	3
80	и все	5	3
81	представление о	5	3
82	прежде всего	11	3
83	можно только	2	3
84	уже с	2	3
85	стороны и	4	3
86	не что	3	3
87	к тому	3	3
88	и к	3	3
89	как и	5	3
90	и как	4	3
91	но это	6	3
92	представляет собой	2	3
93	все что	3	3
94	было бы	8	3
95	можно ли	6	3
96	в его	7	3
97	в целом	3	3
98	не будем	4	3
99	быть и	2	3
100	данном случае	5	3
101	в связи	5	3
102	все равно	3	3
103	на том	3	3
104	так же	5	3
105	иное как	3	3
106	сказать что	24	3
107	потому что	13	3
108	и ее	2	3
109	из этих	3	3
110	что иное	3	3
111	далеко не	4	3
112	о том	18	3
113	его в	3	3
114	при помощи	8	3
115	здесь не	2	3
116	если я	2	3
117	их в	4	3
118	если это	2	3
119	однако это	2	3
120	как только	3	2
121	не было	3	2
122	всех этих	4	2
123	с тем	3	2
124	независимо от	2	2
125	только не	3	2
126	и есть	4	2
127	и др	2	2
128	точно так	3	2
129	вовсе не	37	2
130	вопрос о	3	2
131	в тех	2	2
132	можно сказать	6	2
133	уже давно	5	2
134	во всяком	13	2
135	как таковой	4	2
136	или не	2	2
137	ни в	6	2
138	в нее	2	2
139	но все	2	2
140	и более	5	2
141	одна из	3	2
142	с одной	5	2
143	при этом	3	2
144	в качестве	2	2
145	говорят что	2	2
146	ли это	2	2
147	себе в	2	2
148	одной стороны	5	2
149	совершенно не	2	2
150	себе и	2	2
151	и о	4	2
152	да и	10	2
153	хотя и	3	2
154	в ней	2	2
155	относится к	6	2
156	всяком случае	10	2
157	даже в	2	2
158	не имеет	7	2
159	то это	3	2
160	и это	5	2
161	хотелось бы	2	2
162	нет ничего	2	2
163	так и	7	2
164	даже не	3	2
165	только на	9	2
166	в своем	4	2
167	никто не	3	2
168	той же	2	2
169	если не	4	2
170	еще более	2	2
171	на самом	4	2
172	и что	13	2
173	что не	5	2
174	и даже	11	2
175	есть только	8	2
176	и для	6	2
177	роль в	2	2
178	и то	10	2
179	в виде	6	2
180	точки зрения	2	2
181	в то	6	2
182	во все	2	2
183	утверждать что	2	2
184	как будто	6	2
185	на это	2	2
186	во многих	2	2
187	часто бывает	2	2
188	то не	3	2
189	а также	2	2
190	в него	2	2
191	и действительно	2	2
