N	2gram	Bakhtin_Pr_3	formyVre
1	и в	34	46
2	в этом	16	22
3	прежде всего	15	14
4	и т	8	14
5	вовсе не	11	13
6	и его	16	12
7	только в	6	11
8	не только	10	11
9	во всех	2	11
10	т п	6	11
11	во время	2	10
12	в том	3	10
13	как бы	27	10
14	точки зрения	8	10
15	но в	16	10
16	у него	4	9
17	не в	9	9
18	мы уже	6	9
19	вместе с	4	9
20	но и	12	9
21	и не	29	9
22	и для	8	9
23	как и	18	8
24	в его	22	8
25	жизни и	3	8
26	то же	14	8
27	с точки	4	8
28	потому что	12	8
29	из них	5	8
30	всех этих	2	7
31	в них	2	7
32	в одном	5	7
33	может быть	19	7
34	то что	11	7
35	так и	6	7
36	и на	6	7
37	так сказать	2	7
38	никогда не	8	6
39	и во	3	6
40	и все	19	6
41	при этом	4	6
42	как мы	7	6
43	еще не	4	6
44	его в	4	6
45	все же	7	6
46	все это	16	6
47	те же	2	6
48	и наконец	5	6
49	так как	4	6
50	и с	15	6
51	громадное значение	2	5
52	в своем	2	5
53	с этим	2	5
54	в пределах	6	5
55	в то	12	5
56	но не	4	5
57	он не	15	5
58	в нем	19	5
59	что в	7	5
60	все эти	4	5
61	и у	5	5
62	должно быть	3	5
63	уже в	3	4
64	отнюдь не	2	4
65	с этой	2	4
66	же время	12	4
67	с ним	8	4
68	том что	3	4
69	так что	5	4
70	что они	6	4
71	с другом	2	4
72	друг с	2	4
73	в котором	3	4
74	уже говорили	3	4
75	в мире	4	4
76	конечно не	2	4
77	как в	4	4
78	еще более	2	4
79	а не	9	4
80	и он	2	4
81	их в	3	4
82	к себе	17	4
83	в себе	6	4
84	о том	2	4
85	все его	2	4
86	не было	2	3
87	о чем	2	3
88	себя и	8	3
89	не является	2	3
90	того же	2	3
91	та же	2	3
92	по всему	2	3
93	переходим к	4	3
94	к тому	5	3
95	что он	23	3
96	и как	3	3
97	в большинстве	2	3
98	для него	13	3
99	себе самому	18	3
100	тот же	2	3
101	в реальном	3	3
102	хотя и	3	3
103	в этот	2	3
104	нет и	3	3
105	как можно	3	3
106	что и	5	3
107	слова и	10	3
108	отношение к	6	3
109	в форме	2	3
110	т д	2	3
111	таким образом	5	3
112	почти все	2	3
113	уже не	2	3
114	того что	5	3
115	и даже	7	3
116	и прежде	4	3
117	а в	5	3
118	жизнь и	2	3
119	для других	3	3
120	в которых	2	3
121	тем что	4	3
122	в другом	8	3
123	на протяжении	5	3
124	большинстве случаев	3	3
125	в виду	3	3
126	на этом	4	2
127	человек в	2	2
128	в роман	2	2
129	по своему	3	2
130	друг другу	4	2
131	говорить о	3	2
132	лежит в	2	2
133	с другой	4	2
134	это не	5	2
135	и так	5	2
136	в одной	3	2
137	что все	4	2
138	по себе	3	2
139	дело идет	5	2
140	или иной	2	2
141	очень часто	2	2
142	в отношении	9	2
143	протяжении всего	4	2
144	как его	2	2
145	не мог	5	2
146	с тем	5	2
147	совсем не	3	2
148	с такою	2	2
149	тон и	2	2
150	всего романа	2	2
151	до конца	3	2
152	было бы	2	2
153	со всеми	2	2
154	и к	12	2
155	в сущности	11	2
156	в заключение	2	2
157	словом и	3	2
158	наконец в	3	2
159	и потому	2	2
160	один из	2	2
161	мы видели	3	2
162	по ту	2	2
163	этом случае	2	2
164	быть и	2	2
165	находится в	2	2
166	не может	19	2
167	и только	2	2
168	если не	3	2
169	чем не	2	2
170	не для	2	2
171	и вот	5	2
172	в той	2	2
173	лишь в	5	2
174	так же	8	2
175	как на	2	2
176	особенно в	2	2
177	рядом с	4	2
178	каждый из	2	2
179	друг на	2	2
180	но это	4	2
181	то в	2	2
182	и от	5	2
183	но он	3	2
184	самим собою	9	2
185	и почти	2	2
186	на друга	2	2
187	не знает	6	2
188	него и	2	2
189	которой он	2	2
190	далеко не	3	2
191	в конце	5	2
192	как он	3	2
193	и это	4	2
194	в последующем	3	2
195	там где	7	2
196	и должно	2	2
197	во всяком	5	2
198	в последнем	2	2
199	мире и	2	2
