N	2gram	Losev_Prob_5	Myslijsy
1	потому что	13	52
2	то есть	21	42
3	и в	30	39
4	может быть	7	27
5	в том	12	26
6	только в	9	25
7	что в	5	22
8	не может	5	22
9	а не	5	21
10	так как	6	21
11	не только	18	21
12	в нем	6	20
13	но и	13	20
14	и не	12	18
15	том что	17	16
16	так что	11	16
17	не в	7	15
18	в этом	17	15
19	отношению к	2	13
20	так и	7	13
21	по отношению	2	13
22	в себе	4	13
23	таким образом	13	13
24	было бы	4	12
25	точно так	3	11
26	есть только	3	11
27	мы не	2	10
28	по себе	2	10
29	что не	2	10
30	то что	18	10
31	как в	2	10
32	и что	6	10
33	для нас	10	9
34	как и	7	9
35	тем что	2	9
36	тогда когда	4	9
37	но в	9	9
38	в одном	3	8
39	но не	7	8
40	вместе с	7	8
41	того что	3	8
42	точки зрения	10	8
43	с другой	6	7
44	в ней	3	7
45	по его	2	7
46	это не	2	7
47	то и	2	7
48	не менее	5	6
49	тем не	5	6
50	человеческого духа	2	6
51	и как	6	6
52	еще не	3	6
53	как бы	6	6
54	что и	6	6
55	все же	9	6
56	бы не	3	6
57	то же	2	6
58	при этом	4	6
59	того как	5	6
60	с тем	5	5
61	вовсе не	8	5
62	несмотря на	6	5
63	только тогда	3	5
64	в его	12	5
65	другой стороны	6	5
66	так же	5	5
67	а в	6	5
68	и для	6	5
69	во втором	2	5
70	и его	6	5
71	в таком	2	5
72	между тем	2	5
73	быть только	3	5
74	не могут	2	4
75	никогда не	7	4
76	однако в	3	4
77	этом смысле	3	4
78	прежде всего	6	4
79	в свою	2	4
80	в смысле	4	4
81	к тому	2	4
82	и притом	5	4
83	и даже	14	4
84	в то	4	4
85	только для	2	3
86	в самой	3	3
87	прежде чем	2	3
88	в них	2	3
89	а его	4	3
90	о котором	3	3
91	в этой	10	3
92	в своем	11	3
93	того же	4	3
94	но тем	2	3
95	одной стороны	3	3
96	по поводу	2	3
97	в своей	22	3
98	и их	5	3
99	для того	3	3
100	для себя	5	3
101	и тем	3	3
102	связи с	7	3
103	в самом	5	3
104	на него	2	3
105	и без	2	3
106	по мнению	2	3
107	или же	2	3
108	то ни	2	3
109	с одной	3	3
110	в сравнении	3	3
111	свободы и	4	3
112	не мог	4	3
113	не так	4	3
114	с ним	3	3
115	и то	5	3
116	тем как	2	3
117	сказать что	9	3
118	во всяком	2	3
119	хотя и	8	3
120	он не	3	3
121	и вообще	9	3
122	с точки	8	3
123	и все	9	3
124	и другое	3	3
125	и с	5	3
126	мы будем	2	2
127	нисколько не	5	2
128	и более	2	2
129	по этому	2	2
130	но он	5	2
131	с этой	2	2
132	по крайней	4	2
133	бы то	2	2
134	была бы	2	2
135	значение и	2	2
136	что именно	2	2
137	на то	2	2
138	не что	3	2
139	как мы	2	2
140	же в	3	2
141	жизни и	2	2
142	уже не	6	2
143	у нас	7	2
144	но все	4	2
145	если не	4	2
146	не будет	2	2
147	все что	2	2
148	для них	3	2
149	того чтобы	2	2
150	и о	5	2
151	никак не	8	2
152	ли в	2	2
153	в виду	3	2
154	не все	2	2
155	крайней мере	4	2
156	но уже	2	2
157	проявляется в	2	2
158	из этого	4	2
159	и только	2	2
160	точке зрения	2	2
161	еще более	3	2
162	перейти к	3	2
163	тем же	3	2
164	или в	4	2
165	хотя бы	2	2
166	доказывает что	2	2
167	сравнении с	3	2
168	в таких	2	2
169	иное как	3	2
170	даже и	4	2
171	что иное	3	2
172	в начале	3	2
173	как будто	3	2
174	все в	3	2
175	его на	2	2
176	о том	12	2
177	при помощи	6	2
178	дело в	2	2
179	таком случае	2	2
180	есть в	2	2
181	в которой	5	2
182	в других	3	2
183	и которые	2	2
184	мы можем	5	2
