N	2gram	Vinokur_Ku_2	Dialekti
1	т е	22	48
2	и не	16	27
3	а не	10	26
4	точки зрения	14	25
5	и в	23	24
6	и т	39	24
7	не только	20	23
8	т д	14	23
9	что такое	3	21
10	по себе	10	20
11	не может	9	19
12	не просто	2	18
13	ничего не	4	17
14	и есть	2	16
15	и что	8	15
16	что все	5	14
17	то что	9	14
18	с точки	8	14
19	может быть	15	13
20	таким образом	5	13
21	и даже	2	13
22	что он	5	13
23	вовсе не	9	13
24	что это	7	12
25	того что	3	12
26	не менее	7	11
27	не имеет	4	11
28	что же	5	11
29	тем не	6	10
30	отнюдь не	4	10
31	в сущности	9	10
32	ни в	4	9
33	но и	7	9
34	что она	3	9
35	прежде всего	8	8
36	отличается от	3	8
37	что мы	6	8
38	том что	11	8
39	в этом	18	8
40	что в	10	7
41	никогда не	2	7
42	но что	2	7
43	в самом	12	7
44	в особенности	4	7
45	что оно	3	7
46	потому что	25	7
47	даже и	2	7
48	в виду	3	7
49	ясно что	5	7
50	это и	3	7
51	как и	2	7
52	как раз	3	7
53	я не	5	6
54	должна быть	5	6
55	все это	5	6
56	и с	7	6
57	так как	15	6
58	если бы	12	6
59	превращается в	2	6
60	и все	2	6
61	утверждать что	2	6
62	об этом	5	6
63	оно не	2	6
64	что и	3	6
65	не на	2	6
66	то же	6	6
67	самом деле	9	6
68	и пр	8	6
69	можно ли	4	5
70	с этой	2	5
71	в том	19	5
72	но это	3	5
73	только как	2	5
74	есть явление	2	5
75	хотя и	4	5
76	и его	3	5
77	что для	2	5
78	в то	4	5
79	как это	5	5
80	само по	5	5
81	в них	4	5
82	по крайней	6	5
83	вопрос о	9	5
84	было бы	15	5
85	он не	3	5
86	крайней мере	6	5
87	так и	4	5
88	уже не	8	5
89	что не	6	5
90	только в	5	5
91	что дух	3	4
92	с другой	8	4
93	это не	6	4
94	не могут	5	4
95	к тому	4	4
96	хотя бы	9	4
97	в возможности	3	4
98	но только	4	4
99	так же	4	4
100	сказать что	4	4
101	сознания и	2	4
102	у нас	12	4
103	говорить о	4	4
104	конечно не	2	4
105	от того	4	4
106	и то	5	4
107	и это	3	4
108	перед нами	4	3
109	не было	4	3
110	все же	7	3
111	но даже	2	3
112	в своем	2	3
113	и от	2	3
114	была бы	4	3
115	мы знаем	4	3
116	не в	8	3
117	не говорит	2	3
118	есть в	3	3
119	она не	2	3
120	же время	3	3
121	в нем	4	3
122	то и	3	3
123	с одной	2	3
124	все эти	12	3
125	того или	2	3
126	должно быть	4	3
127	и на	6	3
128	с этим	3	3
129	он и	2	3
130	ни на	2	3
131	не надо	3	3
132	ни к	15	3
133	тем что	3	3
134	в силу	7	3
135	только о	2	3
136	на то	4	3
137	зависимости от	5	3
138	и о	4	3
139	как бы	4	3
140	или же	2	3
141	тем самым	2	3
142	для того	9	3
143	из которых	3	3
144	должны быть	2	3
145	к нему	2	3
146	той же	2	3
147	в каком	4	3
148	не знает	3	3
149	а если	2	3
150	же как	2	2
151	что если	2	2
152	в частности	2	2
153	что у	2	2
154	точно так	3	2
155	этой точки	2	2
156	то тем	2	2
157	для нас	4	2
158	на этом	3	2
159	еще не	5	2
160	при этом	2	2
161	несмотря на	5	2
162	и если	2	2
163	но для	3	2
164	и следовательно	2	2
165	всяком случае	5	2
166	совершенно не	3	2
167	так или	2	2
168	говоря уже	2	2
169	и тем	5	2
170	не говоря	2	2
171	вопросе о	2	2
172	а именно	2	2
173	другой стороны	7	2
174	целый ряд	5	2
175	для этого	3	2
176	мы говорим	2	2
177	быть не	2	2
178	еще и	2	2
179	именно в	3	2
180	и вот	5	2
181	и по	3	2
182	а в	3	2
183	же и	2	2
184	быть только	2	2
185	в своих	2	2
186	меньше чем	2	2
187	также и	5	2
188	никак не	3	2
189	в ней	3	2
190	и здесь	5	2
191	но вот	2	2
192	уже о	3	2
193	и потому	2	2
194	можно мыслить	2	2
195	иметь в	2	2
196	к этой	3	2
197	но в	11	2
198	этого не	3	2
199	о разных	2	2
200	у него	3	2
201	в зависимости	4	2
202	в их	2	2
203	их не	2	2
204	или иного	2	2
205	что можно	3	2
206	зрения в	3	2
207	же в	3	2
208	по существу	5	2
209	только потому	8	2
210	но не	6	2
211	и всякой	2	2
212	однако не	4	2
213	тех пор	2	2
214	со стороны	4	2
215	как не	3	2
216	говорить и	2	2
217	так в	3	2
218	следовательно и	2	2
219	все равно	2	2
220	как мы	3	2
221	и у	2	2
222	и для	2	2
223	или в	4	2
224	или иначе	3	2
225	в данном	4	2
226	во всяком	5	2
227	могут быть	4	2
228	и где	2	2
229	все предыдущие	2	2
230	и вообще	2	2
231	в его	5	2
