N	2gram	Tiupa_Hudo_1	Myshleni
1	то что	4	26
2	что он	3	25
3	в этом	11	25
4	потому что	3	21
5	таким образом	3	19
6	в том	18	18
7	не может	7	18
8	точки зрения	10	18
9	того чтобы	2	17
10	что в	6	16
11	и в	19	16
12	того что	4	16
13	не только	16	16
14	так же	2	15
15	том что	8	15
16	для того	2	14
17	сказать что	4	13
18	между собой	2	13
19	отношению к	9	12
20	в ходе	5	12
21	по отношению	9	12
22	и не	15	12
23	и что	3	12
24	в области	6	12
25	отношение к	5	11
26	в его	9	11
27	но не	11	10
28	а не	9	10
29	только в	5	10
30	в отношении	3	9
31	может быть	14	9
32	с точки	3	9
33	о том	2	8
34	как это	5	8
35	в основе	4	8
36	если бы	3	8
37	как и	2	8
38	он не	4	8
39	то же	10	8
40	тем самым	4	8
41	в нем	5	7
42	но он	3	7
43	того же	2	7
44	так и	11	7
45	по себе	2	7
46	представляет собой	10	7
47	приводит к	5	7
48	внутренней речи	14	7
49	если мы	2	7
50	в какой	2	6
51	не в	7	6
52	в этой	2	6
53	но и	10	6
54	и на	2	6
55	но в	7	6
56	состоит в	16	6
57	к тому	4	6
58	в той	3	6
59	речи и	3	6
60	в другом	3	6
61	никогда не	2	5
62	тому что	2	5
63	в своем	2	5
64	для него	4	5
65	как бы	9	5
66	не является	4	5
67	заключается в	2	5
68	не знает	3	5
69	в то	6	5
70	с ним	2	5
71	он должен	3	5
72	можно сказать	5	5
73	как в	2	5
74	говорит что	2	5
75	в которой	2	5
76	все эти	2	4
77	с другой	7	4
78	это не	2	4
79	сама по	2	4
80	а только	4	4
81	в свою	3	4
82	в пределах	3	4
83	при этом	13	4
84	в самом	5	4
85	в целом	3	4
86	именно в	2	4
87	в системе	2	4
88	и по	2	4
89	к которому	4	4
90	в качестве	24	4
91	с их	2	4
92	еще не	3	4
93	за пределы	2	4
94	и то	4	4
95	могут быть	4	4
96	и т.д	3	4
97	и составляет	3	4
98	не менее	3	3
99	в частности	13	3
100	способность к	2	3
101	одного и	2	3
102	прежде всего	4	3
103	как уже	2	3
104	и как	3	3
105	свою очередь	2	3
106	одной стороны	2	3
107	но как	2	3
108	к нему	3	3
109	и тем	2	3
110	в их	5	3
111	с одной	2	3
112	сознания в	3	3
113	а в	12	3
114	к его	2	3
115	говорить о	3	3
116	по своей	7	3
117	в этих	3	3
118	между тем	4	3
119	между двумя	2	3
120	и более	2	3
121	к жизни	2	3
122	в одном	2	3
123	этих двух	2	3
124	и того	2	3
125	то в	2	3
126	по своему	2	3
127	одной из	2	3
128	своей природе	2	3
129	что и	2	3
130	ее в	2	3
131	вытекает из	2	3
132	не на	3	3
133	задолго до	2	3
134	в себя	2	3
135	и его	12	3
136	в чем	2	3
137	я не	2	2
138	и другие	2	2
139	себя и	2	2
140	имеет место	2	2
141	совпадает с	2	2
142	в виду	5	2
143	в своей	5	2
144	в отличие	7	2
145	что она	2	2
146	все это	2	2
147	другой стороны	5	2
148	отношения к	2	2
149	на основе	2	2
150	в момент	2	2
151	из виду	2	2
152	их в	3	2
153	о чем	2	2
154	в них	2	2
155	в жизни	2	2
156	вовсе не	2	2
157	его в	2	2
158	не с	2	2
159	и к	3	2
160	отличие от	7	2
161	или иным	3	2
162	никто не	2	2
163	и потому	2	2
164	принадлежит к	3	2
165	во всех	3	2
166	а с	2	2
167	совершенно иной	2	2
168	из этого	2	2
