N	2gram	Tiupa_Anal_1	Problema
1	и в	18	44
2	вовсе не	2	37
3	и не	21	35
4	не есть	8	35
5	то есть	11	34
6	может быть	29	28
7	потому что	2	25
8	по себе	4	25
9	не просто	2	23
10	то что	6	23
11	в том	27	21
12	только в	6	19
13	а не	17	18
14	в этом	13	17
15	также и	2	16
16	художественного произведения	5	14
17	не только	15	14
18	и то	2	14
19	не в	14	13
20	и т	3	13
21	то же	9	13
22	той или	6	12
23	но в	8	12
24	том что	12	12
25	не является	2	11
26	но и	17	10
27	отнюдь не	15	10
28	как и	13	10
29	так и	4	10
30	это не	6	9
31	в нем	3	9
32	и с	2	9
33	же самое	2	9
34	как бы	5	9
35	так как	2	9
36	что он	3	9
37	в то	9	9
38	в его	13	9
39	что и	3	9
40	в данном	2	9
41	таким образом	3	9
42	что в	5	8
43	или иной	6	8
44	ни в	4	8
45	а именно	3	8
46	того что	4	8
47	что мы	3	8
48	при помощи	2	8
49	было бы	2	8
50	он не	3	8
51	что же	2	8
52	художественное произведение	5	8
53	как мы	2	8
54	в себе	11	8
55	здесь не	2	8
56	с другой	4	7
57	данном случае	2	7
58	не может	22	7
59	уже не	4	7
60	все эти	2	7
61	с ним	4	7
62	и потому	2	7
63	на самом	2	7
64	никогда не	2	6
65	для этого	2	6
66	то ни	3	6
67	можно сказать	2	6
68	в целом	5	6
69	такого рода	5	6
70	того или	3	6
71	нет ничего	2	6
72	сами по	2	6
73	и к	3	6
74	о том	5	6
75	все же	4	6
76	в нашем	3	5
77	и сам	2	5
78	и есть	3	5
79	другой стороны	2	5
80	а в	9	5
81	точки зрения	6	5
82	есть не	8	5
83	в таком	3	5
84	еще не	3	5
85	за пределы	2	5
86	и о	2	5
87	тех или	2	5
88	в своей	6	5
89	собственно говоря	4	5
90	тем самым	7	5
91	и его	5	5
92	этого слова	7	5
93	едва ли	2	5
94	иное как	5	4
95	при этом	12	4
96	ни с	3	4
97	отличается от	2	4
98	и является	2	4
99	в искусстве	2	4
100	могли бы	2	4
101	таком случае	3	4
102	или иных	2	4
103	не что	4	4
104	что иное	5	4
105	самое время	2	4
106	бы то	3	4
107	а также	3	4
108	в любом	3	3
109	прежде всего	6	3
110	к тому	7	3
111	ни было	4	3
112	и как	5	3
113	в этой	5	3
114	для него	2	3
115	случае не	2	3
116	в самом	6	3
117	отношения к	2	3
118	понимать как	2	3
119	может иметь	2	3
120	бы быть	3	3
121	если бы	3	3
122	или иного	3	3
123	то в	2	3
124	тем более	2	3
125	но не	10	3
126	в качестве	31	3
127	в художественном	3	3
128	и все	3	3
129	из того	4	3
130	в той	8	3
131	самом деле	2	3
132	и тогда	2	3
133	хотя бы	3	3
134	отличие от	6	3
135	с другими	4	3
136	как будто	3	3
137	будто бы	3	3
138	том или	3	3
139	именно в	4	2
140	в частности	19	2
141	того же	4	2
142	никто не	3	2
143	не столько	2	2
144	от себя	3	2
145	в котором	3	2
146	однако в	3	2
147	из них	2	2
148	для чего	2	2
149	и до	2	2
150	в их	5	2
151	с одной	3	2
152	и по	2	2
153	широком смысле	2	2
154	в основе	6	2
155	в начале	2	2
156	мы имеем	6	2
157	произведения в	11	2
158	а как	2	2
159	и более	4	2
160	или ином	3	2
161	то он	2	2
162	она может	3	2
163	не являются	2	2
164	произведение в	2	2
165	для себя	2	2
166	дело не	3	2
167	себя в	6	2
168	в процессе	2	2
169	вместе с	4	2
170	в отличие	6	2
171	а с	3	2
172	героя в	2	2
173	из которых	4	2
174	который в	2	2
175	с точки	4	2
176	ничто не	2	2
177	могут быть	4	2
178	в другом	4	2
179	даже самое	2	2
180	разного рода	3	2
181	жизни но	2	2
182	в которой	2	2
183	и состоит	5	2
