N	2gram	Vinokur_Ku_2	Myshleni
1	в том	19	33
2	том что	11	27
3	точки зрения	14	26
4	то что	9	20
5	в этом	18	19
6	с точки	8	18
7	того что	3	17
8	и в	23	15
9	не только	20	15
10	речи и	5	15
11	что в	10	14
12	таким образом	5	14
13	что он	5	12
14	того чтобы	11	12
15	в самом	12	11
16	в процессе	3	11
17	но и	7	10
18	было бы	15	10
19	для того	9	10
20	в своем	2	9
21	может быть	15	9
22	не может	9	9
23	что мы	6	9
24	в сущности	9	9
25	связи с	3	9
26	так и	4	8
27	казалось бы	3	8
28	никогда не	2	8
29	не в	8	8
30	заключается в	2	8
31	и что	8	8
32	если бы	12	8
33	к тому	4	7
34	мы знаем	4	7
35	с одной	2	7
36	и не	16	7
37	потому что	25	7
38	как бы	4	7
39	по себе	10	7
40	тот же	5	7
41	он не	3	7
42	во всяком	5	7
43	что это	7	6
44	в частности	2	6
45	в отношении	2	6
46	как мы	3	6
47	в этой	6	6
48	в виду	3	6
49	на то	4	6
50	мы видели	2	6
51	в связи	4	6
52	с другой	8	6
53	сказать что	4	6
54	мы должны	2	6
55	как это	5	6
56	но в	11	6
57	в зависимости	4	6
58	вовсе не	9	6
59	как и	2	6
60	зависимости от	5	6
61	вместе с	5	6
62	если мы	4	6
63	самом деле	9	6
64	на этот	2	6
65	речи в	6	6
66	всяком случае	5	6
67	что эта	2	6
68	там где	5	6
69	это не	6	5
70	уже в	3	5
71	вопрос о	9	5
72	смысле слова	2	5
73	речи с	2	5
74	с помощью	7	5
75	и даже	2	5
76	последнее время	3	5
77	по существу	5	5
78	по сравнению	2	5
79	приводит к	5	5
80	то же	6	5
81	можно было	9	5
82	этот вопрос	6	5
83	прежде всего	8	4
84	что все	5	4
85	мы могли	2	4
86	для нас	4	4
87	по поводу	2	4
88	несмотря на	5	4
89	все это	5	4
90	в них	4	4
91	что оно	3	4
92	речи мы	2	4
93	не имеет	4	4
94	так же	4	4
95	а в	3	4
96	и с	7	4
97	в конечном	2	4
98	от речи	3	4
99	могли бы	2	4
100	так как	15	4
101	конечном счете	2	4
102	к этому	4	4
103	все же	7	4
104	в качестве	8	4
105	в своей	2	4
106	как в	3	4
107	как раз	3	4
108	того как	2	4
109	хотя бы	9	4
110	и его	3	4
111	только в	5	4
112	указание на	3	4
113	только для	2	3
114	мы будем	2	3
115	для этого	3	3
116	что у	2	3
117	об этом	5	3
118	что они	2	3
119	очевидно что	2	3
120	при этом	2	3
121	смысле этого	2	3
122	и до	2	3
123	данном случае	2	3
124	со стороны	4	3
125	языка и	8	3
126	что для	2	3
127	этом отношении	3	3
128	все эти	12	3
129	те же	3	3
130	в самой	2	3
131	лишь в	5	3
132	и по	3	3
133	в которых	2	3
134	в результате	4	3
135	к этой	3	3
136	мы имеем	5	3
137	и все	2	3
138	речи но	2	3
139	с этим	3	3
140	состоит в	2	3
141	что можно	3	3
142	таким же	2	3
143	о которых	3	3
144	но не	6	3
145	того же	3	3
146	бы и	4	3
147	что она	3	3
148	на самом	2	3
149	тем самым	2	3
150	а не	10	3
151	из которых	3	3
152	речь в	5	3
153	вот почему	3	3
154	или в	4	3
155	в данном	4	3
156	не надо	3	3
157	в отличие	2	3
158	этого слова	5	3
159	и это	3	3
160	отличие от	2	3
161	ничего не	4	3
162	чем в	3	2
163	за собой	2	2
164	не могут	5	2
165	же как	2	2
166	что если	2	2
167	и есть	2	2
168	что между	2	2
169	перед нами	4	2
170	так называемых	2	2
171	с этой	2	2
172	и речь	2	2
173	на все	2	2
174	можно сказать	4	2
175	что на	4	2
176	ни в	4	2
177	но все	4	2
178	и более	2	2
179	как у	2	2
180	иными словами	8	2
181	но что	2	2
182	когда в	2	2
183	и тем	5	2
184	на этой	4	2
185	могут быть	4	2
186	на том	2	2
187	от того	4	2
188	в их	2	2
189	для обозначения	2	2
190	целый ряд	5	2
191	мысль и	2	2
192	должно быть	4	2
193	не следует	5	2
194	но для	3	2
195	в первый	3	2
196	говорить о	4	2
197	также и	5	2
198	однако и	2	2
199	а также	3	2
200	от этого	2	2
201	нисколько не	3	2
202	у него	3	2
203	отнюдь не	4	2
204	следует что	3	2
205	этом смысле	5	2
206	именно в	3	2
207	мне кажется	2	2
208	речи не	3	2
209	к вопросу	3	2
210	указывает что	2	2
211	в его	5	2
212	речь идет	2	2
213	должен быть	5	2
214	что и	3	2
215	что же	5	2
216	для данного	2	2
217	и для	2	2
218	все равно	2	2
219	под этим	2	2
220	в силу	7	2
221	той же	2	2
222	тем что	3	2
223	само по	5	2
224	в другом	2	2
225	и вообще	2	2
226	ту же	6	2
227	его к	2	2
228	не то	2	2
229	для данной	2	2
