N	2gram	Bakhtin_Pr_1	Psycholo
1	в том	11	37
2	и в	23	32
3	том что	9	21
4	то что	18	21
5	таким образом	11	21
6	в искусстве	2	21
7	потому что	12	21
8	то есть	24	21
9	что в	8	20
10	так же	6	18
11	может быть	21	18
12	что и	5	17
13	не может	11	17
14	точки зрения	21	17
15	что она	2	16
16	самом деле	5	16
17	того чтобы	4	14
18	что он	10	13
19	при этом	3	13
20	то же	10	13
21	для того	2	13
22	в этом	25	13
23	художественной формы	5	12
24	по себе	7	12
25	в самом	8	12
26	не только	13	12
27	заключается в	2	12
28	так как	7	12
29	было бы	6	11
30	в основе	5	11
31	как и	8	10
32	но и	11	10
33	и не	34	10
34	с точки	15	10
35	никогда не	5	9
36	что все	3	9
37	как в	6	9
38	в своих	2	9
39	тем что	3	9
40	не в	6	8
41	той же	6	8
42	того что	2	8
43	и как	8	7
44	а не	20	7
45	в сущности	5	7
46	все эти	8	7
47	можно было	3	7
48	и его	13	7
49	что для	2	7
50	сказать что	5	7
51	как будто	3	7
52	только в	8	7
53	в этой	4	6
54	тот же	2	6
55	он не	4	6
56	как бы	28	6
57	в художественном	2	6
58	о том	2	6
59	если бы	10	6
60	он говорит	2	5
61	до сих	2	5
62	исходит из	3	5
63	сих пор	2	5
64	все это	7	5
65	как раз	4	5
66	этом отношении	5	5
67	на самом	4	5
68	и даже	3	5
69	как на	2	5
70	и на	10	5
71	в то	10	5
72	от того	2	4
73	в жизни	6	4
74	есть не	2	4
75	и сам	2	4
76	несмотря на	6	4
77	никак не	2	4
78	и по	2	4
79	и тем	2	4
80	в нем	20	4
81	все же	5	4
82	из них	2	4
83	жизни и	6	4
84	данном случае	2	4
85	а в	7	4
86	и все	3	4
87	мы видим	3	4
88	и для	3	4
89	в данном	2	4
90	тому что	2	4
91	и с	4	4
92	говорит он	8	4
93	в целом	4	4
94	если же	2	4
95	и это	5	4
96	в творчестве	5	4
97	ничего не	6	4
98	в сознании	2	4
99	между тем	5	4
100	творчества и	2	3
101	не могут	6	3
102	но он	2	3
103	хотя бы	2	3
104	с другой	2	3
105	не как	12	3
106	в конце	5	3
107	точно так	2	3
108	и к	4	3
109	по существу	4	3
110	что именно	2	3
111	но как	3	3
112	до конца	5	3
113	например в	3	3
114	в своей	11	3
115	конце концов	4	3
116	сами по	3	3
117	не могли	2	3
118	один из	2	3
119	с ее	2	3
120	так и	10	3
121	во всех	5	3
122	и их	2	3
123	были бы	4	3
124	бы и	4	3
125	в их	3	3
126	в отношении	2	3
127	и других	5	3
128	этот вопрос	2	3
129	и вот	2	3
130	тому как	3	3
131	то время	2	3
132	в смысле	2	3
133	он в	2	3
134	само по	2	3
135	он все	2	3
136	в которых	2	3
137	ни на	2	3
138	мы должны	2	3
139	отношении к	2	3
140	художественного построения	3	3
141	но в	4	3
142	мы не	2	3
143	на вопрос	2	2
144	с его	6	2
145	же что	2	2
146	однако не	2	2
147	в них	3	2
148	все что	3	2
149	то ни	3	2
150	это не	10	2
151	точка зрения	7	2
152	с другими	7	2
153	в одном	9	2
154	в каждом	8	2
155	именно потому	2	2
156	это в	2	2
157	была бы	2	2
158	идет не	3	2
159	но эта	4	2
160	во всяком	4	2
161	и здесь	3	2
162	ни в	3	2
163	в романе	11	2
164	образом все	2	2
165	же время	7	2
166	еще не	5	2
167	но не	8	2
168	она не	5	2
169	из которых	2	2
170	вовсе не	8	2
171	на его	2	2
172	к нему	3	2
173	в его	24	2
174	всяком случае	3	2
175	оно не	2	2
176	как можно	2	2
177	как он	2	2
178	имеет значение	2	2
179	бы то	3	2
180	в этих	2	2
181	как не	4	2
182	для нас	3	2
183	в процессе	4	2
184	вместе с	2	2
185	отличается от	2	2
186	на него	2	2
187	себе и	3	2
188	не на	3	2
189	другой стороны	2	2
190	не было	3	2
191	роль в	2	2
192	а потому	2	2
193	в самой	7	2
194	здесь мы	2	2
195	именно на	2	2
196	в драме	5	2
197	и у	4	2
198	на этот	2	2
199	для самого	2	2
200	ли он	2	2
201	отличие от	2	2
202	это очень	3	2
203	но это	5	2
204	их в	2	2
205	материал и	2	2
206	подобно тому	3	2
207	в себе	5	2
208	смысл и	2	2
209	могли бы	3	2
210	в свете	3	2
211	не значит	2	2
212	там где	6	2
213	заметить что	2	2
214	эта форма	2	2
215	не потому	2	2
216	в которой	4	2
