N	2gram	Vygotskiy__7	Mirosoze
1	и в	26	46
2	в нем	2	22
3	может быть	7	21
4	в этом	29	20
5	никогда не	4	18
6	для него	3	18
7	и не	18	18
8	не только	24	18
9	но и	11	15
10	не может	11	15
11	как и	15	13
12	не есть	4	13
13	а не	6	13
14	прежде всего	7	12
15	друг друга	4	12
16	потому что	16	12
17	в ней	3	11
18	но он	2	11
19	у нас	2	11
20	и он	2	11
21	но в	4	10
22	он не	3	10
23	в себе	9	10
24	не в	4	9
25	и есть	2	8
26	но это	3	8
27	как бы	6	8
28	в любви	2	8
29	так как	14	8
30	отношение к	2	8
31	она не	5	8
32	связана с	3	7
33	в этой	3	7
34	в нашем	4	7
35	что он	8	7
36	и к	7	7
37	и потому	3	7
38	как в	4	7
39	и для	5	7
40	вопрос о	6	6
41	что это	6	6
42	так же	14	6
43	того что	14	6
44	и здесь	2	6
45	то же	8	5
46	я не	3	5
47	в отношении	2	5
48	что все	2	5
49	в самом	9	5
50	один из	2	5
51	что она	8	5
52	это не	3	5
53	в конце	4	5
54	есть не	3	5
55	привести к	3	5
56	во всем	3	5
57	к тому	7	5
58	к другу	2	5
59	то что	24	5
60	в своей	3	5
61	для того	18	5
62	и его	12	5
63	в его	4	5
64	что в	12	4
65	тому что	9	4
66	для этого	3	4
67	все что	6	4
68	до конца	5	4
69	только и	3	4
70	что у	4	4
71	не имеет	2	4
72	должны быть	4	4
73	также и	2	4
74	чем у	3	4
75	в свою	2	4
76	том что	17	4
77	что и	3	4
78	так и	3	4
79	того чтобы	19	4
80	вопроса о	2	4
81	на деле	2	4
82	же как	8	3
83	можно ли	2	3
84	себя и	2	3
85	и от	4	3
86	в такой	4	3
87	ни в	2	3
88	в том	18	3
89	что они	10	3
90	момент в	3	3
91	менее всего	3	3
92	и против	2	3
93	не мог	2	3
94	в своих	2	3
95	сказать что	8	3
96	и с	5	3
97	по своей	10	3
98	о том	4	3
99	его в	2	3
100	с ним	3	3
101	если бы	5	3
102	к другому	3	3
103	и во	4	3
104	что было	2	3
105	это и	4	3
106	до сих	3	3
107	сих пор	3	3
108	того как	2	3
109	и она	2	3
110	той же	8	3
111	тем что	9	3
112	с другим	2	3
113	только в	8	3
114	есть в	3	3
115	в чем	3	3
116	уже в	2	2
117	в этих	2	2
118	но эта	2	2
119	так что	4	2
120	это есть	4	2
121	в действительности	2	2
122	на его	2	2
123	и той	2	2
124	но для	2	2
125	к нему	3	2
126	по отношению	6	2
127	как к	3	2
128	которое было	2	2
129	отношения к	2	2
130	и других	2	2
131	лишь в	2	2
132	должно быть	2	2
133	а в	2	2
134	он понял	2	2
135	в основе	3	2
136	точки зрения	28	2
137	в мысли	3	2
138	но этот	2	2
139	бы в	5	2
140	в пределе	3	2
141	были бы	3	2
142	с собой	3	2
143	не означает	3	2
144	его с	3	2
145	не до	2	2
146	себе в	5	2
147	тогда когда	5	2
148	по себе	3	2
149	мы видим	3	2
150	то в	2	2
151	связи с	4	2
152	чем в	4	2
153	нельзя было	2	2
154	и что	6	2
155	в сущности	9	2
156	во всех	6	2
157	другу и	2	2
158	к ней	2	2
159	отношению к	5	2
160	вместе с	12	2
161	ее в	8	2
162	что же	2	2
163	но с	2	2
164	одной и	2	2
165	говорит что	2	2
166	что не	2	2
167	можно было	2	2
168	нас в	2	2
169	которые в	2	2
170	в которой	11	2
171	ничего не	2	2
