N	2gram	Propp_Isto_7	FransuaR
1	и в	24	49
2	прежде всего	2	19
3	не только	21	17
4	и его	3	17
5	и на	2	17
6	и не	4	15
7	в этом	12	15
8	в них	3	13
9	только в	6	13
10	но и	11	13
11	во время	6	12
12	как и	6	11
13	как бы	4	11
14	вовсе не	4	10
15	все это	8	9
16	и др	2	9
17	в нем	6	9
18	отношение к	5	8
19	все же	9	7
20	один из	7	7
21	не может	14	7
22	таким образом	7	7
23	то же	8	7
24	все эти	2	7
25	как мы	3	7
26	то что	7	6
27	в литературе	2	6
28	мы уже	4	6
29	во всех	7	6
30	так и	5	6
31	сказать что	2	6
32	но он	2	6
33	точки зрения	4	6
34	в то	2	6
35	так как	8	6
36	с его	3	5
37	никогда не	4	5
38	уже в	3	5
39	из этих	3	5
40	но не	6	5
41	при этом	4	5
42	тот же	2	5
43	может быть	14	5
44	в основном	2	5
45	в особенности	2	5
46	с другой	9	4
47	том что	10	4
48	но все	4	4
49	одна из	7	4
50	и о	2	4
51	в этих	13	4
52	сих пор	3	4
53	до сих	2	4
54	в форме	2	4
55	а в	10	4
56	тем что	6	4
57	там где	5	4
58	с ним	5	4
59	но в	5	4
60	но они	3	3
61	всех этих	6	3
62	с одной	5	3
63	превращается в	3	3
64	другими словами	2	3
65	но здесь	2	3
66	что он	21	3
67	в ее	2	3
68	в том	7	3
69	во всем	2	3
70	одной стороны	5	3
71	было бы	2	3
72	из них	2	3
73	в самом	2	3
74	направлен на	2	3
75	мы видели	7	3
76	ни в	2	3
77	связь с	2	3
78	другой стороны	8	3
79	на земле	2	3
80	и все	6	3
81	к нему	7	3
82	так в	4	3
83	о том	9	3
84	и это	2	3
85	видит в	2	3
86	связи с	3	2
87	что в	13	2
88	в качестве	3	2
89	думать что	2	2
90	характерно что	2	2
91	та же	2	2
92	имеем в	5	2
93	в одну	2	2
94	на то	3	2
95	в тех	5	2
96	там же	2	2
97	в целях	2	2
98	без всякого	2	2
99	по существу	4	2
100	в дальнейшем	3	2
101	но это	3	2
102	что они	3	2
103	связаны с	2	2
104	связанные с	2	2
105	так например	2	2
106	связано с	3	2
107	и после	2	2
108	ничего не	5	2
109	мы здесь	2	2
110	еще не	8	2
111	и другие	9	2
112	в первую	7	2
113	видеть в	3	2
114	вплоть до	2	2
115	очень много	2	2
116	у него	10	2
117	хотя и	3	2
118	к ней	2	2
119	в обряде	3	2
120	себе и	3	2
121	вместе с	7	2
122	ее в	3	2
123	в их	4	2
124	должен был	2	2
125	всех других	2	2
126	в связи	2	2
127	того как	3	2
128	и эта	2	2
129	и даже	3	2
130	так же	6	2
131	можно найти	2	2
132	одной из	4	2
133	он дает	3	2
134	на его	2	2
135	мы должны	4	2
136	в конце	3	2
137	здесь не	2	2
138	и становится	3	2
139	мы можем	4	2
