N	2gram	Vinokur_Vv_1	KulturaY
1	и т	43	39
2	потому что	14	25
3	т п	5	24
4	и в	27	23
5	т е	38	22
6	не только	21	20
7	в том	31	19
8	в этом	34	18
9	и не	13	16
10	ни к	2	15
11	было бы	5	15
12	так как	13	15
13	может быть	24	15
14	т д	37	14
15	точки зрения	7	14
16	если бы	2	12
17	у нас	2	12
18	в самом	12	12
19	все эти	3	12
20	том что	26	11
21	того чтобы	21	11
22	в области	4	11
23	но в	10	11
24	что в	11	10
25	по себе	9	10
26	а не	3	10
27	вовсе не	6	9
28	вопрос о	8	9
29	в сущности	3	9
30	то что	17	9
31	самом деле	6	9
32	для того	21	9
33	хотя бы	5	9
34	можно было	7	9
35	не может	13	9
36	с другой	8	8
37	прежде всего	8	8
38	не в	8	8
39	в качестве	7	8
40	уже не	5	8
41	и что	4	8
42	с точки	2	8
43	языка и	12	8
44	что это	3	7
45	не менее	8	7
46	в силу	3	7
47	все же	8	7
48	но и	5	7
49	другой стороны	5	7
50	и с	2	7
51	это не	8	6
52	по крайней	4	6
53	русский язык	3	6
54	крайней мере	4	6
55	да и	4	6
56	в этой	3	6
57	но не	7	6
58	что не	5	6
59	тем не	8	6
60	то же	8	6
61	этот вопрос	4	6
62	между тем	8	6
63	и на	3	6
64	что мы	2	6
65	не могут	5	5
66	должна быть	2	5
67	этом смысле	11	5
68	ясно что	9	5
69	что он	4	5
70	об этом	5	5
71	по существу	2	5
72	еще не	4	5
73	несмотря на	2	5
74	в его	10	5
75	всяком случае	3	5
76	этого слова	2	5
77	один из	6	5
78	должен быть	4	5
79	и тем	5	5
80	речь в	4	5
81	вместе с	6	5
82	что же	3	5
83	все это	6	5
84	таким образом	19	5
85	и вот	3	5
86	как это	5	5
87	и то	5	5
88	не следует	2	5
89	во всяком	3	5
90	само по	3	5
91	только в	13	5
92	также и	16	5
93	мы имеем	3	5
94	в них	4	4
95	но также	14	4
96	к этому	3	4
97	бы и	2	4
98	можно сказать	3	4
99	к тому	4	4
100	но все	3	4
101	должно быть	2	4
102	своего рода	3	4
103	от того	3	4
104	хотя и	3	4
105	как бы	5	4
106	однако не	4	4
107	в нем	13	4
108	на этой	3	4
109	со стороны	12	4
110	так же	3	4
111	в связи	2	4
112	этой области	3	4
113	не имеет	4	4
114	вряд ли	2	4
115	в данном	11	4
116	в результате	3	4
117	сказать что	5	4
118	широком смысле	8	4
119	могут быть	4	4
120	говорить о	3	4
121	в то	5	4
122	в конце	3	4
123	в особенности	4	4
124	ничего не	2	4
125	чем в	3	3
126	на этом	3	3
127	уже в	5	3
128	нисколько не	3	3
129	казалось бы	2	3
130	вопросу о	2	3
131	для этого	3	3
132	точно так	2	3
133	гораздо более	3	3
134	этого не	2	3
135	же время	5	3
136	что оно	2	3
137	а только	8	3
138	а также	3	3
139	о которых	2	3
140	в соответствии	2	3
141	большей или	2	3
142	того же	3	3
143	до конца	3	3
144	в большей	7	3
145	связи с	3	3
146	в ней	3	3
147	что и	3	3
148	что она	3	3
149	как раз	4	3
150	в форме	2	3
151	с этим	2	3
152	этом отношении	3	3
153	именно в	8	3
154	как мы	9	3
155	того что	12	3
156	из которых	2	3
157	что такое	10	3
158	вот почему	3	3
159	следует что	2	3
160	или иначе	4	3
161	а в	5	3
162	и его	5	3
163	этой почве	2	3
164	конце концов	2	3
165	слова как	2	3
166	тем что	6	3
167	языка в	4	3
168	что можно	2	3
169	или меньшей	2	3
170	и это	6	3
171	здесь не	2	3
172	в виду	4	3
173	за собой	3	2
174	в отношении	2	2
175	же как	3	2
176	с тем	6	2
177	это в	2	2
178	и есть	3	2
179	в частности	3	2
180	никогда не	3	2
181	смысле этого	8	2
182	состоит в	2	2
183	о котором	8	2
184	так называемых	4	2
185	с этой	4	2
186	не как	3	2
187	и до	2	2
188	не просто	4	2
189	представить себе	5	2
190	sui generis	2	2
191	его к	2	2
192	говоря уже	2	2
193	языка как	2	2
194	но зато	2	2
195	этом случае	6	2
196	данном отношении	2	2
197	в широком	7	2
198	чтобы понять	2	2
199	в другом	3	2
200	только о	2	2
201	с одной	4	2
202	что если	2	2
203	смысле слова	7	2
204	но что	3	2
205	как будто	3	2
206	после того	2	2
207	язык и	3	2
208	при этом	3	2
209	может служить	3	2
210	обратить внимание	2	2
211	в свое	2	2
212	и даже	5	2
213	речь идет	2	2
214	так или	4	2
215	к нему	2	2
216	мы видели	2	2
217	но уже	2	2
218	по сравнению	3	2
219	в своей	4	2
220	на том	3	2
221	не говоря	2	2
222	дело не	3	2
223	данном случае	5	2
224	а именно	6	2
225	в их	11	2
226	вообще и	3	2
227	в своем	3	2
228	в отличие	3	2
229	в основании	3	2
230	мы говорим	2	2
231	или же	3	2
232	того как	3	2
233	например что	2	2
234	и для	4	2
235	еще и	3	2
236	как и	5	2
237	и сейчас	2	2
238	стоит в	2	2
239	в той	7	2
240	этого термина	2	2
241	свое время	2	2
242	на этот	4	2
243	той же	4	2
244	рядом с	2	2
245	материал для	3	2
246	в которых	6	2
247	и далее	2	2
248	от этого	5	2
249	даже и	3	2
250	нуждается в	2	2
251	он и	2	2
252	в своих	2	2
253	соответствии с	2	2
254	это только	4	2
255	и вообще	3	2
256	отсюда и	2	2
257	заключается в	4	2
258	будто бы	2	2
259	ответ на	3	2
260	а если	2	2
261	отличие от	3	2
262	только как	6	2
