N	2gram	Tiupa_Anal_1	Istorich
1	и в	18	24
2	что он	3	21
3	не только	15	21
4	и т	3	17
5	может быть	29	14
6	не может	22	14
7	что в	5	13
8	мы имеем	6	12
9	в этом	13	12
10	но и	17	11
11	это не	6	10
12	том что	12	10
13	а в	9	10
14	с другой	4	9
15	не в	14	9
16	все же	4	9
17	о том	5	9
18	потому что	2	9
19	еще не	3	8
20	что и	3	8
21	другой стороны	2	8
22	то же	9	8
23	а не	17	8
24	так как	2	8
25	один из	2	7
26	в том	27	7
27	то что	6	7
28	вместе с	4	7
29	к нему	3	7
30	таким образом	3	7
31	как и	13	6
32	но не	10	6
33	в нем	3	6
34	а именно	3	6
35	он не	3	6
36	и все	3	6
37	того что	4	6
38	только в	6	6
39	как он	3	6
40	одной стороны	3	5
41	представляют собой	2	5
42	отношение к	2	5
43	дело не	3	5
44	так и	4	5
45	с одной	3	5
46	с ним	4	5
47	но в	8	5
48	на вопрос	4	4
49	никогда не	2	4
50	не всегда	4	4
51	вовсе не	2	4
52	он может	2	4
53	представляет собой	16	4
54	при этом	12	4
55	своего рода	3	4
56	как бы	5	4
57	ли он	2	4
58	в их	5	4
59	и не	21	4
60	точки зрения	6	4
61	в данном	2	4
62	с его	3	3
63	не столько	2	3
64	в качестве	31	3
65	вступает в	3	3
66	тогда когда	2	3
67	вопрос о	2	3
68	том чтобы	7	3
69	не все	2	3
70	при помощи	2	3
71	данном случае	2	3
72	как мы	2	3
73	и по	2	3
74	и его	5	3
75	не случайно	3	3
76	из этих	2	3
77	что мы	3	3
78	тогда как	14	3
79	не будет	3	2
80	думать что	2	2
81	того же	4	2
82	к месту	2	2
83	прежде всего	6	2
84	не могут	3	2
85	в литературе	4	2
86	это означает	3	2
87	в то	9	2
88	ни в	4	2
89	в силу	3	2
90	с целью	2	2
91	было бы	2	2
92	на его	2	2
93	в самом	6	2
94	и о	2	2
95	ни с	3	2
96	что из	2	2
97	в котором	3	2
98	если в	3	2
99	тем более	2	2
100	на себя	2	2
101	со стороны	2	2
102	отличается от	2	2
103	здесь не	2	2
104	уже не	4	2
105	не просто	2	2
106	это как	2	2
107	что не	3	2
108	в которой	2	2
109	рассказ о	2	2
110	в основе	6	2
111	из них	2	2
112	и на	5	2
113	все эти	2	2
