N	2gram	Vygotskiy__3	Morfolog
1	может быть	13	52
2	таким образом	17	20
3	представляет собой	6	17
4	не может	6	17
5	в этих	2	16
6	могут быть	5	15
7	с этим	4	14
8	и в	25	13
9	в этом	14	13
10	эта форма	3	13
11	так как	12	12
12	перед нами	10	11
13	мы видим	3	11
14	связи с	9	11
15	прежде всего	4	9
16	так и	5	9
17	в связи	6	9
18	то же	2	9
19	и не	10	9
20	мы имеем	4	9
21	с другой	6	8
22	что и	10	8
23	в результате	3	8
24	в тех	2	7
25	в качестве	12	7
26	все же	6	7
27	не могут	4	6
28	и здесь	2	6
29	в том	23	6
30	но не	6	6
31	а также	2	6
32	а в	4	6
33	не менее	6	5
34	тому как	2	5
35	если мы	3	5
36	этот момент	2	5
37	мы увидим	4	5
38	наряду с	3	5
39	вслед за	3	5
40	как бы	10	5
41	один из	6	5
42	то что	15	5
43	или в	2	5
44	потому что	6	5
45	мы не	9	5
46	что в	17	4
47	и как	5	4
48	на котором	2	4
49	раньше чем	2	4
50	очень часто	2	4
51	об этом	2	4
52	тем не	5	4
53	отношению к	2	4
54	было бы	10	4
55	на его	2	4
56	не только	6	4
57	как в	9	4
58	как мы	8	4
59	другой стороны	3	4
60	так же	17	4
61	по отношению	3	4
62	как и	15	4
63	там где	4	4
64	на пути	2	4
65	хотя и	2	4
66	тем что	8	4
67	точки зрения	6	4
68	на этом	3	4
69	его в	3	4
70	если в	3	4
71	только что	2	3
72	в ход	4	3
73	независимо от	4	3
74	если бы	5	3
75	вступают в	2	3
76	между собой	13	3
77	в начале	2	3
78	в какой	4	3
79	же в	2	3
80	том что	20	3
81	но все	2	3
82	но это	5	3
83	что они	10	3
84	в целом	13	3
85	того чтобы	8	3
86	этого момента	2	3
87	не происходит	2	3
88	он не	4	3
89	не является	8	3
90	ни в	9	3
91	но и	4	3
92	от того	4	3
93	входит в	5	3
94	из которых	5	3
95	и по	5	3
96	и для	2	3
97	иное чем	2	3
98	друг друга	4	3
99	а по	2	3
100	мы можем	7	3
101	из них	4	3
102	в то	4	3
103	мы должны	6	3
104	в один	2	3
105	рассматриваться как	4	3
106	значит что	4	3
107	с тем	16	2
108	в виде	3	2
109	в частности	4	2
110	однако в	2	2
111	состоит в	3	2
112	к этому	3	2
113	как уже	6	2
114	что он	6	2
115	животных и	2	2
116	в собственном	6	2
117	и к	5	2
118	на первый	2	2
119	путь к	3	2
120	то в	3	2
121	только в	10	2
122	тем и	4	2
123	есть и	2	2
124	смысле слова	2	2
125	то время	4	2
126	для него	5	2
127	одной стороны	5	2
128	мы уже	5	2
129	с теми	2	2
130	оно не	2	2
131	эти формы	2	2
132	благодаря этому	6	2
133	собственном смысле	6	2
134	или менее	3	2
135	должны рассматриваться	2	2
136	и только	2	2
137	а с	3	2
138	и задачи	2	2
139	с одной	5	2
140	относятся к	2	2
141	все эти	7	2
142	и что	10	2
143	того что	10	2
144	для того	7	2
145	уже не	2	2
146	тем же	4	2
147	и его	2	2
148	как их	2	2
149	можно было	6	2
150	является в	3	2
151	в каком	2	2
152	этот вопрос	3	2
153	что мы	7	2
154	о том	5	2
155	что эти	3	2
156	ясно что	2	2
157	одна из	2	2
158	сказать что	4	2
159	как это	7	2
160	время как	4	2
161	самым различным	2	2
