N	2gram	Ircho_Kome_1	Formalny
1	и в	22	38
2	в этом	3	27
3	т е	13	26
4	может быть	9	23
5	и его	8	21
6	таким образом	8	20
7	и не	8	20
8	в самом	2	16
9	прежде всего	5	15
10	не в	6	15
11	и т	9	14
12	не может	2	14
13	в нем	4	13
14	но и	11	13
15	в том	11	11
16	вовсе не	2	11
17	в его	5	10
18	и с	3	9
19	как и	9	9
20	при этом	5	9
21	не только	10	9
22	т п	5	9
23	что и	4	8
24	все же	3	8
25	так и	5	8
26	тем что	4	8
27	точки зрения	4	8
28	что в	6	7
29	в других	2	7
30	этом отношении	3	7
31	как мы	4	7
32	в результате	4	6
33	то что	2	6
34	в истории	5	6
35	и ее	3	6
36	в этой	7	6
37	было бы	2	6
38	вместе с	2	6
39	в их	4	6
40	то же	6	6
41	как раз	3	6
42	могут быть	3	6
43	он не	3	6
44	только в	3	6
45	а в	6	6
46	что он	6	5
47	именно в	4	5
48	же время	4	5
49	т д	4	5
50	всего этого	2	5
51	в то	10	5
52	во всяком	2	5
53	всяком случае	2	5
54	независимо от	2	4
55	и теперь	2	4
56	к этому	4	4
57	к тому	6	4
58	мы видели	2	4
59	что они	4	4
60	здесь и	2	4
61	в сущности	2	4
62	из них	10	4
63	как в	5	4
64	другой стороны	5	4
65	за счет	3	4
66	и даже	5	4
67	не следует	2	4
68	ничего не	3	4
69	так как	4	4
70	но в	4	4
71	одного из	6	3
72	же как	3	3
73	для них	2	3
74	главным образом	3	3
75	место в	3	3
76	с другой	5	3
77	в годы	6	3
78	мы знаем	2	3
79	и здесь	2	3
80	и как	3	3
81	из всего	2	3
82	время и	2	3
83	в целом	3	3
84	все это	5	3
85	так в	4	3
86	то и	2	3
87	к нему	2	3
88	такой же	2	3
89	именно на	2	3
90	мы не	3	3
91	или в	2	3
92	каждый из	3	3
93	и на	3	3
94	хотя и	3	3
95	чем же	2	3
96	и все	3	3
97	его в	3	3
98	их к	3	3
99	в области	2	3
100	времени и	2	2
101	уже в	5	2
102	правда в	2	2
103	все более	3	2
104	в качестве	4	2
105	для этого	2	2
106	столь же	2	2
107	в конце	6	2
108	или вовсе	3	2
109	это время	2	2
110	в тех	3	2
111	до конца	2	2
112	включая сюда	3	2
113	том что	12	2
114	идет о	3	2
115	но это	2	2
116	должна была	2	2
117	но не	2	2
118	совсем не	2	2
119	на нем	2	2
120	со своей	2	2
121	едва ли	7	2
122	и о	3	2
123	конце концов	4	2
124	в котором	4	2
125	даже в	3	2
126	он был	2	2
127	один из	5	2
128	и тем	2	2
129	не к	2	2
130	отношение к	3	2
131	во второй	3	2
132	ни в	6	2
133	а к	2	2
134	ее в	2	2
135	всего в	3	2
136	со стороны	2	2
137	даже не	2	2
138	на этом	2	2
139	то ни	2	2
140	должны были	8	2
141	в последних	3	2
142	и других	7	2
143	находится в	2	2
144	в в	4	2
145	и по	6	2
146	быть даже	2	2
147	все остальные	3	2
148	отличие от	2	2
149	между тем	5	2
150	к сожалению	2	2
151	в чем	3	2
152	потому что	5	2
153	как это	3	2
154	в которой	6	2
