N	2gram	Savitsky_E_1	Komedia
1	и в	37	22
2	т е	9	13
3	том что	6	12
4	в том	11	11
5	но и	14	11
6	не только	18	10
7	из них	3	10
8	в то	16	10
9	как и	7	9
10	может быть	6	9
11	в одном	2	8
12	таким образом	2	8
13	и не	14	8
14	о том	3	8
15	в этой	2	7
16	и других	2	7
17	что в	21	6
18	в отношении	32	6
19	к тому	8	6
20	и по	5	6
21	то же	15	6
22	не в	5	6
23	а в	2	6
24	с другой	7	5
25	прежде всего	9	5
26	в его	2	5
27	в истории	2	5
28	так и	10	5
29	как в	3	5
30	другой стороны	2	5
31	и даже	6	5
32	войны и	2	5
33	потому что	3	5
34	между тем	8	5
35	именно в	4	4
36	в их	11	4
37	несмотря на	4	4
38	как мы	5	4
39	же в	2	4
40	в качестве	14	4
41	же время	14	4
42	участие в	2	4
43	а также	7	4
44	в котором	2	4
45	что и	3	4
46	тем что	3	4
47	в результате	3	4
48	точки зрения	23	4
49	так как	7	4
50	одном из	2	4
51	но в	14	4
52	мы можем	3	4
53	место в	3	3
54	же как	5	3
55	главным образом	2	3
56	все более	9	3
57	в них	3	3
58	вопрос о	4	3
59	идет о	3	3
60	на то	6	3
61	и как	2	3
62	по своему	7	3
63	одной стороны	8	3
64	во второй	3	3
65	одной из	5	3
66	из числа	4	3
67	в частности	5	3
68	хотя и	2	3
69	он не	2	3
70	даже в	4	3
71	всего в	2	3
72	на основании	2	3
73	так же	9	3
74	этом отношении	3	3
75	с одной	8	3
76	в течение	5	3
77	мы не	4	3
78	и на	6	3
79	в свои	2	3
80	в этом	12	3
81	и с	2	3
82	в виде	5	3
83	могут быть	2	3
84	и еще	2	3
85	только в	9	3
86	и все	2	3
87	как это	4	3
88	в известном	3	2
89	ни было	4	2
90	за тем	2	2
91	независимо от	4	2
92	для них	2	2
93	то ни	4	2
94	столь же	5	2
95	и во	2	2
96	и теперь	2	2
97	именно потому	2	2
98	вовсе не	6	2
99	в свою	3	2
100	от них	3	2
101	и можно	2	2
102	мы видели	3	2
103	из всех	3	2
104	такой же	2	2
105	но не	5	2
106	того же	3	2
107	было бы	8	2
108	мог бы	2	2
109	в самом	4	2
110	между прочим	7	2
111	всяком случае	3	2
112	говоря уже	2	2
113	и тем	3	2
114	то что	6	2
115	бы то	4	2
116	не к	2	2
117	наряду с	2	2
118	вместе с	2	2
119	не говоря	2	2
120	ее в	3	2
121	со стороны	5	2
122	также в	2	2
123	вслед за	6	2
124	что к	2	2
125	второй половине	2	2
126	не может	9	2
127	и таким	2	2
128	в других	2	2
129	в аттику	3	2
130	и притом	4	2
131	к нему	2	2
132	в силу	2	2
133	или в	2	2
134	во всяком	3	2
135	к ней	4	2
136	на себя	3	2
137	в своих	2	2
138	в себе	9	2
139	по своей	2	2
140	как будто	2	2
141	в области	11	2
142	ли это	3	2
143	или по	2	2
