N	2gram	Bakhtin_Fr_8	Tvorches
1	и в	56	21
2	как бы	11	17
3	в то	12	15
4	в его	18	13
5	то же	11	13
6	времени в	3	13
7	что в	5	12
8	как и	5	12
9	же время	10	12
10	то есть	24	12
11	с его	5	11
12	том что	8	11
13	в романе	21	10
14	все это	8	10
15	он не	5	8
16	то что	3	8
17	во многом	2	7
18	у него	7	7
19	в том	13	7
20	при этом	4	7
21	не только	8	7
22	и не	9	7
23	в году	3	7
24	и на	7	7
25	но в	6	7
26	что он	2	6
27	и все	6	6
28	для него	2	6
29	в котором	2	6
30	а в	2	6
31	и его	12	6
32	в этом	14	6
33	о том	4	6
34	в творчестве	5	6
35	вовсе не	6	5
36	а не	2	5
37	но это	2	5
38	может быть	3	5
39	в этой	6	5
40	все же	2	5
41	таким образом	17	5
42	в своих	4	5
43	потому что	6	5
44	только в	9	5
45	в своем	3	4
46	человека и	2	4
47	прежде всего	6	4
48	в мире	2	4
49	и как	2	4
50	времени и	4	4
51	из всех	2	4
52	одной из	3	4
53	одним из	5	4
54	один из	5	4
55	своего рода	5	4
56	в своей	2	4
57	не может	2	4
58	это не	2	4
59	на эту	3	4
60	уже в	2	3
61	и другие	5	3
62	никогда не	5	3
63	с другой	2	3
64	что все	4	3
65	это в	2	3
66	с ним	2	3
67	не был	4	3
68	говорит о	2	3
69	с ее	5	3
70	но не	5	3
71	на его	6	3
72	в самом	9	3
73	той же	6	3
74	даже в	4	3
75	в нем	8	3
76	время в	3	3
77	но и	9	3
78	дело не	2	3
79	первой части	3	3
80	в ту	4	3
81	в их	3	3
82	уже не	3	3
83	и других	4	3
84	на самом	2	3
85	он говорит	2	3
86	и даже	8	3
87	так же	2	3
88	в которой	4	3
89	связан с	2	3
90	и с	8	3
91	хотя и	2	3
92	в виде	2	3
93	ту же	4	3
94	далеко не	2	3
95	дело в	2	3
96	так как	4	3
97	в основе	4	2
98	такой же	5	2
99	перед нами	3	2
100	в частности	7	2
101	отчасти и	2	2
102	в этих	11	2
103	в качестве	4	2
104	между вещами	5	2
105	к этому	2	2
106	в литературе	3	2
107	можно сказать	2	2
108	что и	3	2
109	его как	2	2
110	так что	3	2
111	не в	3	2
112	одна из	4	2
113	между людьми	2	2
114	до конца	11	2
115	на площади	2	2
116	из них	2	2
117	действительности и	2	2
118	в первой	3	2
119	только на	2	2
120	по преимуществу	2	2
121	в ней	4	2
122	был бы	3	2
123	здесь нет	3	2
124	в духе	4	2
125	когда он	2	2
126	вместе с	2	2
127	данном случае	2	2
128	так и	13	2
129	во всей	2	2
130	как к	2	2
131	что для	3	2
132	мы находим	3	2
133	что она	2	2
134	здесь мы	3	2
135	не мог	3	2
136	самом деле	2	2
137	и наконец	3	2
138	людей и	2	2
139	сказать что	3	2
140	но он	3	2
141	гоголя и	2	2
142	в данном	2	2
143	в себе	4	2
144	так сказать	5	2
145	настоящее время	3	2
146	нет ни	2	2
