N	2gram	Vygotskiy__1	Hudozhes
1	и в	23	28
2	том что	21	19
3	в ее	2	18
4	и не	9	18
5	в том	24	15
6	а не	3	14
7	не в	4	13
8	в этом	17	13
9	о том	6	12
10	перед нами	5	11
11	как и	14	11
12	при этом	4	11
13	в его	14	11
14	не только	16	11
15	уже не	2	10
16	но и	14	9
17	в себе	6	9
18	о чем	2	8
19	что он	7	8
20	может быть	14	8
21	так и	5	8
22	между тем	9	8
23	я не	3	7
24	и все	5	7
25	к тому	4	7
26	об этом	3	7
27	в частности	2	7
28	отношению к	7	7
29	что она	4	7
30	по отношению	7	7
31	как это	2	7
32	можно сказать	5	6
33	в котором	4	6
34	то что	17	6
35	жизни и	2	6
36	в своей	4	6
37	если бы	5	6
38	то же	8	6
39	а в	2	6
40	и с	9	6
41	тем что	6	6
42	для себя	4	6
43	в то	7	6
44	с его	4	5
45	что это	3	5
46	в своем	3	5
47	как бы	11	5
48	как в	4	5
49	в этой	7	5
50	что в	14	5
51	она не	3	5
52	в самом	7	5
53	никогда не	2	5
54	и его	6	5
55	одно из	2	5
56	для него	2	5
57	ничего не	3	5
58	бы и	2	4
59	тому что	5	4
60	превращается в	3	4
61	но не	4	4
62	что они	3	4
63	в качестве	9	4
64	же время	2	4
65	для того	15	4
66	вслед за	2	4
67	он не	5	4
68	как раз	4	4
69	то и	3	4
70	не может	12	4
71	того чтобы	17	4
72	только в	6	4
73	все время	6	3
74	в них	2	3
75	в состоянии	2	3
76	столь же	6	3
77	с другой	10	3
78	в одном	4	3
79	человека и	3	3
80	что все	4	3
81	прежде всего	10	3
82	и ее	7	3
83	самом деле	3	3
84	одной стороны	9	3
85	было бы	4	3
86	несмотря на	2	3
87	в этих	2	3
88	на него	2	3
89	все это	6	3
90	не могу	3	3
91	а с	4	3
92	с одной	8	3
93	едва ли	2	3
94	так же	16	3
95	можно было	3	3
96	с другими	2	3
97	и на	8	3
98	что у	2	3
99	же самое	3	3
100	на ее	2	3
101	как он	3	3
102	и это	3	3
103	в основе	8	2
104	только для	3	2
105	как видим	2	2
106	именно в	6	2
107	не столько	4	2
108	и от	3	2
109	из этих	3	2
110	с собой	2	2
111	вовсе не	3	2
112	как уже	7	2
113	со всей	4	2
114	не с	2	2
115	как мы	5	2
116	же как	6	2
117	на пороге	2	2
118	на этом	2	2
119	с такой	2	2
120	но тем	2	2
121	и к	4	2
122	до сих	4	2
123	не является	9	2
124	один из	2	2
125	в нашем	2	2
126	все же	3	2
127	в первом	2	2
128	вместе с	9	2
129	сих пор	4	2
130	данном случае	2	2
131	мысли и	6	2
132	приводит к	4	2
133	как на	4	2
134	того как	2	2
135	в двух	2	2
136	лишь в	6	2
137	ее на	4	2
138	тем самым	5	2
139	который в	3	2
140	между ними	2	2
141	хотя бы	4	2
142	с точки	18	2
143	той же	2	2
144	в данном	2	2
145	и то	3	2
146	сказать что	11	2
147	потому что	6	2
148	в виде	2	2
149	нуждается в	2	2
150	точки зрения	26	2
151	приходит к	3	2
152	говорить о	2	2
153	в другом	7	2
154	и т.д	5	2
155	ответ на	3	2
156	что говорит	2	2
157	но в	5	2
