N	2gram	Bakhtin_Fr_7	Myslijsy
1	потому что	5	52
2	то есть	20	42
3	и в	41	39
4	может быть	4	27
5	в том	11	26
6	только в	6	25
7	что в	9	22
8	не может	3	22
9	а не	2	21
10	так как	3	21
11	не только	5	21
12	в нем	7	20
13	но и	9	20
14	и не	7	18
15	том что	4	16
16	не в	9	15
17	в этом	15	15
18	отношению к	2	13
19	так и	10	13
20	по отношению	2	13
21	в себе	11	13
22	таким образом	19	13
23	было бы	4	12
24	в человеке	2	10
25	мы не	2	10
26	не есть	2	10
27	то что	8	10
28	как в	5	10
29	как и	14	9
30	тем что	3	9
31	но в	8	9
32	в одном	3	8
33	вместе с	5	8
34	того что	2	8
35	точки зрения	5	8
36	должно быть	4	7
37	в ней	5	7
38	с этим	2	7
39	это не	6	7
40	в этих	2	7
41	и как	2	6
42	еще не	2	6
43	как бы	7	6
44	что и	5	6
45	то же	13	6
46	при этом	3	6
47	и по	3	6
48	того как	5	6
49	для всех	2	5
50	вовсе не	7	5
51	несмотря на	3	5
52	но это	3	5
53	и потому	3	5
54	в его	12	5
55	во всех	3	5
56	так же	5	5
57	а в	5	5
58	и для	5	5
59	не имеет	3	5
60	и его	9	5
61	никогда не	2	4
62	тем самым	3	4
63	прежде всего	11	4
64	в свою	3	4
65	а только	2	4
66	мы видели	5	4
67	мы видим	6	4
68	свою очередь	3	4
69	же время	9	4
70	для него	6	4
71	слов и	4	4
72	к тому	2	4
73	не было	3	4
74	и других	2	4
75	в более	4	4
76	в то	10	4
77	бы в	2	4
78	что это	4	3
79	в них	7	3
80	оно не	2	3
81	и во	2	3
82	и от	8	3
83	и это	5	3
84	что все	2	3
85	из одного	4	3
86	о котором	2	3
87	с самого	2	3
88	в этой	13	3
89	оно и	2	3
90	в своем	9	3
91	того же	3	3
92	только на	2	3
93	в своей	3	3
94	и их	3	3
95	явлений и	2	3
96	никто не	10	3
97	в состоянии	2	3
98	в мире	3	3
99	в словах	2	3
100	не мог	2	3
101	той же	3	3
102	с ним	2	3
103	и то	2	3
104	во всяком	2	3
105	хотя и	4	3
106	он не	4	3
107	с точки	3	3
108	и все	14	3
109	том как	2	3
110	и с	4	3
111	и есть	3	2
112	по этому	3	2
113	все они	6	2
114	но он	4	2
115	одного из	2	2
116	таким же	3	2
117	как мы	11	2
118	том и	2	2
119	же в	2	2
120	ни было	2	2
121	жизни и	3	2
122	уже не	2	2
123	следовательно и	2	2
124	переходим к	2	2
125	но все	4	2
126	в человеческом	3	2
127	есть не	2	2
128	все что	4	2
129	и может	2	2
130	между явлениями	2	2
131	мы в	2	2
132	в сущности	4	2
133	значительной степени	2	2
134	в виду	4	2
135	которое он	2	2
136	лица и	3	2
137	с ее	3	2
138	проявляется в	3	2
139	образом и	2	2
140	в их	3	2
141	в разных	2	2
142	еще более	2	2
143	в течение	2	2
144	или в	2	2
145	но без	2	2
146	влияние на	4	2
147	к новому	2	2
148	все то	3	2
149	его к	3	2
150	о том	6	2
151	дело в	2	2
152	и всегда	2	2
153	есть в	6	2
154	связанное с	2	2
155	так сказать	3	2
156	в которой	2	2
