N	3gram	Bakhtin_Pr_2	Problema
1	и т д	4	13
2	тем не менее	2	10
3	сама по себе	4	8
4	той или иной	3	8
5	сам по себе	5	6
6	с другой стороны	3	5
7	не может быть	4	5
8	в то время	2	4
9	в то же	5	4
10	это вовсе не	2	4
11	как раз и	2	4
12	и то же	2	4
13	то время как	2	4
14	одно и то	2	3
15	можно было бы	3	3
16	в конце концов	2	3
17	может быть и	2	3
18	в том или	2	2
19	в той или	3	2
20	хотя и не	2	2
21	с точки зрения	8	2
22	в отличие от	4	2
23	друг от друга	2	2
24	никак не может	3	2
25	до сих пор	7	2
26	в настоящее время	2	2
