N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	11	26
2	а не	7	17
3	но и	14	15
4	в том	6	14
5	при этом	6	14
6	и не	29	14
7	том что	2	13
8	и в	43	13
9	в этом	13	13
10	только в	4	11
11	может быть	23	10
12	к тому	4	9
13	так и	3	9
14	а в	5	9
15	то есть	4	9
16	то что	7	8
17	в себе	5	8
18	не может	18	8
19	не в	11	8
20	к себе	7	7
21	никогда не	9	6
22	в своем	4	6
23	в жизни	3	6
24	прежде всего	10	6
25	и к	3	6
26	того что	2	6
27	в его	10	6
28	героя в	3	6
29	все же	3	6
30	у него	6	6
31	как бы	22	6
32	ничего не	3	6
33	но в	10	6
34	точки зрения	13	5
35	себе самому	4	5
36	тем не	2	5
37	что он	13	5
38	хотя и	5	5
39	он не	9	5
40	в котором	6	5
41	я не	4	5
42	в нем	12	5
43	отношению к	5	5
44	на него	3	5
45	как в	2	5
46	в форме	2	5
47	по отношению	5	5
48	в отличие	4	5
49	таким образом	5	5
50	в той	5	5
51	с другой	4	5
52	отличие от	4	5
53	в то	7	5
54	далеко не	4	5
55	о том	5	5
56	перед нами	7	4
57	что это	2	4
58	не менее	3	4
59	если бы	3	4
60	в конце	2	4
61	об этом	2	4
62	тому же	3	4
63	как и	14	4
64	времени и	2	4
65	что в	4	4
66	для него	8	4
67	в своей	4	4
68	то же	8	4
69	уже не	3	4
70	в рассказе	3	4
71	в другом	7	4
72	все его	2	4
73	и все	6	4
74	с ним	3	4
75	в себя	3	4
76	но при	3	4
77	он является	2	3
78	а как	4	3
79	с его	4	3
80	это не	3	3
81	или иной	3	3
82	да и	5	3
83	в слове	5	3
84	что я	6	3
85	одна из	2	3
86	но не	5	3
87	же время	5	3
88	и сам	7	3
89	в произведениях	3	3
90	как раз	4	3
91	той или	3	3
92	о нем	6	3
93	для себя	2	3
94	в целом	2	3
95	на том	2	3
96	внутренней речи	2	3
97	между собой	2	3
98	то и	2	3
99	все эти	5	3
100	самом деле	5	3
101	и даже	3	3
102	и для	3	3
103	и его	8	3
104	в таком	2	3
105	с ними	2	3
106	самим собой	3	3
107	никак не	5	3
108	сказать что	2	3
109	между тем	3	3
110	так сказать	6	3
111	он сам	3	2
112	а то	2	2
113	что у	2	2
114	превращается в	2	2
115	хотя бы	2	2
116	к другому	5	2
117	из этих	2	2
118	и другого	2	2
119	на фоне	5	2
120	вовсе не	5	2
121	на свой	6	2
122	себе самом	3	2
123	и здесь	3	2
124	на то	5	2
125	для автора	2	2
126	для нас	2	2
127	другого человека	4	2
128	и т	13	2
129	с другим	2	2
130	к миру	2	2
131	по своему	2	2
132	должна быть	3	2
133	еще не	9	2
134	было бы	5	2
135	со всеми	3	2
136	и он	5	2
137	себе и	4	2
138	в самом	7	2
139	не могу	2	2
140	может служить	2	2
141	но для	3	2
142	у меня	5	2
143	в него	7	2
144	но зато	3	2
145	что и	3	2
146	его жизни	2	2
147	себя в	3	2
148	в процессе	2	2
149	я сам	2	2
150	же она	2	2
151	только на	3	2
152	а с	2	2
153	у нас	2	2
154	достоевского и	2	2
155	и что	5	2
156	в направлении	4	2
157	с точки	8	2
158	так же	2	2
159	той же	3	2
160	мы не	4	2
161	можно было	3	2
162	но это	4	2
163	в результате	4	2
164	в виде	3	2
165	но он	4	2
166	в своих	2	2
167	в категориях	2	2
168	т п	9	2
169	во время	4	2
170	как он	2	2
171	героя и	5	2
172	здесь не	6	2
173	бы в	5	2
174	в каждой	2	2
