N	2gram	Propp_Isto_3	VelikijI
1	и не	12	20
2	и в	22	16
3	то что	7	9
4	так как	7	9
5	еще не	10	8
6	что они	8	7
7	и потому	2	7
8	а не	6	7
9	хотя и	2	5
10	но и	12	5
11	того что	5	5
12	на себя	2	5
13	ты не	2	5
14	и есть	2	4
15	что он	9	4
16	в нем	9	4
17	как и	3	4
18	все что	3	4
19	это еще	2	4
20	в котором	2	4
21	так и	2	4
22	что не	2	4
23	потому что	3	4
24	в этом	17	4
25	в ней	2	4
26	и все	3	4
27	в его	3	4
28	если не	2	3
29	что в	15	3
30	в этих	11	3
31	в них	6	3
32	превращается в	3	3
33	они в	2	3
34	в жизни	2	3
35	ни в	2	3
36	в том	9	3
37	не в	4	3
38	но это	3	3
39	за ним	3	3
40	к тому	3	3
41	никогда не	3	3
42	то это	2	3
43	что и	9	3
44	жизни и	2	3
45	не было	2	3
46	и они	4	3
47	и что	2	3
48	не имеет	2	3
49	и для	2	3
50	их в	3	3
51	все эти	4	3
52	нет ничего	2	3
53	что ты	4	3
54	в чем	3	3
55	но в	10	3
56	с тем	2	2
57	его и	4	2
58	это не	6	2
59	прежде всего	3	2
60	что было	2	2
61	для нас	4	2
62	да и	2	2
63	том что	8	2
64	одна из	2	2
65	от него	2	2
66	но не	7	2
67	они и	3	2
68	для них	3	2
69	не только	14	2
70	один из	5	2
71	не с	2	2
72	и т	16	2
73	на том	3	2
74	ее в	3	2
75	с тобой	2	2
76	и новые	2	2
77	т д	15	2
78	почему в	3	2
79	все равно	3	2
80	тем что	4	2
81	над ними	2	2
82	уже не	7	2
83	вот почему	2	2
84	его не	3	2
85	а в	6	2
86	в человека	2	2
87	и то	2	2
88	между тем	2	2
89	могут быть	5	2
90	только в	4	2
91	и это	2	2
92	во всяком	2	2
