N	2gram	Bakhtin_Pr_1	TeoriaLi
1	в мире	7	24
2	не только	13	18
3	и не	34	16
4	а в	7	14
5	и в	23	13
6	может быть	21	12
7	так и	10	12
8	то есть	24	12
9	при этом	3	11
10	в этом	25	11
11	в том	11	11
12	но не	8	10
13	а не	20	10
14	и его	13	10
15	в его	24	9
16	то же	10	9
17	что в	8	8
18	отношению к	11	8
19	но и	11	8
20	по отношению	11	8
21	себя в	3	7
22	в себе	5	7
23	том что	9	7
24	в отличие	2	7
25	в данном	2	7
26	точки зрения	21	7
27	в то	10	7
28	только в	8	7
29	отличие от	2	7
30	с его	6	6
31	же время	7	6
32	еще не	5	6
33	в первой	2	6
34	лишь в	3	6
35	как бы	28	6
36	но в	4	6
37	в рамках	2	5
38	и одновременно	3	5
39	однако в	2	5
40	в своем	8	5
41	как и	8	5
42	не в	6	5
43	в пределах	9	5
44	между ними	2	5
45	в самом	8	5
46	в нем	20	5
47	данном случае	2	5
48	как в	6	5
49	он не	4	5
50	уже не	8	5
51	с другой	2	5
52	между тем	5	5
53	в искусстве	2	5
54	героя и	5	5
55	не столько	3	4
56	личности в	4	4
57	можно сказать	2	4
58	ни в	3	4
59	порядка в	2	4
60	в своей	11	4
61	то что	18	4
62	по преимуществу	3	4
63	в форме	6	4
64	в их	3	4
65	приводит к	3	4
66	и т.п	3	4
67	не может	11	4
68	художественного мира	5	4
69	сказать что	5	4
70	но он	2	4
71	говорить о	2	4
72	мира и	7	4
73	перед нами	4	3
74	художественного творчества	2	3
75	никогда не	5	3
76	в этих	2	3
77	в отношении	2	3
78	в противоположность	3	3
79	этом смысле	9	3
80	прежде всего	7	3
81	и к	4	3
82	для него	15	3
83	того что	2	3
84	и сам	2	3
85	например в	3	3
86	совпадает с	2	3
87	и потому	3	3
88	этого слова	2	3
89	авторской позиции	3	3
90	с ее	2	3
91	во времени	3	3
92	другой стороны	2	3
93	как раз	4	3
94	входит в	2	3
95	таким образом	11	3
96	именно в	6	3
97	мира в	6	3
98	и вот	2	3
99	и по	2	3
100	потому что	12	3
101	в основе	5	3
102	в этой	4	3
103	отношении к	2	3
104	его в	4	3
105	все эти	8	3
106	в художественном	2	3
107	я не	3	2
108	если бы	10	2
109	была бы	2	2
110	за пределы	6	2
111	себя и	2	2
112	в конце	5	2
113	это не	10	2
114	о себе	9	2
115	вовсе не	8	2
116	по себе	7	2
117	в литературе	3	2
118	что он	10	2
119	что может	2	2
120	но как	3	2
121	и как	8	2
122	в большинстве	2	2
123	из которых	2	2
124	здесь мы	2	2
125	даже в	2	2
126	и тем	2	2
127	к нему	3	2
128	зрения и	2	2
129	в целом	4	2
130	во всех	5	2
131	вместе с	2	2
132	со стороны	2	2
133	человеческой жизни	2	2
134	не на	3	2
135	в романе	11	2
136	и для	3	2
137	это и	9	2
138	в себя	3	2
139	в той	6	2
140	и о	3	2
141	внешнего мира	3	2
142	с точки	15	2
143	и даже	3	2
144	и притом	2	2
145	во всей	2	2
146	так же	6	2
147	роль в	2	2
148	в художественной	2	2
149	их в	2	2
150	автора и	5	2
151	у него	6	2
152	самим собою	2	2
153	на себя	3	2
154	и здесь	3	2
155	как будто	3	2
156	о том	2	2
157	и это	5	2
158	автора как	3	2
159	в которой	4	2
160	отношения к	2	2
161	в области	3	2
