N	2gram	Propp_Russ_1	StatiiOP
1	и в	36	29
2	том что	19	27
3	в том	17	27
4	в этом	12	21
5	но и	16	19
6	что в	19	19
7	не только	22	19
8	о том	8	17
9	в его	2	13
10	в и	17	13
11	между прочим	2	12
12	то что	6	11
13	все это	6	11
14	к тому	4	10
15	таким образом	6	10
16	т е	17	10
17	в своем	3	9
18	и т	10	9
19	так и	7	9
20	и не	6	9
21	потому что	10	9
22	и пр	2	8
23	но в	2	8
24	в г	4	7
25	но все	3	7
26	с тем	8	7
27	так например	6	7
28	в ней	2	7
29	вместе с	10	7
30	тому что	4	7
31	того как	5	7
32	об этом	9	6
33	в одном	3	6
34	все же	5	6
35	т д	9	6
36	в течение	5	6
37	и что	4	6
38	и на	10	6
39	о чем	3	5
40	в качестве	3	5
41	не знали	2	5
42	как бы	5	5
43	своего рода	3	5
44	а не	2	5
45	того что	4	5
46	между тем	7	5
47	точки зрения	3	5
48	г в	4	5
49	до того	2	4
50	в частности	2	4
51	что у	2	4
52	к этому	4	4
53	после того	2	4
54	и к	3	4
55	хотя и	2	4
56	в нем	2	4
57	ничего не	3	4
58	связи с	4	4
59	еще до	2	4
60	и с	2	4
61	не менее	3	3
62	борьбы с	2	3
63	что это	3	3
64	в этих	3	3
65	с этим	2	3
66	на себя	2	3
67	в образе	2	3
68	что на	4	3
69	у нас	8	3
70	так что	2	3
71	но это	4	3
72	но не	2	3
73	что ему	2	3
74	до конца	2	3
75	например в	2	3
76	должно было	2	3
77	года в	2	3
78	из них	8	3
79	как в	5	3
80	в их	4	3
81	а с	4	3
82	не было	2	3
83	относятся к	2	3
84	тем что	4	3
85	на самом	2	3
86	в году	2	3
87	и по	8	3
88	так же	3	3
89	и здесь	2	3
90	в россии	4	3
91	которые не	3	3
92	но они	3	2
93	во время	14	2
94	и более	2	2
95	и другие	13	2
96	и др	4	2
97	по этому	3	2
98	в них	6	2
99	в какой	2	2
100	как например	3	2
101	что именно	2	2
102	только по	2	2
103	в тех	4	2
104	что и	7	2
105	тем не	3	2
106	его как	2	2
107	он был	2	2
108	нас не	2	2
109	по существу	4	2
110	как и	10	2
111	такое же	2	2
112	и как	2	2
113	должна была	2	2
114	что они	7	2
115	в москве	3	2
116	как известно	2	2
117	в это	3	2
118	несмотря на	3	2
119	может быть	8	2
120	далее в	2	2
121	том же	2	2
122	и потому	2	2
123	а также	3	2
124	еще в	4	2
125	только в	4	2
126	в некоторых	4	2
127	судить по	2	2
128	воспоминания о	2	2
129	не на	2	2
130	не может	4	2
131	тогда как	2	2
132	этому поводу	2	2
133	сомнений в	2	2
134	в особенности	2	2
135	то же	3	2
136	все эти	2	2
137	при этом	6	2
138	там где	2	2
139	на этот	3	2
140	не имеет	6	2
141	с точки	3	2
142	и те	3	2
143	ко времени	3	2
144	что этот	4	2
145	в первые	2	2
146	это время	2	2
147	этот вопрос	2	2
148	в один	2	2
149	как он	2	2
150	так как	15	2
151	как это	8	2
152	в области	3	2
153	в числе	2	2
