N	2gram	Propp_Isto_5	Komedia
1	и в	25	22
2	и не	11	21
3	т е	16	16
4	в дом	2	14
5	том что	8	13
6	в том	6	12
7	таким образом	9	12
8	со стороны	2	11
9	так как	11	11
10	потому что	7	10
11	до сих	2	9
12	вместе с	22	9
13	сих пор	2	9
14	если бы	2	8
15	что он	22	8
16	в его	12	8
17	что и	6	8
18	в этом	10	8
19	о том	7	8
20	его в	9	8
21	о чем	2	7
22	об этом	2	7
23	в свою	3	7
24	то же	4	7
25	а в	3	7
26	во время	7	6
27	к этому	2	6
28	ясно что	5	6
29	того же	2	6
30	еще не	8	6
31	для того	3	6
32	может быть	17	6
33	самом деле	2	6
34	и что	8	6
35	того чтобы	3	6
36	так что	2	6
37	и его	9	6
38	в то	3	6
39	не менее	4	5
40	связи с	8	5
41	что в	8	5
42	прежде всего	6	5
43	то это	3	5
44	что его	3	5
45	и сам	2	5
46	не только	13	5
47	в своей	2	5
48	из них	2	5
49	все это	4	5
50	по отношению	2	5
51	он не	4	5
52	тем что	10	5
53	к нему	3	5
54	в которых	3	5
55	с ним	4	5
56	с тем	8	4
57	но все	5	4
58	у него	2	4
59	с другой	9	4
60	вовсе не	2	4
61	и здесь	7	4
62	все же	10	4
63	не в	6	4
64	несмотря на	2	4
65	в ней	5	4
66	и т	20	4
67	то что	7	4
68	когда он	2	4
69	но и	13	4
70	на него	8	4
71	из дому	2	4
72	а не	2	4
73	и для	2	4
74	друг друга	3	4
75	так же	5	4
76	точки зрения	2	4
77	на себя	3	4
78	в связи	4	4
79	и с	3	4
80	в частности	7	3
81	никогда не	3	3
82	на них	2	3
83	с этой	2	3
84	с этим	5	3
85	если не	4	3
86	в нем	7	3
87	на то	2	3
88	тем не	4	3
89	в ее	4	3
90	как и	7	3
91	в этой	3	3
92	одной стороны	7	3
93	и мы	2	3
94	должно было	2	3
95	как бы	2	3
96	из себя	4	3
97	один из	2	3
98	отношению к	2	3
99	в целом	3	3
100	не может	6	3
101	с одной	7	3
102	в течение	2	3
103	в других	2	3
104	их в	3	3
105	мы можем	2	3
106	представляет собой	7	3
107	и этим	2	3
108	в которой	4	3
109	ничего не	2	3
110	том как	2	3
111	под влиянием	2	2
112	уже в	2	2
113	в качестве	7	2
114	не как	4	2
115	как в	6	2
116	это не	6	2
117	а сам	2	2
118	и все	3	2
119	человека и	2	2
120	представление о	17	2
121	в образе	5	2
122	а как	2	2
123	не ясно	3	2
124	мы знаем	8	2
125	этом случае	7	2
126	а затем	7	2
127	по существу	2	2
128	такое же	2	2
129	за ним	4	2
130	она не	2	2
131	и хотя	4	2
132	а на	2	2
133	в пределах	4	2
134	совершенно не	2	2
135	одним из	2	2
136	не совсем	6	2
137	в свое	2	2
138	и он	6	2
139	только один	3	2
140	должен быть	2	2
141	представляют собой	3	2
142	после этого	2	2
143	во всех	2	2
144	по лестнице	3	2
145	наряду с	4	2
146	как мы	5	2
147	другой стороны	8	2
148	все еще	4	2
149	его не	3	2
150	до этого	2	2
151	человека в	3	2
152	мы не	5	2
153	из которых	2	2
154	роль в	2	2
155	с другими	4	2
156	и на	8	2
157	за ней	2	2
158	что мы	2	2
159	е в	3	2
160	его на	4	2
161	и это	4	2
