N	2gram	Bakhtin_Pr_3	Psycholo
1	то что	11	37
2	и в	34	30
3	в том	3	27
4	что в	7	24
5	и что	5	23
6	потому что	12	23
7	том что	3	21
8	все время	5	20
9	таким образом	5	20
10	как бы	27	19
11	что он	23	17
12	не только	10	16
13	в самом	8	14
14	в этом	16	14
15	так же	8	13
16	как раз	4	13
17	в сущности	11	12
18	вместе с	4	12
19	показать что	2	12
20	если бы	4	11
21	может быть	19	11
22	как на	2	11
23	о том	2	10
24	никогда не	8	9
25	с другой	4	9
26	для этого	3	9
27	мы увидим	2	9
28	не может	19	9
29	увидим что	2	9
30	и то	3	9
31	сказать что	2	9
32	так как	4	9
33	с тем	5	8
34	что это	5	8
35	тому что	2	8
36	он должен	2	8
37	к тому	5	8
38	не в	9	8
39	а не	9	8
40	при этом	4	8
41	того что	5	8
42	самом деле	13	8
43	и это	4	8
44	по себе	3	7
45	в нем	19	7
46	и как	3	7
47	но не	4	7
48	все же	7	7
49	и т	8	7
50	то же	14	7
51	точки зрения	8	7
52	героя и	9	7
53	уже в	3	6
54	в своем	2	6
55	как и	18	6
56	что с	3	6
57	и если	2	6
58	и для	8	6
59	но и	12	6
60	что все	4	6
61	что оно	2	6
62	и не	29	6
63	жизни и	3	6
64	и его	16	6
65	тем что	4	6
66	мы уже	6	6
67	как будто	7	6
68	на этом	4	6
69	в целом	5	5
70	как мы	7	5
71	и потому	2	5
72	что они	6	5
73	еще не	4	5
74	было бы	2	5
75	был бы	2	5
76	когда он	2	5
77	один из	2	5
78	другой стороны	3	5
79	а с	3	5
80	сводится к	3	5
81	рядом с	4	5
82	в себе	6	5
83	но в	16	5
84	только в	6	5
85	бы в	3	5
86	от него	6	4
87	и все	19	4
88	прежде всего	15	4
89	говорит о	2	4
90	и к	12	4
91	в своей	3	4
92	в ней	3	4
93	в его	22	4
94	в него	3	4
95	в них	2	4
96	только на	4	4
97	только что	3	4
98	а в	5	4
99	которых мы	2	4
100	там где	7	4
101	на одном	2	4
102	как она	2	4
103	в конце	5	4
104	о чем	2	4
105	в виду	3	4
106	под влиянием	3	3
107	у него	4	3
108	что у	6	3
109	хотя бы	5	3
110	это не	5	3
111	не как	3	3
112	именно потому	2	3
113	это в	2	3
114	и говорит	2	3
115	вовсе не	11	3
116	вопрос о	2	3
117	самого начала	8	3
118	с самого	8	3
119	так что	5	3
120	для него	13	3
121	тот же	2	3
122	когда она	2	3
123	друг с	2	3
124	он не	15	3
125	в ее	3	3
126	что и	5	3
127	он только	3	3
128	на его	4	3
129	ни в	4	3
130	так и	6	3
131	как в	4	3
132	так в	2	3
133	и только	2	3
134	т д	2	3
135	но только	2	3
136	в той	2	3
137	героя в	5	3
138	с другом	2	3
139	и наконец	5	3
140	с которым	7	3
141	той же	2	3
142	но он	3	3
143	и на	6	3
144	т п	6	3
145	в другом	8	3
146	мы должны	5	3
147	в которой	2	3
148	не кажется	2	2
149	с этой	2	2
150	в отношении	9	2
151	с его	6	2
152	в душе	2	2
153	он в	4	2
154	себя и	8	2
155	от этой	2	2
156	понятно что	2	2
157	не является	2	2
158	чем не	2	2
159	этого необходимо	2	2
160	бы его	4	2
161	в одной	3	2
162	с этим	2	2
163	в одном	5	2
164	в каждом	3	2
165	этом смысле	4	2
166	своего героя	2	2
167	а как	2	2
168	или иной	2	2
169	мы знаем	2	2
170	этом случае	2	2
171	до конца	3	2
172	и того	2	2
173	но все	5	2
174	того же	2	2
175	если я	2	2
176	нет в	2	2
177	к другому	20	2
178	той или	2	2
179	мог бы	2	2
180	еще в	3	2
181	в котором	3	2
182	его с	4	2
183	себе и	5	2
184	с таким	4	2
185	не с	2	2
186	почти на	2	2
187	из них	5	2
188	во всех	2	2
189	входят в	2	2
190	быть и	2	2
191	ни одного	5	2
192	в форме	2	2
193	к самому	3	2
194	находится в	2	2
195	все это	16	2
196	отличается от	2	2
197	по отношению	5	2
198	которых он	2	2
199	в отличие	2	2
200	все равно	4	2
201	это и	2	2
202	и вот	5	2
203	с точки	4	2
204	и даже	7	2
205	и он	2	2
206	есть только	3	2
207	должно быть	3	2
208	отличие от	2	2
209	ничего не	4	2
210	в которых	2	2
211	и с	15	2
212	говорит он	3	2
213	и так	5	2
214	он дает	2	2
215	даже и	4	2
216	другому и	3	2
217	совсем не	3	2
218	во всем	3	2
219	в то	12	2
220	что даже	2	2
221	не знает	6	2
222	как он	3	2
223	все эти	4	2
224	конце концов	3	2
225	он как	4	2
226	же не	2	2
227	нет ни	2	2
228	это действительно	2	2
229	на самом	11	2
