N	2gram	Medvedev_F_2	KulturaY
1	и т	14	54
2	т п	9	41
3	т е	26	32
4	и в	38	23
5	точки зрения	8	23
6	в том	11	22
7	не только	9	17
8	было бы	6	16
9	в этом	27	16
10	с точки	7	16
11	в области	3	14
12	может быть	23	14
13	самом деле	8	14
14	что в	7	13
15	в самом	16	13
16	для того	3	12
17	потому что	2	12
18	том что	2	11
19	а не	6	11
20	того что	3	11
21	в его	10	11
22	того чтобы	3	11
23	и не	20	10
24	можно говорить	2	10
25	прежде всего	15	9
26	хотя бы	6	9
27	таким образом	20	9
28	так как	4	9
29	если бы	5	8
30	лишь в	7	8
31	зависимости от	3	8
32	т д	5	8
33	уже не	7	8
34	в виду	2	8
35	с другой	3	7
36	если мы	5	7
37	слова и	7	7
38	в зависимости	3	7
39	на фоне	4	7
40	в языке	6	7
41	должно быть	2	7
42	сказать что	2	7
43	все эти	6	7
44	как это	2	7
45	с тем	11	6
46	для этого	2	6
47	языка в	9	6
48	по себе	7	6
49	что и	8	6
50	что он	5	6
51	при этом	9	6
52	и тем	2	6
53	так и	8	6
54	в их	6	6
55	не может	14	6
56	то же	6	6
57	в общем	5	6
58	с помощью	10	6
59	о языке	4	6
60	могут быть	6	6
61	говорить о	5	6
62	связи с	13	6
63	только в	6	6
64	ничего не	4	6
65	что же	5	5
66	не могут	7	5
67	независимо от	4	5
68	вовсе не	11	5
69	как и	9	5
70	не в	15	5
71	совершенно не	4	5
72	хотя и	3	5
73	как бы	4	5
74	все же	8	5
75	в связи	10	5
76	как мы	7	5
77	а в	6	5
78	но это	2	5
79	тем что	8	5
80	из этих	3	5
81	в поэзии	12	5
82	в первом	7	5
83	в чем	2	5
84	и должно	5	5
85	слова в	3	4
86	том случае	2	4
87	тому что	2	4
88	один из	2	4
89	языка как	11	4
90	в целом	3	4
91	литературный язык	6	4
92	столь же	2	4
93	в сущности	4	4
94	в своей	7	4
95	и о	2	4
96	в ее	2	4
97	то что	6	4
98	как в	4	4
99	как раз	6	4
100	не было	6	4
101	в той	2	4
102	тем самым	2	4
103	что не	4	4
104	в таком	2	4
105	в слове	5	4
106	не столько	4	4
107	между тем	2	4
108	мы говорим	4	4
109	а лишь	3	3
110	уже в	2	3
111	и более	2	3
112	поэзии как	2	3
113	речи но	2	3
114	что это	3	3
115	отнюдь не	8	3
116	вопроса о	2	3
117	как о	4	3
118	это не	2	3
119	формы и	2	3
120	на самом	3	3
121	должна быть	5	3
122	именно в	5	3
123	или иного	5	3
124	к тому	4	3
125	и к	4	3
126	что на	2	3
127	ни в	2	3
128	но как	2	3
129	по существу	7	3
130	это и	5	3
131	мы видели	4	3
132	то в	2	3
133	что именно	2	3
134	но не	2	3
135	очевидно что	2	3
136	по преимуществу	5	3
137	в какой	3	3
138	е как	2	3
139	он не	6	3
140	то это	3	3
141	не есть	3	3
142	литературного языка	3	3
143	отношение к	2	3
144	в процессе	9	3
145	но и	13	3
146	а именно	2	3
147	другой стороны	4	3
148	мы не	3	3
149	они не	4	3
150	не по	2	3
151	в ней	6	3
152	и пр	21	3
153	не имеет	2	3
154	не так	2	3
155	и с	9	3
156	всего этого	5	3
157	языка но	2	3
158	этот вопрос	2	3
159	в результате	6	3
160	сам по	3	3
161	слово в	2	3
162	в то	5	3
163	и только	5	3
164	она не	2	3
165	слово есть	2	3
166	того или	4	3
167	установка на	2	3
168	там где	4	3
169	отметить что	2	3
170	так сказать	3	2
171	образом не	2	2
172	такой же	3	2
173	все это	3	2
174	но все	3	2
175	своей статье	3	2
176	не как	4	2
177	до крайности	2	2
178	раз и	4	2
179	как например	2	2
180	как они	4	2
181	совершенно иной	2	2
182	главным образом	3	2
183	в тех	2	2
184	же это	2	2
185	как таковой	3	2
186	к его	2	2
187	и здесь	3	2
188	состоит в	2	2
189	и как	3	2
190	в дальнейшем	4	2
191	из всего	3	2
192	что они	4	2
193	равно как	2	2
194	язык и	7	2
195	кроме того	2	2
196	в качестве	2	2
197	этот прием	2	2
198	к другому	2	2
199	в статье	4	2
200	не о	4	2
201	лишь о	2	2
202	слова как	2	2
203	в котором	2	2
204	его в	3	2
205	в пределах	12	2
206	в некоторых	4	2
207	вместе с	6	2
208	он пишет	2	2
209	языка и	12	2
210	так в	3	2
211	то и	3	2
212	в отличие	2	2
213	как к	3	2
214	смысл и	2	2
215	становится и	2	2
216	в особенности	4	2
217	еще более	5	2
218	не просто	2	2
219	проблема и	2	2
220	именно на	3	2
221	говорим о	2	2
222	тем же	3	2
223	какой мере	2	2
224	и нужно	2	2
225	в корне	7	2
226	русского литературного	2	2
227	с другими	10	2
228	во всяком	5	2
229	он в	2	2
230	ни на	2	2
231	чем же	3	2
232	на этом	2	2
233	можно будет	2	2
234	если же	2	2
235	в этих	2	2
236	здесь не	4	2
237	не то	3	2
238	подхода к	2	2
239	само собою	2	2
240	отличие от	2	2
241	но в	4	2
242	если это	2	2
