N	2gram	Bakhtin_Pr_3	FransuaR
1	и в	34	65
2	как бы	27	22
3	и не	29	22
4	вовсе не	11	18
5	в сущности	11	16
6	в том	3	16
7	в этом	16	15
8	но в	16	14
9	в нем	19	13
10	мы уже	6	12
11	прежде всего	15	11
12	и на	6	11
13	и его	16	10
14	и потому	2	10
15	не только	10	10
16	но и	12	10
17	так и	6	10
18	все эти	4	10
19	в его	22	9
20	во всех	2	9
21	все это	16	9
22	по своему	3	8
23	в своем	2	8
24	всех этих	2	8
25	и даже	7	8
26	за пределы	2	8
27	его в	4	7
28	уже говорили	3	7
29	жизни и	3	7
30	точки зрения	8	7
31	только в	6	7
32	никогда не	8	6
33	не знает	6	6
34	том что	3	6
35	все же	7	6
36	как мы	7	6
37	еще не	4	6
38	при этом	4	6
39	может быть	19	6
40	в ней	3	6
41	в отношении	9	6
42	на самом	11	6
43	и у	5	6
44	сказать что	2	6
45	так как	4	6
46	с его	6	5
47	в одном	5	5
48	еще более	2	5
49	в них	2	5
50	потому что	12	5
51	отличие от	2	5
52	на протяжении	5	5
53	или иной	2	5
54	рядом с	4	5
55	для него	13	5
56	в своей	3	5
57	той или	2	5
58	как в	4	5
59	как и	18	5
60	в той	2	5
61	между тем	3	5
62	и все	19	5
63	в общем	4	4
64	это уже	2	4
65	это в	2	4
66	на всю	2	4
67	и к	12	4
68	мы остановимся	4	4
69	не в	9	4
70	это как	3	4
71	отношение к	6	4
72	в самом	8	4
73	из них	5	4
74	в отличие	2	4
75	здесь и	2	4
76	во время	2	4
77	выходит за	2	4
78	входит в	2	4
79	так сказать	2	4
80	в жизни	2	4
81	но на	4	3
82	что в	7	3
83	не является	2	3
84	это не	5	3
85	и во	3	3
86	что он	23	3
87	в ее	3	3
88	но все	5	3
89	но это	4	3
90	мы и	2	3
91	в обычном	2	3
92	самом деле	13	3
93	но для	3	3
94	о нем	2	3
95	даже в	5	3
96	к нему	14	3
97	почти на	2	3
98	с точки	4	3
99	то что	11	3
100	и прежде	4	3
101	как раз	4	3
102	не может	19	3
103	в форме	2	3
104	уже не	2	3
105	с другой	4	3
106	друг друга	2	3
107	он дает	2	3
108	даже и	4	3
109	он и	5	3
110	в себе	6	3
111	и вообще	2	3
112	далеко не	3	3
113	но как	4	3
114	связан с	2	3
115	с ним	8	3
116	ничего не	4	3
117	и с	15	3
118	в виду	3	3
119	с миром	3	3
120	но не	4	2
121	к тому	5	2
122	и без	2	2
123	и от	5	2
124	раз и	3	2
125	вполне понятно	2	2
126	конечно в	2	2
127	его к	3	2
128	и так	5	2
129	протяжении всего	4	2
130	да и	4	2
131	более того	2	2
132	прекрасного и	2	2
133	от него	6	2
134	до конца	3	2
135	и он	2	2
136	например в	2	2
137	на его	4	2
138	знает и	7	2
139	при всей	2	2
140	хотя и	3	2
141	он не	15	2
142	нет и	3	2
143	и для	8	2
144	в целом	5	2
145	в большинстве	2	2
146	на него	7	2
147	только на	4	2
148	особенно в	2	2
149	же он	2	2
150	на них	5	2
151	не для	2	2
152	себе самому	18	2
153	понятно что	2	2
154	и вот	5	2
155	не входит	2	2
156	того что	5	2
157	что не	7	2
158	в заключение	2	2
159	особый тип	2	2
160	и наконец	5	2
161	есть только	3	2
162	к себе	17	2
163	их в	3	2
164	но с	2	2
165	и почти	2	2
166	во всем	3	2
167	о том	2	2
168	и это	4	2
169	большинстве случаев	3	2
170	в чем	5	2
171	это было	3	2
172	говорили что	3	2
