N	2gram	Bakhtin_Fr_7	Problemy
1	и в	41	34
2	и не	7	29
3	как бы	7	27
4	что он	3	23
5	в его	12	22
6	может быть	4	19
7	в нем	7	19
8	не может	3	19
9	и все	14	19
10	как и	14	18
11	но в	8	16
12	все это	10	16
13	и его	9	16
14	в этом	15	16
15	и с	4	15
16	прежде всего	11	15
17	он не	4	15
18	то же	13	14
19	к нему	5	14
20	для него	6	13
21	но и	9	12
22	же время	9	12
23	и к	5	12
24	потому что	5	12
25	в то	10	12
26	вовсе не	7	11
27	в сущности	4	11
28	то что	8	11
29	на самом	2	11
30	не только	5	10
31	в отношении	3	9
32	не в	9	9
33	а не	2	9
34	никогда не	2	8
35	с самого	2	8
36	так же	5	8
37	точки зрения	5	8
38	с ним	2	8
39	и для	5	8
40	я не	3	7
41	что в	9	7
42	как мы	11	7
43	которым он	3	6
44	отношение к	2	6
45	что у	3	6
46	не знает	3	6
47	и на	4	6
48	с ними	3	6
49	с его	2	6
50	мы уже	12	6
51	отношению к	2	6
52	так и	10	6
53	в плане	5	6
54	в себе	11	6
55	только в	6	6
56	все время	2	5
57	что это	4	5
58	это не	6	5
59	и от	8	5
60	в конце	8	5
61	к тому	2	5
62	но все	4	5
63	того что	2	5
64	вы думаете	2	5
65	из них	3	5
66	по отношению	2	5
67	таким образом	19	5
68	на них	3	5
69	и вот	2	5
70	не мог	2	5
71	а в	5	5
72	и так	2	5
73	и наконец	4	5
74	в одном	3	5
75	что и	5	5
76	и у	5	5
77	во всяком	2	5
78	в чем	2	5
79	что все	2	4
80	он хочет	6	4
81	переходим к	2	4
82	ни было	2	4
83	ни в	6	4
84	но это	3	4
85	на этом	5	4
86	у него	6	4
87	при этом	3	4
88	все эти	13	4
89	рядом с	4	4
90	его в	3	4
91	так как	3	4
92	еще не	2	4
93	как в	5	4
94	только на	2	4
95	в мире	3	4
96	с точки	3	4
97	тем что	3	4
98	и это	5	4
99	ничего не	4	4
100	вместе с	5	4
101	уже в	5	3
102	он только	2	3
103	его к	3	3
104	в том	11	3
105	такой же	3	3
106	совсем не	3	3
107	до конца	2	3
108	в реальном	2	3
109	хотя и	4	3
110	в виду	4	3
111	с ее	3	3
112	мы видели	5	3
113	уже говорили	4	3
114	жизни и	3	3
115	в одной	2	3
116	должно быть	4	3
117	их в	2	3
118	в ней	5	3
119	но он	4	3
120	как он	2	3
121	конце концов	4	3
122	большинстве случаев	2	3
123	бы в	2	3
124	и во	2	3
125	том что	4	3
126	по своему	2	3
127	в своей	3	3
128	к самому	2	3
129	как я	4	3
130	и как	2	3
131	и то	2	3
132	далеко не	2	3
133	это было	2	3
134	он знает	2	2
135	в человеке	2	2
136	не было	3	2
137	та же	4	2
138	это в	3	2
139	в тоне	2	2
140	на всю	2	2
141	в большинстве	2	2
142	например в	3	2
143	все те	2	2
144	он может	3	2
145	в форме	3	2
146	и со	2	2
147	в своем	9	2
148	в заключение	2	2
149	особенно в	2	2
150	без труда	2	2
151	эпизод с	11	2
152	в которых	2	2
153	с этим	2	2
154	на одном	5	2
155	о том	6	2
156	нет ни	2	2
157	во время	3	2
158	он дает	4	2
159	в них	7	2
160	здесь и	2	2
161	его целом	2	2
162	того же	3	2
163	очень часто	3	2
164	тот же	2	2
165	но именно	3	2
166	было бы	4	2
167	со всеми	2	2
168	во всех	3	2
169	и потому	3	2
170	о нем	3	2
171	но этот	3	2
172	всего романа	2	2
173	благодаря этому	2	2
174	своего рода	2	2
175	входят в	2	2
176	всего этого	2	2
177	находится в	2	2
178	жизнь и	2	2
179	в силах	2	2
180	еще более	2	2
181	в той	3	2
182	уже не	2	2
183	что значит	2	2
184	в которой	2	2
185	той же	3	2
186	связан с	2	2
187	и ее	2	2
188	которой он	2	2
189	так сказать	3	2
190	все его	3	2
