N	2gram	Bakhtin_Fr_6	Problemy
1	и в	41	35
2	как бы	7	31
3	и не	3	27
4	что он	6	24
5	в его	7	21
6	но в	8	19
7	не может	4	18
8	к себе	2	18
9	как и	7	18
10	в нем	16	16
11	то есть	24	16
12	то же	5	15
13	и все	9	15
14	но и	13	14
15	может быть	2	14
16	все это	11	14
17	в сущности	8	14
18	и его	13	14
19	в этом	12	14
20	к нему	3	13
21	он не	2	13
22	прежде всего	10	12
23	и с	16	12
24	в другом	4	12
25	в то	6	11
26	не в	4	10
27	самом деле	4	10
28	же время	5	10
29	не только	10	10
30	то что	10	10
31	так и	5	8
32	потому что	3	8
33	мы уже	18	8
34	все же	4	8
35	как мы	12	8
36	и для	3	8
37	и сам	3	7
38	лишь в	2	7
39	так же	5	7
40	а в	4	7
41	самим собой	2	7
42	и наконец	4	7
43	точки зрения	2	7
44	с ним	4	7
45	с его	5	7
46	вовсе не	7	7
47	там где	5	7
48	таким образом	17	7
49	он сам	3	6
50	что в	7	6
51	но это	3	6
52	что они	2	6
53	и что	5	6
54	в самом	10	6
55	и на	9	6
56	в одном	5	6
57	от него	2	6
58	но не	2	6
59	и т.п	19	6
60	в плане	3	6
61	только в	3	6
62	в конце	2	5
63	себе самом	2	5
64	в том	2	5
65	так что	2	5
66	уже говорили	11	5
67	и даже	4	5
68	во время	9	5
69	даже в	4	5
70	как в	4	5
71	и то	2	5
72	в себе	5	5
73	все время	4	4
74	никогда не	8	4
75	с другой	4	4
76	та же	4	4
77	до конца	2	4
78	на его	2	4
79	рядом с	5	4
80	между тем	2	4
81	говорит он	2	4
82	но он	5	4
83	в эту	2	4
84	ведь и	2	4
85	так как	10	4
86	бы в	2	4
87	у него	7	4
88	как раз	2	4
89	в них	7	4
90	во всем	5	4
91	тот же	4	4
92	еще в	5	4
93	в своей	2	4
94	и прежде	2	4
95	в той	5	4
96	а не	2	4
97	что не	3	4
98	и у	2	4
99	говорили что	3	4
100	тем что	5	4
101	он в	2	4
102	что это	5	4
103	в чем	3	4
104	уже в	4	3
105	и от	4	3
106	в него	3	3
107	если б	2	3
108	из них	5	3
109	другой стороны	2	3
110	в форме	2	3
111	в одной	3	3
112	все эти	11	3
113	не мог	3	3
114	того что	3	3
115	сказать что	6	3
116	и во	2	3
117	говорить о	2	3
118	в начале	3	3
119	человека с	2	3
120	с миром	3	3
121	в котором	4	3
122	с этим	3	3
123	в ее	5	3
124	как его	2	3
125	это и	2	3
126	том что	7	3
127	было бы	3	3
128	со всеми	2	3
129	за пределы	2	3
130	во всех	17	3
131	только с	3	3
132	так сказать	2	2
133	времени и	2	2
134	отрывок из	2	2
135	это уже	2	2
136	в этих	2	2
137	для этого	2	2
138	с этой	3	2
139	переходит в	2	2
140	что все	2	2
141	в дальнейшем	2	2
142	на этом	2	2
143	в большинстве	4	2
144	первой книги	3	2
145	при этом	3	2
146	например в	6	2
147	хотя и	2	2
148	в эти	2	2
149	мы видели	2	2
150	здесь он	3	2
151	понятно что	2	2
152	в своем	5	2
153	на которой	2	2
154	те же	3	2
155	но эта	2	2
156	есть только	3	2
157	каждый из	2	2
158	характер и	2	2
159	их в	2	2
160	в ней	4	2
161	что даже	2	2
162	о том	9	2
163	как он	2	2
164	в первом	3	2
165	большинстве случаев	5	2
166	всех этих	2	2
167	для его	2	2
168	того времени	2	2
169	своего героя	3	2
170	конечно в	2	2
171	но конечно	2	2
172	а затем	4	2
173	раз в	2	2
174	и отчасти	2	2
175	здесь в	9	2
176	мы увидим	3	2
177	кажется что	2	2
178	одной из	3	2
179	конечно не	3	2
180	вполне понятно	2	2
181	в ослабленной	2	2
182	но уже	2	2
183	себя в	2	2
184	вместе с	6	2
185	в голове	3	2
186	разобранной нами	3	2
187	и он	5	2
188	и как	4	2
189	с точки	2	2
190	той же	5	2
191	да еще	2	2
192	или в	6	2
193	с другими	3	2
194	всех тех	2	2
195	и вообще	4	2
196	из этого	4	2
197	это было	2	2
