N	2gram	Bakhtin_Fr_5	Literetu
1	и не	15	22
2	и в	45	16
3	при этом	2	15
4	не только	14	14
5	но и	10	14
6	в этом	14	14
7	а не	4	12
8	то что	2	12
9	может быть	2	12
10	в том	10	12
11	не в	7	10
12	своего рода	4	10
13	то же	11	9
14	так и	6	9
15	того что	3	9
16	в то	11	9
17	том что	7	8
18	не может	5	8
19	в этой	6	8
20	как бы	12	8
21	в своей	3	7
22	же время	9	7
23	точки зрения	4	7
24	только в	4	7
25	с его	7	6
26	к тому	2	6
27	в его	13	6
28	и т.п	16	6
29	и его	13	6
30	в другом	3	6
31	о том	4	6
32	в качестве	2	5
33	это не	3	5
34	в году	3	5
35	что он	6	5
36	тому же	4	5
37	как и	10	5
38	лишь в	2	5
39	в целом	2	5
40	вместе с	3	5
41	как в	3	5
42	а именно	2	5
43	в отличие	2	5
44	а в	4	5
45	этом отношении	5	5
46	именно в	3	5
47	в основе	4	5
48	то есть	25	5
49	в поэзии	3	5
50	отличие от	2	5
51	но не	4	4
52	даже в	2	4
53	по существу	3	4
54	и если	2	4
55	в начале	2	4
56	и для	3	4
57	одним из	5	4
58	хотя и	5	4
59	данном случае	2	4
60	жизни в	2	4
61	а также	4	4
62	в данном	2	4
63	одно из	2	4
64	в одном	3	4
65	том числе	4	3
66	только для	2	3
67	прежде всего	10	3
68	в г	2	3
69	в романе	11	3
70	и как	5	3
71	о чем	3	3
72	жизнью в	2	3
73	например в	5	3
74	и к	5	3
75	в самом	4	3
76	в сторону	2	3
77	еще в	2	3
78	с ее	5	3
79	жизни и	8	3
80	самом деле	5	3
81	и наконец	2	3
82	с точки	2	3
83	как на	4	3
84	той же	4	3
85	потому что	7	3
86	и жизни	2	3
87	там где	3	3
88	как это	4	3
89	но в	14	3
90	между тем	2	3
91	с которой	2	2
92	что в	12	2
93	она и	2	2
94	не менее	3	2
95	все они	4	2
96	и одновременно	3	2
97	в конце	7	2
98	к этому	2	2
99	в нем	10	2
100	раз в	2	2
101	связи с	6	2
102	числе и	2	2
103	того же	3	2
104	него не	2	2
105	для него	3	2
106	можно сказать	2	2
107	было бы	2	2
108	со всеми	5	2
109	этот путь	2	2
110	в первой	4	2
111	несмотря на	2	2
112	во всех	13	2
113	вплоть до	2	2
114	себя и	2	2
115	один из	2	2
116	еще один	2	2
117	что и	7	2
118	все же	2	2
119	во второй	2	2
120	когда он	2	2
121	в ту	2	2
122	как мы	8	2
123	так же	8	2
124	как раз	5	2
125	им в	2	2
126	и только	2	2
127	за его	2	2
128	еще и	3	2
129	и вот	3	2
130	свободы и	2	2
131	того чтобы	6	2
132	для того	6	2
133	и даже	4	2
134	право на	10	2
135	своей жизни	2	2
136	и на	5	2
137	и с	10	2
138	он в	2	2
139	он и	3	2
140	мира а	2	2
141	же самое	2	2
142	его в	5	2
143	здесь не	6	2
144	здесь как	4	2
145	мира и	8	2
