N	2gram	Tiupa_Anal_3	StatiiOP
1	и в	18	29
2	том что	12	27
3	в том	9	27
4	для пушкина	2	21
5	в этом	14	21
6	но и	13	19
7	что в	9	19
8	не только	22	19
9	о том	6	17
10	что пушкин	2	15
11	что он	4	13
12	в его	7	13
13	у пушкина	3	12
14	то что	2	11
15	все это	3	11
16	к тому	6	10
17	таким образом	4	10
18	в своем	4	9
19	так и	14	9
20	этом отношении	3	9
21	и не	12	9
22	пушкина и	2	9
23	он не	6	9
24	по поводу	3	8
25	как раз	7	8
26	но в	2	8
27	с тем	2	7
28	в самом	5	7
29	в ней	2	7
30	вместе с	2	7
31	не столько	3	7
32	об этом	2	6
33	в одном	4	6
34	все же	4	6
35	и его	13	6
36	и на	4	6
37	о чем	4	5
38	прежде всего	5	5
39	в той	2	5
40	в качестве	12	5
41	было бы	3	5
42	как бы	10	5
43	своего рода	8	5
44	а не	9	5
45	между тем	5	5
46	точки зрения	3	5
47	в русской	7	5
48	именно в	3	4
49	в частности	12	4
50	с другой	7	4
51	но с	2	4
52	к этому	3	4
53	в романе	2	4
54	не в	6	4
55	для него	6	4
56	и к	4	4
57	хотя и	2	4
58	в нем	2	4
59	дело в	2	4
60	внимание на	4	4
61	ничего не	3	4
62	в общем	2	3
63	не менее	4	3
64	не является	5	3
65	с этим	3	3
66	на себя	2	3
67	с нею	2	3
68	по себе	4	3
69	самого пушкина	3	3
70	не мог	2	3
71	тому же	3	3
72	в начале	6	3
73	но не	7	3
74	например в	2	3
75	никогда не	5	3
76	и даже	8	3
77	всяком случае	2	3
78	другой стороны	5	3
79	по его	3	3
80	самом деле	2	3
81	как в	3	3
82	в их	6	3
83	не было	3	3
84	еще и	3	3
85	тем что	2	3
86	в году	3	3
87	и он	2	3
88	и по	2	3
89	его не	3	3
90	во всяком	2	3
91	и здесь	2	3
92	но они	2	2
93	с его	8	2
94	только не	3	2
95	в сочетании	3	2
96	в них	2	2
97	в конце	5	2
98	связь с	2	2
99	в тех	2	2
100	что и	5	2
101	о которых	2	2
102	не должен	2	2
103	тем не	2	2
104	его как	3	2
105	в ее	3	2
106	говорит о	2	2
107	как и	14	2
108	и как	4	2
109	в этой	6	2
110	что они	3	2
111	в то	3	2
112	по своему	2	2
113	очевидно что	2	2
114	о своей	2	2
115	и сам	4	2
116	несмотря на	2	2
117	на его	2	2
118	такого рода	5	2
119	может быть	9	2
120	значительной степени	2	2
121	только к	2	2
122	и потому	2	2
123	а также	2	2
124	даже в	2	2
125	только в	2	2
126	сочетании с	3	2
127	как говорит	3	2
128	дело не	3	2
129	со стороны	9	2
130	совершенно не	2	2
131	не может	2	2
132	тогда как	20	2
133	в особенности	3	2
134	к первому	2	2
135	то же	3	2
136	все эти	2	2
137	при этом	11	2
138	в заключительной	4	2
139	там где	2	2
140	в отличие	2	2
141	в значительной	2	2
142	по пути	4	2
143	с точки	2	2
144	в данном	4	2
145	в результате	5	2
146	сказать что	2	2
147	мере в	2	2
148	борьбе за	2	2
149	на меня	2	2
150	в себе	2	2
151	от его	2	2
152	сравнении с	2	2
153	его в	3	2
154	как это	3	2
155	того же	5	2
156	отличие от	2	2
157	действующего лица	2	2
