N	2gram	Losev_Vesc_1	Dialekti
1	т е	55	46
2	не есть	49	40
3	и не	29	30
4	это –	25	25
5	и есть	26	19
6	а не	19	18
7	может быть	16	17
8	и т	19	17
9	ничего не	3	17
10	то что	27	16
11	и в	21	15
12	т д	19	15
13	– в	5	15
14	как бы	12	14
15	так как	7	14
16	точки зрения	5	14
17	что это	13	13
18	это есть	7	13
19	того что	8	13
20	по себе	13	13
21	это не	5	12
22	прежде всего	9	11
23	и вот	2	11
24	в том	8	11
25	не может	17	11
26	говорить о	6	11
27	ясно что	8	11
28	и все	5	11
29	в этом	4	11
30	с ее	6	10
31	она есть	8	10
32	в основе	3	10
33	потому что	16	10
34	том что	8	10
35	было бы	14	9
36	и –	10	9
37	в виду	2	9
38	все это	5	9
39	мы не	6	9
40	и что	15	9
41	это и	6	9
42	есть ни	3	9
43	то же	6	9
44	уже не	9	9
45	и пр	6	9
46	с точки	3	9
47	значит что	24	9
48	не в	5	8
49	это значит	24	8
50	что иное	7	8
51	но –	2	8
52	иное как	7	8
53	не что	7	8
54	в себе	14	8
55	и о	3	8
56	не только	36	8
57	в чем	6	8
58	и ее	18	8
59	и это	14	8
60	что в	9	7
61	крайней мере	4	7
62	должна быть	4	7
63	что оно	8	7
64	не просто	19	7
65	что мы	14	7
66	по крайней	4	7
67	что тут	6	7
68	как и	8	7
69	и его	2	7
70	или в	2	7
71	только в	14	7
72	перед нами	2	6
73	так что	5	6
74	хотя и	4	6
75	и тем	3	6
76	и даже	6	6
77	есть просто	5	6
78	в результате	3	6
79	сказать что	17	6
80	вовсе не	10	6
81	ни на	3	6
82	если бы	5	6
83	в то	3	6
84	что и	3	6
85	как только	4	5
86	я не	4	5
87	сама по	3	5
88	так и	3	5
89	в своем	6	5
90	если вы	2	5
91	есть то	9	5
92	на то	4	5
93	они –	2	5
94	же это	4	5
95	можно сказать	6	5
96	– как	7	5
97	как же	3	5
98	не говорит	2	5
99	но что	2	5
100	того чтобы	3	5
101	в ней	12	5
102	но если	8	5
103	в сфере	4	5
104	в нем	2	5
105	другими словами	5	5
106	что она	15	5
107	но только	3	5
108	– не	9	5
109	в свете	7	5
110	таким образом	8	5
111	о том	6	5
112	– мы	2	5
113	мы имеем	7	5
114	тогда когда	5	5
115	в жизни	3	5
116	есть не	14	5
117	то в	4	5
118	что я	24	5
119	утверждаю что	3	5
120	в смысле	12	5
121	в сущности	4	5
122	только тогда	3	5
123	в себя	13	5
124	если мы	8	5
125	для того	2	5
126	что такое	12	5
127	и для	9	5
128	той же	2	5
129	что все	2	4
130	оно есть	9	4
131	идеи и	3	4
132	и как	8	4
133	но это	10	4
134	в этой	3	4
135	что они	6	4
136	она –	2	4
137	один из	3	4
138	жизни и	2	4
139	ни с	6	4
140	но и	18	4
141	личность как	2	4
142	тех или	5	4
143	с ними	3	4
144	или не	2	4
145	также и	6	4
146	и с	8	4
147	той или	2	4
148	мы должны	2	4
149	бытия и	2	4
150	в одном	2	4
151	с тем	5	4
152	я утверждаю	3	4
153	отнюдь не	5	4
154	– совершенно	3	4
155	мы видим	2	4
156	– и	2	4
157	то ни	4	4
158	она не	4	4
159	еще не	8	4
160	как раз	9	4
161	бы в	5	4
162	должны быть	4	4
163	хотя бы	6	4
164	тому как	4	4
165	в силу	3	4
166	в его	2	4
167	подобно тому	4	4
168	так то	3	4
169	смысла и	5	3
170	то –	4	3
171	отвлеченная идея	2	3
172	в собственном	2	3
173	есть прежде	2	3
174	эти две	4	3
175	оно и	4	3
176	на этом	2	3
177	же есть	2	3
178	в свою	4	3
179	и если	2	3
180	и следовательно	7	3
