N	2gram	Bakhtin_Pr_2	Psycholo
1	то что	5	44
2	и в	45	33
3	в этом	20	28
4	как бы	15	25
5	и что	2	25
6	все время	3	24
7	потому что	8	24
8	может быть	18	22
9	том что	7	22
10	что в	6	21
11	в том	8	21
12	о том	3	20
13	что он	7	20
14	только что	2	15
15	как это	2	14
16	таким образом	11	13
17	и не	42	13
18	так же	5	13
19	сказать что	5	13
20	то есть	50	13
21	все это	5	13
22	в самом	13	12
23	все то	2	12
24	так как	5	12
25	было бы	4	12
26	самом деле	4	12
27	что все	3	11
28	он не	9	11
29	на то	2	10
30	что она	4	10
31	не может	24	10
32	в его	22	10
33	если бы	2	10
34	по себе	8	9
35	как раз	6	9
36	то же	5	9
37	в конце	4	8
38	характера и	2	8
39	для этого	3	8
40	в рассказе	3	8
41	в своем	5	7
42	до конца	7	7
43	так что	2	7
44	в нем	20	7
45	не только	16	7
46	показать что	2	7
47	перед нами	4	6
48	это не	3	6
49	в самой	3	6
50	что они	3	6
51	в ней	7	6
52	все эти	4	6
53	и вот	2	6
54	точки зрения	19	6
55	как на	2	6
56	у него	6	6
57	мы видим	2	6
58	мы должны	4	6
59	в сущности	7	6
60	а не	10	6
61	в себе	5	6
62	что эта	2	6
63	никогда не	17	5
64	и как	2	5
65	в целом	5	5
66	что для	2	5
67	и на	7	5
68	вовсе не	7	5
69	как он	4	5
70	с ним	8	5
71	мы можем	4	5
72	связь с	2	5
73	как и	14	5
74	мы уже	3	5
75	и его	8	5
76	все же	4	5
77	я не	6	4
78	что у	4	4
79	друг с	2	4
80	из них	9	4
81	жизни и	15	4
82	а в	3	4
83	и других	3	4
84	того что	3	4
85	в жизни	3	4
86	к этому	4	4
87	об этом	3	4
88	у нас	2	4
89	одна из	3	4
90	и о	2	4
91	о нем	6	4
92	себя в	2	4
93	в своей	6	4
94	ее в	2	4
95	на него	2	4
96	как мы	8	4
97	что не	5	4
98	с точки	9	4
99	в таком	3	4
100	можно было	2	4
101	жизнь и	3	4
102	этот вопрос	4	4
103	ее с	3	4
104	с другом	2	4
105	только в	9	4
106	в которой	2	4
107	это было	2	4
108	и затем	2	3
109	сама по	5	3
110	же как	4	3
111	что если	3	3
112	в сторону	2	3
113	в мире	3	3
114	ни в	2	3
115	тот же	2	3
116	должно быть	4	3
117	в пределах	4	3
118	например в	2	3
119	с ее	3	3
120	но и	15	3
121	и до	4	3
122	конечно не	6	3
123	в уста	3	3
124	не было	2	3
125	в своих	4	3
126	их в	7	3
127	и здесь	2	3
128	в то	5	3
129	во все	2	3
130	его в	3	3
131	нет ни	3	3
132	в основе	2	3
133	смысле этого	2	3
134	в одном	6	3
135	идет о	2	3
136	но не	6	3
137	здесь в	2	3
138	до сих	2	3
139	она не	5	3
140	он говорит	2	3
141	конце концов	3	3
142	что и	5	3
143	сих пор	2	3
144	так и	3	3
145	как в	4	3
146	тем самым	2	3
147	из которых	2	3
148	и он	3	3
149	к этой	2	3
150	и для	2	3
151	тем что	2	3
152	еще раз	3	3
153	далеко не	4	3
154	этого слова	2	3
155	в той	3	3
156	это делает	2	2
157	уже в	4	2
158	не был	2	2
159	истинный смысл	2	2
160	бы и	3	2
161	его и	3	2
162	в одной	5	2
163	и от	3	2
164	была бы	3	2
165	прежде всего	11	2
166	для понимания	2	2
167	со всей	2	2
168	но все	4	2
169	же время	3	2
170	при этом	2	2
171	и той	3	2
172	в виду	2	2
173	все те	2	2
174	в котором	7	2
175	не является	3	2
176	точка зрения	7	2
177	один из	2	2
178	о них	2	2
179	все они	4	2
180	в их	4	2
181	именно в	3	2
182	те же	2	2
183	образом в	2	2
184	сам автор	4	2
185	не имеет	3	2
186	есть только	4	2
187	можно найти	2	2
188	в результате	3	2
189	и с	7	2
190	не в	8	2
191	в художественном	3	2
192	и потому	6	2
193	бы не	3	2
194	мы имеем	2	2
195	слово в	3	2
196	но в	6	2
197	же мы	2	2
198	а как	4	2
199	с его	8	2
200	он может	2	2
201	в них	4	2
202	лежит в	2	2
203	и к	2	2
204	в ее	3	2
205	а на	2	2
206	можно сказать	2	2
207	кажется что	2	2
208	во всех	4	2
209	не по	3	2
210	которую он	3	2
211	может понять	2	2
212	даже в	6	2
213	перед ним	2	2
214	всего романа	2	2
215	со стороны	4	2
216	не на	4	2
217	в словах	2	2
218	нами в	4	2
219	а с	3	2
220	и эта	3	2
221	ни одного	3	2
222	хотя бы	5	2
223	тому как	2	2
224	ничем не	2	2
225	и ее	7	2
226	в русской	2	2
227	так чтобы	2	2
228	автор не	4	2
229	героя и	7	2
230	не потому	2	2
231	ничего не	3	2
