N	2gram	Bakhtin_Pr_2	Marksizm
1	точки зрения	19	34
2	может быть	18	26
3	и не	42	26
4	не может	24	24
5	с точки	9	20
6	и в	45	19
7	и его	8	19
8	таким образом	11	17
9	в этом	20	16
10	как бы	15	15
11	в процессе	2	14
12	прежде всего	11	13
13	как мы	8	13
14	как и	14	12
15	и пр	2	12
16	так и	3	11
17	и для	2	11
18	в самом	13	10
19	в нем	20	10
20	и т.п	6	10
21	самом деле	4	10
22	для него	9	9
23	идеологического творчества	2	9
24	лишь в	2	9
25	в результате	3	9
26	только в	9	9
27	на материале	3	8
28	при этом	2	8
29	в контексте	2	8
30	но и	15	8
31	друг друга	7	8
32	до сих	2	8
33	не только	16	8
34	все же	4	8
35	то что	5	8
36	сих пор	2	8
37	в каждом	4	7
38	точка зрения	7	7
39	все эти	4	7
40	так же	5	7
41	но в	6	7
42	в ее	3	7
43	во всех	4	7
44	бытия в	2	7
45	то же	5	7
46	а не	10	7
47	в смысле	2	6
48	в том	8	6
49	в науке	2	6
50	в пределах	4	6
51	и здесь	2	6
52	в его	22	6
53	на почве	4	6
54	так сказать	7	6
55	ничего не	3	6
56	одного и	2	5
57	в конце	4	5
58	именно в	3	5
59	не в	8	5
60	до конца	7	5
61	конечно не	6	5
62	те же	2	5
63	рядом с	3	5
64	в начале	2	5
65	и потому	6	5
66	к этому	4	5
67	вовсе не	7	5
68	за пределы	5	5
69	как ее	2	5
70	входит в	9	5
71	хотя бы	5	5
72	этот вопрос	4	5
73	ничего общего	2	5
74	может стать	2	5
75	что в	6	4
76	не менее	2	4
77	как же	2	4
78	дело идет	6	4
79	в ней	7	4
80	не является	3	4
81	от того	2	4
82	а в	3	4
83	и на	7	4
84	тот же	2	4
85	сказать что	5	4
86	чем же	2	4
87	жизни в	2	4
88	по себе	8	4
89	в условиях	2	4
90	еще не	9	4
91	было бы	4	4
92	нет и	3	4
93	в единство	3	4
94	что же	4	4
95	как в	4	4
96	мысли и	3	4
97	и эта	3	4
98	между ними	4	4
99	выражение в	3	4
100	далеко не	4	4
101	этом отношении	2	3
102	и от	3	3
103	а как	4	3
104	переходим к	2	3
105	здесь в	2	3
106	или иной	3	3
107	можно сказать	2	3
108	и как	2	3
109	в дальнейшем	2	3
110	в большинстве	2	3
111	же время	3	3
112	в котором	7	3
113	из них	9	3
114	все это	5	3
115	по отношению	8	3
116	не было	2	3
117	конце концов	3	3
118	того что	3	3
119	не имеет	3	3
120	с другими	7	3
121	идеологическое творчество	2	3
122	в то	5	3
123	его в	3	3
124	большинстве случаев	2	3
125	слово в	3	3
126	и действительно	2	3
127	сознания и	6	3
128	смысле этого	2	3
129	он может	2	3
130	и к	2	3
131	том что	7	3
132	более того	5	3
133	мы должны	4	3
134	одной из	2	3
135	в сущности	7	3
136	он не	9	3
137	не есть	2	3
138	в своей	6	3
139	в истории	2	3
140	и следовательно	7	3
141	но все	4	3
142	нашей работы	2	3
143	работы мы	2	3
144	и ее	7	3
145	в которой	2	3
146	в области	2	3
147	том числе	2	2
148	сама по	5	2
149	же как	4	2
150	должна быть	3	2
151	никогда не	17	2
152	это делает	2	2
153	в своем	5	2
154	точку зрения	5	2
155	формы в	2	2
156	что все	3	2
157	ни в	2	2
158	числе и	2	2
159	понять и	2	2
160	и той	3	2
161	одним из	3	2
162	в виду	2	2
163	и др	4	2
164	в нашем	2	2
165	и сознание	2	2
166	с ее	3	2
167	точкой зрения	2	2
168	жизни и	15	2
169	и их	6	2
170	как к	2	2
171	точке зрения	3	2
172	и других	3	2
173	целом ряде	2	2
174	и даже	3	2
175	должно быть	4	2
176	можно было	2	2
177	и взаимно	2	2
178	в своих	4	2
179	в одной	5	2
180	о том	3	2
181	этом смысле	5	2
182	как он	4	2
183	так как	5	2
184	бы в	5	2
185	к этой	2	2
186	нет ни	3	2
187	в сознании	2	2
188	и с	7	2
189	в основе	2	2
190	и более	2	2
191	для них	3	2
192	если бы	2	2
193	этого сознания	2	2
194	нового времени	3	2
195	не как	6	2
196	в литературе	6	2
197	быть в	2	2
198	что он	7	2
199	конечно в	2	2
200	в себе	5	2
201	в романе	3	2
202	у нас	2	2
203	зависимости от	3	2
204	одна из	3	2
205	от него	3	2
206	во все	2	2
207	они и	2	2
208	не об	3	2
209	она не	5	2
210	другими словами	2	2
211	мы уже	3	2
212	этого слова	2	2
213	что и	5	2
214	отношению к	8	2
215	бы и	3	2
216	и прежде	2	2
217	как раз	6	2
218	человека в	5	2
219	что не	5	2
220	из которых	2	2
221	и он	3	2
222	в таком	3	2
223	или в	2	2
224	мы можем	4	2
225	тем что	2	2
226	могут быть	4	2
227	не знает	4	2
228	и т.д	3	2
229	в русской	2	2
230	там где	6	2
231	в чем	2	2
