N	2gram	Vinokur_Ku_1	formyVre
1	и в	24	46
2	в этом	14	22
3	прежде всего	9	14
4	и т	33	14
5	вовсе не	10	13
6	и его	5	12
7	только в	11	11
8	не только	10	11
9	т п	18	11
10	в том	30	10
11	как бы	7	10
12	точки зрения	14	10
13	но в	2	10
14	не в	11	9
15	вместе с	7	9
16	но и	6	9
17	и не	12	9
18	и для	2	9
19	в связи	3	8
20	связи с	7	8
21	как и	2	8
22	в его	12	8
23	то же	8	8
24	того чтобы	17	8
25	для того	16	8
26	с точки	9	8
27	потому что	23	8
28	из них	4	8
29	в них	7	7
30	в одном	3	7
31	может быть	13	7
32	то что	9	7
33	так и	7	7
34	и на	4	7
35	так сказать	5	7
36	никогда не	2	6
37	и все	2	6
38	при этом	6	6
39	еще не	5	6
40	все же	12	6
41	все это	6	6
42	в особенности	3	6
43	так как	9	6
44	и с	5	6
45	в частности	4	5
46	в своем	3	5
47	с этим	4	5
48	по существу	4	5
49	в пределах	4	5
50	в то	2	5
51	но не	5	5
52	он не	2	5
53	в нем	4	5
54	что в	17	5
55	все эти	6	5
56	в смысле	2	5
57	должно быть	3	5
58	уже в	3	4
59	с этой	2	4
60	из этих	4	4
61	же время	2	4
62	с ним	5	4
63	значение и	2	4
64	же в	4	4
65	том что	21	4
66	так что	4	4
67	что они	4	4
68	том же	2	4
69	в котором	3	4
70	конечно не	2	4
71	как в	4	4
72	а не	8	4
73	и он	3	4
74	также и	2	4
75	к себе	4	4
76	в себе	3	4
77	в истории	3	4
78	о том	9	4
79	и было	2	4
80	не было	3	3
81	о чем	2	3
82	не является	2	3
83	того же	4	3
84	что было	2	3
85	с помощью	7	3
86	к тому	5	3
87	что он	6	3
88	и как	2	3
89	тем более	2	3
90	в качестве	7	3
91	в большинстве	2	3
92	тот же	2	3
93	том как	3	3
94	в это	2	3
95	хотя и	3	3
96	что и	4	3
97	слова и	4	3
98	ее в	2	3
99	целый ряд	5	3
100	т д	14	3
101	не на	4	3
102	таким образом	12	3
103	в их	3	3
104	уже не	8	3
105	того что	9	3
106	и даже	3	3
107	мы наблюдаем	2	3
108	а в	5	3
109	роль в	4	3
110	в которых	6	3
111	тем что	8	3
112	в этих	4	3
113	в виду	5	3
114	и более	2	2
115	до того	2	2
116	и есть	2	2
117	с другой	7	2
118	это не	7	2
119	что все	2	2
120	представление о	3	2
121	в духе	3	2
122	по себе	2	2
123	или иной	3	2
124	можно сказать	3	2
125	в самой	4	2
126	не мог	2	2
127	именно в	6	2
128	у нас	10	2
129	как история	2	2
130	в этой	3	2
131	с тем	5	2
132	во все	2	2
133	а на	2	2
134	между ними	2	2
135	до конца	2	2
136	и пр	15	2
137	было бы	15	2
138	в сущности	3	2
139	и потому	4	2
140	если в	2	2
141	один из	4	2
142	сих пор	4	2
143	этом случае	2	2
144	не может	7	2
145	здесь не	3	2
146	значения в	2	2
147	если не	3	2
148	этом отношении	5	2
149	в той	5	2
150	лишь в	2	2
151	так же	4	2
152	как на	3	2
153	рядом с	5	2
154	в данном	4	2
155	от этого	2	2
156	мы имеем	6	2
157	каждом из	2	2
158	большое значение	2	2
159	и становится	2	2
160	там где	4	2
161	как это	3	2
162	и должно	2	2
163	во всяком	5	2
164	в последнем	2	2
165	до сих	4	2
