N	2gram	Losev_Prob_1	Psycholo
1	то что	42	32
2	и в	32	31
3	в том	9	30
4	и т	11	26
5	то есть	33	26
6	что в	12	23
7	может быть	14	22
8	таким образом	6	20
9	при помощи	13	20
10	ясно что	3	19
11	при этом	6	19
12	так как	11	18
13	не может	8	17
14	как и	3	16
15	том что	12	16
16	и не	31	16
17	искусства и	3	15
18	точки зрения	3	15
19	только в	7	14
20	а не	15	13
21	не только	17	13
22	так же	9	12
23	если мы	11	12
24	мы не	2	12
25	в этом	19	12
26	в самом	6	11
27	могут быть	2	11
28	не в	4	11
29	в области	2	11
30	на то	8	10
31	в сущности	2	10
32	того что	7	10
33	потому что	16	10
34	по себе	15	9
35	ни в	7	9
36	как в	4	9
37	самом деле	6	9
38	никогда не	7	8
39	вместе с	2	8
40	все это	7	8
41	т д	10	8
42	и что	9	8
43	во всяком	7	8
44	что мы	13	8
45	что он	7	7
46	есть в	5	7
47	и его	3	7
48	того чтобы	9	7
49	тому как	2	7
50	сказать что	13	7
51	о том	11	7
52	что это	3	6
53	вовсе не	35	6
54	было бы	8	6
55	если бы	4	6
56	из этих	2	6
57	всяком случае	3	6
58	отнюдь не	10	6
59	а в	4	6
60	что она	5	6
61	для того	8	6
62	и даже	11	6
63	в его	6	6
64	и есть	6	5
65	и все	7	5
66	не является	5	5
67	в ее	3	5
68	так что	6	5
69	мы видим	2	5
70	для нас	5	5
71	она не	2	5
72	несмотря на	3	5
73	совершенно не	6	5
74	как бы	14	5
75	оказывается что	2	5
76	другой стороны	3	5
77	и для	4	5
78	то же	10	5
79	с другой	3	5
80	это есть	9	5
81	подобно тому	2	5
82	в то	6	5
83	как будто	3	5
84	к тому	3	4
85	в которой	2	4
86	в котором	5	4
87	все время	2	4
88	в виду	6	4
89	прежде всего	10	4
90	тому что	4	4
91	и так	2	4
92	в себе	15	4
93	указывает на	14	4
94	по существу	2	4
95	чтобы понять	3	4
96	же как	2	4
97	мы увидим	3	4
98	со всеми	2	4
99	и если	6	4
100	у нас	14	4
101	и о	8	4
102	никак не	4	4
103	один из	4	4
104	в этих	3	4
105	мы никогда	3	4
106	в результате	2	4
107	мы можем	4	4
108	в искусстве	3	4
109	между тем	2	4
110	как это	6	4
111	мы имеем	2	4
112	уже в	3	3
113	совсем не	4	3
114	не могут	2	3
115	нашего исследования	2	3
116	с тем	5	3
117	только не	3	3
118	в своем	5	3
119	у пушкина	2	3
120	точно так	4	3
121	что все	3	3
122	а потому	2	3
123	но это	8	3
124	не будет	2	3
125	но не	9	3
126	смысле слова	7	3
127	не можем	2	3
128	до сих	3	3
129	например в	2	3
130	нет никакой	2	3
131	в этой	10	3
132	хотя и	6	3
133	он не	3	3
134	себе не	3	3
135	сих пор	3	3
136	не есть	29	3
137	от всех	2	3
138	или его	2	3
139	в своей	8	3
140	так и	12	3
141	разница между	2	3
142	только на	4	3
143	мышления и	4	3
144	не было	4	3
145	что оно	3	3
146	но только	2	3
147	составляющих его	4	3
148	в таком	9	3
149	в которых	3	3
150	и только	4	3
151	с этим	3	3
152	в конце	6	3
153	и это	9	3
154	конце концов	4	3
155	когда мы	8	3
156	но в	14	3
157	не менее	19	2
158	не существует	6	2
159	тот кто	2	2
160	сама по	4	2
161	казалось бы	4	2
162	уже и	3	2
163	тем или	3	2
164	этом смысле	6	2
165	можно ли	5	2
166	по этому	3	2
167	и как	6	2
168	бы мы	3	2
169	будь то	3	2
170	в них	7	2
171	и во	3	2
172	одного и	2	2
173	в жизни	3	2
174	или иных	2	2
175	с ним	3	2
176	и здесь	6	2
177	есть не	6	2
178	а только	5	2
179	или не	3	2
180	тем не	18	2
181	уже не	3	2
182	и потому	2	2
183	что они	3	2
184	исследования мы	2	2
185	более или	3	2
186	что здесь	3	2
187	в качестве	2	2
188	есть нечто	11	2
189	того же	3	2
190	но что	2	2
191	это мы	2	2
192	от других	2	2
193	настоящее время	3	2
194	никак нельзя	3	2
195	случае не	3	2
196	и может	2	2
197	по поводу	4	2
198	о чем	6	2
199	на один	2	2
200	что такое	6	2
201	во внимание	2	2
202	большей частью	2	2
203	и следовательно	3	2
204	и очень	2	2
205	тех или	3	2
206	далеко не	5	2
207	в него	2	2
208	гораздо более	2	2
209	и тем	13	2
210	в нем	13	2
211	из них	3	2
212	но и	9	2
213	говорит о	3	2
214	или менее	3	2
215	без всякого	2	2
216	что же	9	2
217	как мы	7	2
218	только что	2	2
219	как раз	13	2
220	то и	6	2
221	в нас	2	2
222	в связи	4	2
223	этому поводу	3	2
224	в настоящее	3	2
225	же самое	9	2
226	на самом	6	2
227	этой области	2	2
228	тем самым	4	2
229	в науке	2	2
230	к нему	3	2
231	есть только	8	2
232	с точки	3	2
233	то или	2	2
234	что для	2	2
235	в чем	3	2
236	ничего не	10	2
237	нас в	2	2
238	как они	2	2
239	их в	4	2
240	и с	2	2
241	одно из	2	2
242	в каком	3	2
243	мы получаем	3	2
244	но как	6	2
245	в сознании	5	2
246	и то	6	2
247	это только	2	2
248	его в	6	2
249	как он	4	2
250	таком случае	6	2
251	только то	4	2
252	то на	2	2
253	не то	2	2
254	или как	3	2
