N	2gram	Vygotskiy__4	Problemy
1	и в	20	35
2	как бы	7	31
3	и не	8	27
4	что он	6	24
5	в его	11	21
6	но в	3	19
7	не может	6	18
8	как и	9	18
9	в нем	2	16
10	то же	16	15
11	но и	9	14
12	для него	2	14
13	может быть	12	14
14	в сущности	4	14
15	и его	5	14
16	в этом	24	14
17	к нему	2	13
18	прежде всего	2	12
19	и с	4	12
20	и к	5	12
21	слова и	5	11
22	не в	4	10
23	самом деле	7	10
24	не только	15	10
25	то что	15	10
26	в отношении	10	9
27	так и	5	8
28	потому что	12	8
29	мы уже	5	8
30	все же	5	8
31	как мы	13	8
32	и для	4	8
33	так же	11	7
34	а в	2	7
35	точки зрения	24	7
36	еще не	2	7
37	себе и	3	7
38	в виде	3	7
39	таким образом	25	7
40	слова в	9	6
41	что в	19	6
42	в каждом	2	6
43	к тому	6	6
44	что они	14	6
45	и что	8	6
46	в самом	6	6
47	и на	6	6
48	не знает	2	6
49	но не	3	6
50	и т.п	2	6
51	в слове	2	6
52	только в	10	6
53	в том	42	5
54	так что	3	5
55	уже говорили	2	5
56	этого слова	11	5
57	даже в	2	5
58	как в	5	5
59	и то	10	5
60	в себе	10	5
61	и это	2	5
62	все время	4	4
63	никогда не	5	4
64	с другой	12	4
65	друг с	7	4
66	на его	3	4
67	всяком случае	3	4
68	между тем	9	4
69	говорит он	5	4
70	но как	2	4
71	его в	6	4
72	так как	10	4
73	бы в	3	4
74	у него	2	4
75	это слово	2	4
76	во всем	3	4
77	по своему	4	4
78	тот же	9	4
79	с которым	2	4
80	в своей	7	4
81	только на	2	4
82	в той	2	4
83	а не	7	4
84	и у	2	4
85	во всяком	4	4
86	тем что	7	4
87	с другом	7	4
88	что это	2	4
89	в чем	3	4
90	же не	2	4
91	уже в	6	3
92	но так	2	3
93	и от	3	3
94	его к	4	3
95	такой же	2	3
96	словом и	4	3
97	тому же	6	3
98	высшей степени	2	3
99	знает что	3	3
100	собой и	2	3
101	в реальном	2	3
102	в него	2	3
103	в виду	3	3
104	в целом	11	3
105	из них	4	3
106	другой стороны	9	3
107	все эти	5	3
108	к одному	6	3
109	того что	10	3
110	должно быть	3	3
111	это не	5	3
112	для других	2	3
113	сказать что	6	3
114	и во	3	3
115	в начале	2	3
116	мы должны	11	3
117	в высшей	2	3
118	под влиянием	2	3
119	с тем	6	3
120	с этим	5	3
121	этом смысле	8	3
122	том что	35	3
123	со словом	2	3
124	одно и	6	3
125	было бы	8	3
126	со всеми	3	3
127	что и	9	3
128	когда он	3	3
129	только что	4	3
130	а с	2	3
131	и т.д	2	3
132	собой не	2	2
133	не менее	3	2
134	в этих	3	2
135	тому что	4	2
136	столь же	3	2
137	вообще не	2	2
138	с этой	4	2
139	что все	3	2
140	это в	2	2
141	что на	2	2
142	они действительно	2	2
143	ни в	3	2
144	слова мы	3	2
145	же слова	2	2
146	на этом	3	2
147	но что	3	2
148	что с	4	2
149	при этом	12	2
150	мы видели	6	2
151	понятно что	2	2
152	по которому	2	2
153	в своем	4	2
154	что оно	4	2
155	те же	6	2
156	не просто	2	2
157	увидим что	5	2
158	тому как	2	2
159	друг на	5	2
160	но для	2	2
161	их в	2	2
162	в ней	2	2
163	на друга	5	2
164	по своей	6	2
165	о том	5	2
166	как он	4	2
167	слово в	6	2
168	уже и	2	2
169	смысле этого	7	2
170	а затем	2	2
171	раз в	2	2
172	и того	5	2
173	очень часто	2	2
174	одной из	3	2
175	мы говорили	3	2
176	друг друга	4	2
177	с таким	3	2
178	себя в	3	2
179	слова не	3	2
180	вместе с	8	2
181	этот процесс	6	2
182	приводит к	3	2
183	в отличие	2	2
184	слово и	2	2
185	в речи	4	2
186	на этот	3	2
187	со словами	3	2
188	и он	2	2
189	и как	9	2
190	с точки	11	2
191	в которой	3	2
192	той же	6	2
193	можно было	6	2
194	мы можем	5	2
195	между двумя	2	2
196	подобно тому	2	2
197	этими двумя	2	2
198	отличие от	2	2
