N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	65
2	то есть	11	45
3	как бы	5	22
4	и не	21	22
5	вовсе не	2	18
6	и т.п	5	17
7	в сущности	6	16
8	в том	27	16
9	в этом	13	15
10	но в	8	14
11	в нем	3	13
12	прежде всего	6	11
13	и на	5	11
14	том числе	3	10
15	и его	5	10
16	и потому	2	10
17	не только	15	10
18	но и	17	10
19	так и	4	10
20	все эти	2	10
21	в его	13	9
22	в основе	6	8
23	за пределы	2	8
24	в области	4	7
25	точки зрения	6	7
26	только в	6	7
27	никогда не	2	6
28	том что	12	6
29	все же	4	6
30	как мы	2	6
31	времени и	6	6
32	еще не	3	6
33	при этом	12	6
34	может быть	29	6
35	на самом	2	6
36	в литературе	4	6
37	так как	2	6
38	с его	3	5
39	в частности	19	5
40	потому что	2	5
41	отличие от	6	5
42	или иной	6	5
43	для него	2	5
44	в своей	6	5
45	той или	6	5
46	и одновременно	3	5
47	как и	13	5
48	в той	8	5
49	между тем	5	5
50	и все	3	5
51	или меньшей	4	4
52	и к	3	4
53	не в	14	4
54	в этой	5	4
55	это как	2	4
56	большей или	4	4
57	отношение к	2	4
58	в самом	6	4
59	из них	2	4
60	и до	2	4
61	в их	5	4
62	в отличие	6	4
63	культуры в	2	4
64	не могут	3	3
65	что в	5	3
66	не является	2	3
67	это не	6	3
68	не просто	2	3
69	на фоне	2	3
70	отрыве от	2	3
71	что он	3	3
72	самом деле	2	3
73	в ряду	2	3
74	о нем	3	3
75	по своей	6	3
76	даже в	3	3
77	к нему	3	3
78	с точки	4	3
79	то что	6	3
80	не может	22	3
81	разного рода	3	3
82	этом отношении	2	3
83	в себя	6	3
84	уже не	4	3
85	с другой	4	3
86	в себе	11	3
87	в искусстве	2	3
88	далеко не	6	3
89	нет ничего	2	3
90	с ним	4	3
91	и с	2	3
92	мира в	2	3
93	но не	10	2
94	к тому	7	2
95	в противоположность	2	2
96	из этих	2	2
97	на все	2	2
98	ни с	3	2
99	его к	2	2
100	бы ни	2	2
101	можно сказать	2	2
102	восходящая к	2	2
103	основе своей	2	2
104	более того	3	2
105	от своего	2	2
106	одной стороны	3	2
107	несмотря на	2	2
108	в отрыве	2	2
109	на его	2	2
110	при всей	2	2
111	свое время	2	2
112	он не	3	2
113	в свое	2	2
114	нет и	2	2
115	в целом	5	2
116	не к	2	2
117	в процессе	2	2
118	в эпизоде	2	2
119	это всегда	3	2
120	отношения к	2	2
121	особенно в	2	2
122	с одной	3	2
123	того что	4	2
124	что не	3	2
125	что мы	3	2
126	и по	2	2
127	одним из	3	2
128	роль в	2	2
129	в таком	3	2
130	могут быть	4	2
131	в наиболее	3	2
132	о том	5	2
133	жизни но	2	2
134	бы быть	3	2
