N	2gram	Voloshinov_1	Istorich
1	и в	38	26
2	так же	4	18
3	то что	8	16
4	не только	27	15
5	может быть	13	14
6	но и	13	12
7	связь с	2	12
8	между двумя	2	12
9	и пр	4	11
10	что он	2	10
11	так и	6	10
12	таким образом	7	10
13	и его	7	10
14	что и	3	9
15	все же	7	9
16	и не	14	9
17	его в	4	9
18	так как	7	9
19	то же	14	8
20	а в	5	8
21	в этих	2	7
22	об этом	3	7
23	как и	10	7
24	в качестве	4	7
25	он не	2	7
26	как в	2	7
27	их в	3	7
28	в этом	10	7
29	мы имеем	2	7
30	не всегда	2	6
31	в дальнейшем	2	6
32	мы видим	3	6
33	еще не	3	6
34	мы видели	5	6
35	вместе с	5	6
36	не может	12	6
37	а не	6	6
38	к нему	2	6
39	и то	3	6
40	потому что	5	6
41	мы можем	7	6
42	и как	9	5
43	это не	3	5
44	в одном	3	5
45	к этому	2	5
46	но все	4	5
47	но не	2	5
48	ничего не	8	5
49	в его	6	5
50	мы уже	10	5
51	сих пор	2	5
52	как мы	9	5
53	из которых	3	5
54	уже не	4	5
55	не в	6	5
56	и с	5	5
57	тем что	2	5
58	и здесь	3	5
59	мы должны	10	5
60	но в	5	5
61	с собой	2	5
62	вовсе не	2	4
63	вопрос о	2	4
64	в тех	3	4
65	а на	2	4
66	в своей	2	4
67	с появлением	4	4
68	здесь не	2	4
69	не просто	2	4
70	но эта	2	4
71	и даже	3	4
72	в которых	2	4
73	о том	4	4
74	перед нами	3	3
75	видели что	3	3
76	что у	3	3
77	он должен	3	3
78	к своему	4	3
79	этом случае	3	3
80	для нас	3	3
81	в том	2	3
82	том что	3	3
83	но это	2	3
84	и при	2	3
85	при этом	9	3
86	связанные с	2	3
87	не что	4	3
88	мы увидим	5	3
89	на его	5	3
90	относится к	2	3
91	как бы	28	3
92	все эти	2	3
93	и он	2	3
94	но мы	2	3
95	на него	4	3
96	только тогда	2	3
97	случаях когда	2	3
98	из трех	2	3
99	как это	5	3
100	те же	4	3
101	не мог	3	3
102	между ними	3	3
103	как нечто	2	3
104	или в	2	3
105	что иное	2	3
106	связи с	3	3
107	что мы	11	3
108	только в	6	3
109	человека с	2	3
110	иное как	2	3
111	уже в	5	2
112	с тем	8	2
113	связанных с	3	2
114	никогда не	7	2
115	смысле этого	2	2
116	однако в	2	2
117	бы мы	3	2
118	его и	3	2
119	это же	2	2
120	с этим	2	2
121	и все	4	2
122	главным образом	3	2
123	и тем	6	2
124	с помощью	6	2
125	видим что	2	2
126	представляет собой	2	2
127	случай когда	2	2
128	тех случаях	2	2
129	было бы	7	2
130	если бы	4	2
131	конечно не	3	2
132	у нас	4	2
133	в частности	3	2
134	но для	3	2
135	хотя и	3	2
136	по своей	2	2
137	хотя бы	18	2
138	в нем	4	2
139	себя в	4	2
140	в целом	4	2
141	не к	3	2
142	отношение к	2	2
143	другими словами	7	2
144	из них	3	2
145	от того	3	2
146	в форме	6	2
147	и их	5	2
148	все это	4	2
149	что это	4	2
150	только одна	2	2
151	связь между	2	2
152	в связи	2	2
153	этот вопрос	2	2
154	и вот	3	2
155	здесь мы	3	2
156	лишь в	4	2
157	того что	4	2
158	к рассмотрению	2	2
159	увидим что	2	2
160	и на	6	2
161	сказать что	3	2
162	даже и	2	2
163	в себе	9	2
164	же самое	5	2
165	в этой	6	2
166	на это	4	2
167	этого слова	3	2
168	в области	5	2
169	то мы	3	2
