N	2gram	Losev_Prob_4	formyVre
1	и в	20	46
2	в этом	9	22
3	прежде всего	11	14
4	и т	4	14
5	вовсе не	21	13
6	и его	10	12
7	только в	23	11
8	не только	24	11
9	во всех	4	11
10	в том	20	10
11	как бы	4	10
12	точки зрения	14	10
13	то есть	27	10
14	но в	8	10
15	не в	13	9
16	вместе с	5	9
17	но и	14	9
18	и не	28	9
19	и для	4	9
20	в ряд	3	9
21	в связи	3	8
22	связи с	3	8
23	как и	6	8
24	в его	3	8
25	жизни и	5	8
26	то же	7	8
27	того чтобы	2	8
28	для того	3	8
29	с точки	11	8
30	потому что	15	8
31	из них	3	8
32	всех этих	6	7
33	в них	5	7
34	в одном	4	7
35	может быть	9	7
36	то что	15	7
37	так и	10	7
38	и на	3	7
39	и во	4	6
40	и все	8	6
41	при этом	6	6
42	как мы	3	6
43	здесь в	5	6
44	еще не	7	6
45	его в	2	6
46	все же	2	6
47	все это	9	6
48	человека в	3	6
49	и наконец	4	6
50	так как	5	6
51	и с	7	6
52	в частности	2	5
53	в своем	3	5
54	с этим	4	5
55	в пределах	2	5
56	в то	4	5
57	но не	5	5
58	он не	2	5
59	в нем	5	5
60	что в	3	5
61	все эти	16	5
62	в смысле	5	5
63	уже в	4	4
64	отнюдь не	10	4
65	жизни в	2	4
66	с ним	4	4
67	же в	4	4
68	том что	12	4
69	так что	6	4
70	что они	2	4
71	в котором	2	4
72	конечно не	3	4
73	как в	5	4
74	еще более	2	4
75	человеческой жизни	5	4
76	а не	7	4
77	и он	2	4
78	также и	13	4
79	в себе	12	4
80	в истории	3	4
81	о том	5	4
82	не было	3	3
83	новое и	2	3
84	все они	3	3
85	не является	10	3
86	того же	2	3
87	к тому	3	3
88	ему в	2	3
89	что он	8	3
90	самое время	2	3
91	и как	3	3
92	это значит	10	3
93	тем более	4	3
94	в качестве	10	3
95	для него	3	3
96	кроме того	4	3
97	тот же	2	3
98	том как	2	3
99	в это	2	3
100	хотя и	5	3
101	а также	6	3
102	нет и	2	3
103	что и	3	3
104	т д	3	3
105	таким образом	8	3
106	в совершенно	2	3
107	уже не	5	3
108	здесь мы	3	3
109	и даже	9	3
110	и по	2	3
111	и прежде	2	3
112	а в	4	3
113	жизнь и	4	3
114	и совершенно	2	3
115	тем что	3	3
116	имеем в	3	3
117	в другом	3	3
118	же самое	6	3
119	самой жизни	3	3
120	в этих	5	3
121	весь мир	2	3
122	не могли	2	3
123	в виду	6	3
124	всю эту	2	2
125	только для	3	2
126	и весь	3	2
127	и более	3	2
128	до того	2	2
129	по своему	6	2
130	и есть	4	2
131	говорить о	2	2
132	с другой	7	2
133	это не	7	2
134	по себе	11	2
135	или иной	13	2
136	можно сказать	5	2
137	но эта	2	2
138	в отношении	4	2
139	все в	3	2
140	он был	3	2
141	без всякого	4	2
142	в самой	4	2
143	именно в	7	2
144	у нас	14	2
145	в этой	4	2
146	перестает быть	2	2
147	с тем	4	2
148	во все	2	2
149	с такою	2	2
150	смысле слова	15	2
151	было бы	14	2
152	со всеми	2	2
153	и к	3	2
154	и о	5	2
155	вплоть до	3	2
156	и потому	7	2
157	явлений и	3	2
158	и всех	2	2
159	эти образы	2	2
160	только один	2	2
161	в корне	2	2
162	не может	5	2
163	здесь не	7	2
164	и только	4	2
165	на земле	2	2
166	если не	3	2
167	в той	8	2
168	так же	5	2
169	почти всегда	2	2
170	сами по	2	2
171	в данном	6	2
172	но это	6	2
173	то в	2	2
174	и от	6	2
175	мы имеем	6	2
176	в литературе	2	2
177	что здесь	6	2
178	далеко не	2	2
179	в конце	2	2
180	и это	2	2
181	этих образов	2	2
182	как это	3	2
183	во всяком	8	2
184	значит что	8	2
