N	2gram	Vygotskiy__5	Narrotol
1	не только	16	26
2	а не	10	17
3	представляет собой	7	16
4	но и	6	15
5	в том	18	14
6	при этом	4	14
7	в качестве	4	14
8	и не	12	14
9	том что	15	13
10	и в	16	13
11	в этом	25	13
12	состоит в	6	12
13	в частности	3	11
14	только в	10	11
15	может быть	9	10
16	к тому	6	9
17	так и	7	9
18	а в	3	9
19	то что	26	8
20	не может	18	8
21	не в	6	8
22	никогда не	5	6
23	в своем	5	6
24	в жизни	2	6
25	прежде всего	3	6
26	можно сказать	5	6
27	и к	2	6
28	вслед за	2	6
29	того что	16	6
30	в его	11	6
31	все же	3	6
32	у него	6	6
33	как бы	5	6
34	ничего не	5	6
35	но в	6	6
36	точки зрения	18	5
37	что он	25	5
38	одной стороны	3	5
39	он не	8	5
40	в котором	2	5
41	я не	2	5
42	и тем	3	5
43	в нем	7	5
44	отношению к	12	5
45	как в	5	5
46	по отношению	12	5
47	в отличие	2	5
48	таким образом	19	5
49	с одной	3	5
50	в той	6	5
51	тем самым	8	5
52	с другой	4	5
53	на протяжении	2	5
54	отличие от	2	5
55	в то	5	5
56	о том	8	5
57	ответ на	3	5
58	не менее	3	4
59	если бы	8	4
60	же в	2	4
61	тому же	2	4
62	как и	8	4
63	все что	2	4
64	что в	16	4
65	для него	5	4
66	не является	5	4
67	жизни и	2	4
68	в своей	2	4
69	то же	8	4
70	в какой	6	4
71	в силу	10	4
72	в другом	6	4
73	в этой	6	4
74	и т.д	4	4
75	как это	8	4
76	с ним	5	4
77	в себя	3	4
78	но при	2	4
79	в известном	8	3
80	тому что	5	3
81	это не	4	3
82	и того	3	3
83	что я	2	3
84	что они	5	3
85	но не	10	3
86	известном смысле	7	3
87	к его	3	3
88	только к	2	3
89	в целом	4	3
90	внутренней речи	7	3
91	между собой	13	3
92	то и	2	3
93	все эти	4	3
94	самом деле	3	3
95	того чтобы	17	3
96	и даже	2	3
97	и по	4	3
98	и его	3	3
99	с этой	4	3
100	этом отношении	5	3
101	никак не	3	3
102	сказать что	13	3
103	между тем	3	3
104	по своей	3	3
105	зависит от	4	2
106	же как	7	2
107	только не	3	2
108	о чем	2	2
109	что у	2	2
110	хотя бы	5	2
111	столь же	2	2
112	представления о	2	2
113	обратиться к	2	2
114	как уже	3	2
115	в случае	2	2
116	вовсе не	2	2
117	и здесь	2	2
118	в свою	4	2
119	той мере	3	2
120	говорит о	3	2
121	тем более	4	2
122	и более	3	2
123	по своему	3	2
124	должна быть	5	2
125	отношения между	3	2
126	что с	5	2
127	еще не	4	2
128	было бы	10	2
129	со всеми	2	2
130	по поводу	2	2
131	во второй	2	2
132	своей природе	3	2
133	в самом	4	2
134	в центре	2	2
135	имеет место	2	2
136	как показывает	4	2
137	что она	2	2
138	с таким	3	2
139	что и	3	2
140	он может	3	2
141	в процессе	13	2
142	только на	2	2
143	а с	2	2
144	именно в	4	2
145	у нас	2	2
146	те же	2	2
147	они не	3	2
148	и что	12	2
149	только что	5	2
150	с точки	9	2
151	не имеет	4	2
152	так же	15	2
153	как на	3	2
154	той же	4	2
155	мы не	3	2
156	можно было	5	2
157	в чем	3	2
158	тому как	4	2
159	но это	3	2
160	в результате	4	2
161	в ней	2	2
162	мере в	5	2
163	но он	7	2
164	подобно тому	4	2
165	в своих	2	2
166	говорить о	3	2
167	мы его	4	2
168	могли бы	6	2
169	представляют собой	2	2
170	как он	6	2
171	бы в	4	2
172	потому что	21	2
173	в области	12	2
174	к которому	4	2
175	том как	2	2
