N	2gram	Bakhtin_Pr_4	FransuaR
1	и в	46	65
2	то есть	40	45
3	как бы	19	22
4	и не	27	22
5	вовсе не	9	18
6	и т.п	14	17
7	в сущности	7	16
8	в том	9	16
9	в этом	16	15
10	но в	6	14
11	в условиях	3	13
12	в нем	17	13
13	мы уже	3	12
14	прежде всего	9	11
15	и на	11	11
16	том числе	4	10
17	и его	6	10
18	не только	14	10
19	но и	12	10
20	так и	4	10
21	у рабле	2	10
22	все эти	4	10
23	в его	9	9
24	во всех	5	9
25	все это	6	9
26	карнавального типа	2	9
27	в своем	3	8
28	в духе	2	8
29	здесь в	2	8
30	и другие	3	8
31	и даже	3	8
32	за пределы	5	8
33	карнавальное мироощущение	2	8
34	числе и	3	7
35	жизни и	5	7
36	влияние на	2	7
37	точки зрения	11	7
38	только в	6	7
39	никогда не	6	6
40	не знает	4	6
41	том что	4	6
42	все же	4	6
43	как мы	12	6
44	времени и	2	6
45	еще не	7	6
46	при этом	5	6
47	может быть	23	6
48	в отношении	3	6
49	сказать что	2	6
50	так как	5	6
51	с его	5	5
52	в одном	11	5
53	еще более	3	5
54	превращается в	4	5
55	потому что	4	5
56	отличие от	3	5
57	есть в	6	5
58	или иной	2	5
59	рядом с	5	5
60	в большей	2	5
61	для него	2	5
62	и пр	2	5
63	в последующих	3	5
64	в своей	3	5
65	меньшей степени	2	5
66	той или	2	5
67	и одновременно	2	5
68	еще и	4	5
69	как в	4	5
70	как и	12	5
71	в той	3	5
72	между тем	2	5
73	и все	9	5
74	в общем	2	4
75	поэтому и	2	4
76	карнавального мироощущения	2	4
77	у сервантеса	2	4
78	или меньшей	2	4
79	эпохи возрождения	2	4
80	и к	9	4
81	не в	10	4
82	в этой	3	4
83	большей или	2	4
84	в узком	2	4
85	отношение к	3	4
86	смех в	3	4
87	совершенно не	4	4
88	в самом	9	4
89	этих явлений	2	4
90	и до	3	4
91	сих пор	8	4
92	до сих	8	4
93	мысли и	2	4
94	в их	4	4
95	для нас	2	4
96	в отличие	3	4
97	между ними	10	4
98	здесь и	3	4
99	так сказать	5	4
100	в жизни	5	4
101	не могут	3	3
102	карнавальный смех	4	3
103	мы будем	2	3
104	но на	2	3
105	что в	4	3
106	это не	5	3
107	и во	3	3
108	на фоне	6	3
109	обычной жизни	3	3
110	что он	6	3
111	но все	2	3
112	но это	6	3
113	мы и	3	3
114	в самой	5	3
115	самом деле	4	3
116	смен и	3	3
117	но для	3	3
118	о нем	6	3
119	по своей	3	3
120	уже сказали	2	3
121	к нему	5	3
122	с точки	9	3
123	то что	4	3
124	и их	3	3
125	как раз	7	3
126	не может	19	3
127	в известной	2	3
128	и других	4	3
129	в себя	4	3
130	уже не	4	3
131	в системе	2	3
132	с другой	3	3
133	друг друга	6	3
134	в других	2	3
135	конечно и	3	3
136	он и	4	3
137	в себе	7	3
138	далеко не	3	3
139	и здесь	4	3
140	с ним	2	3
141	ничего не	2	3
142	и с	7	3
143	в виду	4	3
144	но не	4	2
145	к тому	2	2
146	смены и	2	2
147	или к	2	2
148	но вся	2	2
149	с карнавальной	2	2
150	из этих	3	2
151	всех его	3	2
152	раз и	4	2
153	но при	3	2
154	этих двух	4	2
155	на все	2	2
156	его к	2	2
157	бы ни	2	2
158	можно сказать	4	2
159	и так	2	2
160	нам кажется	5	2
161	да и	4	2
162	узком смысле	2	2
163	в романе	6	2
164	более того	3	2
165	до минимума	3	2
166	и само	2	2
167	кроме того	4	2
168	до конца	4	2
169	и он	6	2
170	например в	4	2
171	друг в	3	2
172	свое время	2	2
173	хотя и	6	2
174	он не	4	2
175	в свое	2	2
176	нет и	2	2
177	почти до	2	2
178	и для	3	2
179	не к	3	2
180	в большинстве	9	2
181	на него	3	2
182	в процессе	4	2
183	образов и	2	2
184	к жизни	2	2
185	приводит к	4	2
186	только на	3	2
187	знает только	2	2
188	отношения к	2	2
189	особенно в	5	2
190	же он	2	2
191	и этим	3	2
192	себе самому	4	2
193	не входит	2	2
194	мы здесь	2	2
195	в заключение	2	2
196	что мы	2	2
197	и наконец	4	2
198	на этот	2	2
199	и по	2	2
200	одним из	3	2
201	не была	2	2
202	или в	8	2
203	к себе	6	2
204	этот вопрос	2	2
205	их в	3	2
206	в этих	4	2
207	речи и	5	2
208	но с	2	2
209	на некоторых	2	2
210	могут быть	2	2
211	оба полюса	2	2
212	во всем	4	2
213	о том	5	2
214	и это	3	2
215	дело в	3	2
216	здесь только	2	2
217	большинстве случаев	8	2
218	этот смех	2	2
